Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
03.11.2025;CET;08:00;08:15;MW;0,106;0,039;1,885;0,502;2,532;0,711;0,793;3,246;4,358;9,108;0
03.11.2025;CET;08:15;08:30;MW;0,039;0;0,436;1,634;2,109;11,436;2,435;18,391;1,507;33,769;0
03.11.2025;CET;08:30;08:45;MW;0,028;0,005;0,362;0,488;0,883;14,916;1,625;9,473;3,429;29,443;0
03.11.2025;CET;08:45;09:00;MW;0,004;0;0,607;0,913;1,524;0,294;1,393;3,112;2,156;6,955;0
03.11.2025;CET;09:00;09:15;MW;0,043;0;0,892;0,012;0,947;62,551;15,299;29,265;97,675;204,79;0
03.11.2025;CET;09:15;09:30;MW;0;0;0,353;0,851;1,204;33,622;6,735;13,561;18,938;72,856;0
03.11.2025;CET;09:30;09:45;MW;0,003;0;0,891;3,308;4,202;13,245;3,724;7,875;1,263;26,107;0
03.11.2025;CET;09:45;10:00;MW;0;0;1,503;0,352;1,855;45,682;5,059;35,354;3,015;89,11;0
03.11.2025;CET;10:00;10:15;MW;0,018;4,881;7,569;4,651;17,119;23,857;3,256;10,24;14,964;52,317;0
03.11.2025;CET;10:15;10:30;MW;0;0,001;0,662;2,869;3,532;12,637;3,431;14,052;6,763;36,883;0
03.11.2025;CET;10:30;10:45;MW;0;0;0,983;2,04;3,023;44,427;5,932;22,77;12,123;85,252;0
03.11.2025;CET;10:45;11:00;MW;0,486;0,879;14,413;1,145;16,923;51,393;6,793;17,492;44,094;119,772;0
03.11.2025;CET;11:00;11:15;MW;0,219;0,175;5,194;2,511;8,099;44,208;6,56;15,523;55,471;121,762;0
03.11.2025;CET;11:15;11:30;MW;0,639;2,166;19,843;7,257;29,905;34,949;6,192;19,506;46,08;106,727;0
03.11.2025;CET;11:30;11:45;MW;3,666;2,572;38,345;1,594;46,177;22,172;2,745;7,296;41,934;74,147;0
03.11.2025;CET;11:45;12:00;MW;3,414;3,609;27,557;5,294;39,874;8,062;3,183;8,56;10,345;30,15;0
03.11.2025;CET;12:00;12:15;MW;5,203;5,365;57,249;1,115;68,932;10,219;2,789;3,182;15,664;31,854;0
03.11.2025;CET;12:15;12:30;MW;16,912;14,72;61,912;18,65;112,194;3,736;0,205;1,573;1,377;6,891;0
03.11.2025;CET;12:30;12:45;MW;0;0,02;0,58;0;0,6;23,204;3,95;27,824;41,72;96,698;0
03.11.2025;CET;12:45;13:00;MW;0;0;0,296;0;0,296;82,577;9,285;37,523;185,9;315,285;0
03.11.2025;CET;13:00;13:15;MW;0,109;0;3,319;0,909;4,337;60,724;7,903;30,645;192,626;291,898;0
03.11.2025;CET;13:15;13:30;MW;5,391;5,989;76,582;4,489;92,451;0,377;0,366;1,454;4,096;6,293;0
03.11.2025;CET;13:30;13:45;MW;26,102;42,701;130,23;16,068;215,101;0,091;0,085;0,943;0,576;1,695;0
03.11.2025;CET;13:45;14:00;MW;3,08;2,677;13,951;1,672;21,38;6,015;0,459;6,206;37,236;49,916;0
03.11.2025;CET;14:00;14:15;MW;0,001;1,254;6,841;0,48;8,576;36,104;0,984;4,001;34,541;75,63;0
03.11.2025;CET;14:15;14:30;MW;0;0,043;0,391;0,052;0,486;118,485;20,68;4,814;192,217;336,196;0
03.11.2025;CET;14:30;14:45;MW;0;0;0,383;0;0,383;140,657;39,438;24,719;291,706;496,52;0
03.11.2025;CET;14:45;15:00;MW;2,533;8,016;42,13;7,811;60,49;11,962;3,136;1,889;18,089;35,076;0
03.11.2025;CET;15:00;15:15;MW;0,648;2,452;17,643;4,913;25,656;7,171;1,034;8,566;37,694;54,465;0
03.11.2025;CET;15:15;15:30;MW;3,626;16,56;32,208;10,837;63,231;2,72;0,433;8,151;2,529;13,833;0
03.11.2025;CET;15:30;15:45;MW;9,589;29,135;53,553;32,205;124,482;5,613;0;1,822;2,803;10,238;0
03.11.2025;CET;15:45;16:00;MW;3,625;6,796;18,392;7,641;36,454;0,159;1,516;1,689;0,963;4,327;0
03.11.2025;CET;16:00;16:15;MW;14,982;15,083;29,203;3,22;62,488;0,582;2,181;2,768;0,514;6,045;0
03.11.2025;CET;16:15;16:30;MW;29,801;10,551;63,578;5,854;109,784;0;0,017;1,72;0,478;2,215;0
03.11.2025;CET;16:30;16:45;MW;0,17;0,034;0,624;0,098;0,926;128,953;2,786;43,271;107,929;282,939;0
03.11.2025;CET;16:45;17:00;MW;0,076;0;0,479;0,069;0,624;26,462;5,398;27,411;4,534;63,805;0
03.11.2025;CET;17:00;17:15;MW;0,445;0;0,61;0;1,055;50,439;3,467;20,616;59,122;133,644;0
03.11.2025;CET;17:15;17:30;MW;0,01;0;0,508;0,051;0,569;71,026;4,087;25,758;32,332;133,203;0
03.11.2025;CET;17:30;17:45;MW;0,307;0,006;0,352;0;0,665;26,685;2,81;9,914;8,462;47,871;0
03.11.2025;CET;17:45;18:00;MW;1,171;1,425;1,903;0;4,499;1,165;0,194;2,392;2,045;5,796;0
03.11.2025;CET;18:00;18:15;MW;5,938;0,005;38,85;19,806;64,599;0,291;10,863;2,862;1,187;15,203;0
03.11.2025;CET;18:15;18:30;MW;0,691;12,411;16,568;13,898;43,568;17,745;1,125;7,034;3,434;29,338;0
03.11.2025;CET;18:30;18:45;MW;0;0;0,468;0,11;0,578;127,977;4,089;30,566;82,283;244,915;0
03.11.2025;CET;18:45;19:00;MW;0;0,014;0,462;0;0,476;149,788;4,632;33,409;88,694;276,523;0
03.11.2025;CET;19:00;19:15;MW;0,146;0,044;0,807;0,917;1,914;24,009;0,948;5,468;7,755;38,18;0
03.11.2025;CET;19:15;19:30;MW;5,578;4,535;18,005;12,333;40,451;3,069;0,381;4,051;0,554;8,055;0
03.11.2025;CET;19:30;19:45;MW;34,933;29,175;76,471;78,915;219,494;0,082;0,043;2,614;0,819;3,558;0
03.11.2025;CET;19:45;20:00;MW;3,665;1,24;6,039;1,488;12,432;3,17;1,207;2,682;0,469;7,528;0
03.11.2025;CET;20:00;20:15;MW;31,258;77,588;45,129;41,438;195,413;3,619;0,485;2,358;0,182;6,644;0
03.11.2025;CET;20:15;20:30;MW;9,816;20,104;50,958;46,642;127,52;0,209;15,232;2,36;0,724;18,525;0
03.11.2025;CET;20:30;20:45;MW;10,474;32,523;27,611;10,278;80,886;0,721;1,647;3,861;1,99;8,219;0
03.11.2025;CET;20:45;21:00;MW;3,461;14,5;0,804;0,544;19,309;0,062;5,869;1,767;2,965;10,663;0
03.11.2025;CET;21:00;21:15;MW;5,281;59,229;71,594;80,41;216,514;0,134;0,001;2,364;0,002;2,501;0
03.11.2025;CET;21:15;21:30;MW;3,88;44,195;73,243;32,715;154,033;0,224;0,065;1,498;0,001;1,788;0
03.11.2025;CET;21:30;21:45;MW;0,328;8,764;12,501;1,683;23,276;0,403;0,776;2,244;0,087;3,51;0
03.11.2025;CET;21:45;22:00;MW;3,081;16,097;28,126;2,931;50,235;7,115;0,63;7,418;9,058;24,221;0
03.11.2025;CET;22:00;22:15;MW;6,894;63,612;48,932;43,694;163,132;18,888;1,305;3,359;5,062;28,614;0
03.11.2025;CET;22:15;22:30;MW;3,947;35,559;64,139;10,571;114,216;0,091;0,171;2,079;0,142;2,483;0
03.11.2025;CET;22:30;22:45;MW;0,007;0,595;1,627;0,252;2,481;1,355;0,457;2,119;4,475;8,406;0
03.11.2025;CET;22:45;23:00;MW;0;0,12;0,693;0,242;1,055;86,274;1,382;29,232;35,164;152,052;0
03.11.2025;CET;23:00;23:15;MW;9,736;23,548;44,931;30,877;109,092;9,125;0,3;2,736;3,278;15,439;0
03.11.2025;CET;23:15;23:30;MW;0;7,41;8,096;29,329;44,835;29,415;2,771;7,229;4,511;43,926;0
03.11.2025;CET;23:30;23:45;MW;9,673;28,746;40,357;40,537;119,313;8,928;0,922;2,172;1,333;13,355;0
03.11.2025;CET;23:45;00:00;MW;0;0;2,371;0,201;2,572;15,66;1,457;2,764;3,738;23,619;0
04.11.2025;CET;00:00;00:15;MW;21,524;1,431;14,614;8,838;46,407;4,17;4,331;11,051;4,791;24,343;0
04.11.2025;CET;00:15;00:30;MW;128,501;6,275;39,97;45,011;219,757;0;0,042;1,169;0,602;1,813;0
04.11.2025;CET;00:30;00:45;MW;19,804;3,095;12,636;2,219;37,754;1,983;0,495;12,192;0,345;15,015;0
04.11.2025;CET;00:45;01:00;MW;0;0,014;0,923;0,336;1,273;18,127;7,625;37,563;7,207;70,522;0
04.11.2025;CET;01:00;01:15;MW;92,196;3,101;28,281;45,075;168,653;2,637;2,985;4,931;4,046;14,599;0
04.11.2025;CET;01:15;01:30;MW;14,949;0,875;14,343;5,396;35,563;0,524;0,709;3,042;3,211;7,486;0
04.11.2025;CET;01:30;01:45;MW;0,264;0,019;0,58;0,242;1,105;0,362;1,047;1,324;1,379;4,112;0
04.11.2025;CET;01:45;02:00;MW;0,077;0,007;0,474;1,231;1,789;0,384;0,954;1,457;6,163;8,958;0
04.11.2025;CET;02:00;02:15;MW;135,405;9,548;53,216;5,33;203,499;0,077;0,081;0,674;0,199;1,031;0
04.11.2025;CET;02:15;02:30;MW;253,214;25,34;78,454;54,101;411,109;0;0;1,11;0,008;1,118;0
04.11.2025;CET;02:30;02:45;MW;152,444;17,875;63,864;23,064;257,247;0;0;1,677;0,169;1,846;0
04.11.2025;CET;02:45;03:00;MW;222,545;28,703;74,393;70,986;396,627;0;0;0,955;0,281;1,236;0
04.11.2025;CET;03:00;03:15;MW;29,868;1,923;13,801;3,938;49,53;3,099;0,861;9,887;2,983;16,83;0
04.11.2025;CET;03:15;03:30;MW;1,774;0,345;2,284;0,515;4,918;2,431;1,187;6,818;1,742;12,178;0
04.11.2025;CET;03:30;03:45;MW;107,039;16,352;44,151;35,559;203,101;0,034;0,056;1,179;0,178;1,447;0
04.11.2025;CET;03:45;04:00;MW;69,38;9,158;34,079;11,757;124,374;0,946;0,068;6,131;2,824;9,969;0
04.11.2025;CET;04:00;04:15;MW;0,497;0,004;0,248;0,722;1,471;34,42;2,988;22,435;7,642;67,485;0
04.11.2025;CET;04:15;04:30;MW;0,002;0,063;0,494;0,186;0,745;12,857;0,872;18,303;8,441;40,473;0
04.11.2025;CET;04:30;04:45;MW;2,167;1,139;3,254;0,048;6,608;16,177;0,412;9,196;10,548;36,333;0
04.11.2025;CET;04:45;05:00;MW;0,009;0,067;0,415;0,286;0,777;16,148;1,708;9,727;14,48;42,063;0
04.11.2025;CET;05:00;05:15;MW;32,524;2,508;22,717;19,45;77,199;2,657;1,296;2,931;3,642;10,526;0
04.11.2025;CET;05:15;05:30;MW;77,116;9,99;50,147;40,192;177,445;0;0,024;1,431;0,173;1,628;0
04.11.2025;CET;05:30;05:45;MW;46,091;9,567;36,991;17,455;110,104;0,034;0,001;1,396;1,008;2,439;0
04.11.2025;CET;05:45;06:00;MW;12,356;3,205;15,95;6,305;37,816;0,168;0,132;1,172;6,908;8,38;0
04.11.2025;CET;06:00;06:15;MW;127,417;82,028;45,585;160,312;415,342;0,744;1,13;2,569;0,06;4,503;0
04.11.2025;CET;06:15;06:30;MW;81,971;84,943;47,129;75,759;289,802;0;0;1,336;0,015;1,351;0
04.11.2025;CET;06:30;06:45;MW;23,026;43,716;26,674;22,184;115,6;0,029;0,285;1,368;0,735;2,417;0
04.11.2025;CET;06:45;07:00;MW;74,251;92,663;44,076;163,964;374,954;1,212;0,043;0,715;0,1;2,07;0
04.11.2025;CET;07:00;07:15;MW;61,578;25,176;28,201;79,982;194,937;0,89;0,773;2,767;3,402;7,832;0
04.11.2025;CET;07:15;07:30;MW;69,322;5,06;29,167;49,125;152,674;0,001;0,226;2,227;0,202;2,656;0
04.11.2025;CET;07:30;07:45;MW;59,205;4,853;26,213;57,19;147,461;0,007;0,271;1,666;0,384;2,328;0
04.11.2025;CET;07:45;08:00;MW;2,02;0,048;1,631;0,079;3,778;0,769;1,065;2,427;2;6,261;0
04.11.2025;CET;08:00;08:15;MW;0,03;0,002;1,4;2,272;3,704;9,918;4,319;29,693;7,985;51,915;0
04.11.2025;CET;08:15;08:30;MW;0,022;0;0,849;1,215;2,086;23,122;9,981;24,915;43,397;101,415;0
04.11.2025;CET;08:30;08:45;MW;0,142;0;0,431;1,006;1,579;7,503;2,934;3,602;7,818;21,857;0
04.11.2025;CET;08:45;09:00;MW;8,054;1,219;1,722;6,422;17,417;0,436;0,971;1,515;1,222;4,144;0
04.11.2025;CET;09:00;09:15;MW;180,941;59,006;19,474;153,985;413,406;0;0,003;1,807;0,07;1,88;0
04.11.2025;CET;09:15;09:30;MW;118,018;43,068;28,617;221,661;411,364;0;0,012;1,676;1,651;3,339;0
04.11.2025;CET;09:30;09:45;MW;24,565;5,92;6,673;16,575;53,733;0,185;0,507;1,593;1,898;4,183;0
04.11.2025;CET;09:45;10:00;MW;0;0;0,702;0,424;1,126;21,61;3,893;23,354;53,064;101,921;0
04.11.2025;CET;10:00;10:15;MW;0;0;0,774;0;0,774;80,155;23,42;62,043;112,748;278,366;0
04.11.2025;CET;10:15;10:30;MW;0;0;0,328;0,264;0,592;80,614;25,588;61,308;167,514;335,024;0
04.11.2025;CET;10:30;10:45;MW;0;0;0,349;0;0,349;57,239;21,246;48,607;115,966;243,058;0
04.11.2025;CET;10:45;11:00;MW;0;0;0,6;0;0,6;38,696;20,1;38,661;86,876;184,333;0
04.11.2025;CET;11:00;11:15;MW;0,412;0,078;7,067;1,406;8,963;22,678;8,752;9,696;32,975;74,101;0
04.11.2025;CET;11:15;11:30;MW;0,935;0,666;2,812;1,098;5,511;0,839;2,96;4,441;4,771;13,011;0
04.11.2025;CET;11:30;11:45;MW;18,113;29,439;49,692;34,122;131,366;0,001;0,437;1,198;0,153;1,789;0
04.11.2025;CET;11:45;12:00;MW;67,929;10,913;45,075;15,788;139,705;19,704;5,301;10,428;31,976;67,409;0
04.11.2025;CET;12:00;12:15;MW;0,534;0,046;1,9;4,393;6,873;34,55;11,669;15,315;50,17;111,704;0
04.11.2025;CET;12:15;12:30;MW;0;0,003;0,449;0,817;1,269;39,779;11,348;23,855;62,978;137,96;0
04.11.2025;CET;12:30;12:45;MW;23,619;6,266;38,429;14,986;83,3;38,667;7,997;13,586;43,004;103,254;0
04.11.2025;CET;12:45;13:00;MW;18,664;4,967;39,486;5,842;68,959;1,593;0,405;3,133;0,395;5,526;0
04.11.2025;CET;13:00;13:15;MW;33,918;4,679;33,089;3,42;75,106;0,104;0,087;1,189;0;1,38;0
04.11.2025;CET;13:15;13:30;MW;27,691;4,062;27,958;0,413;60,124;0,007;0,089;1,068;1,146;2,31;0
04.11.2025;CET;13:30;13:45;MW;28,93;4,688;25,64;1,365;60,623;0,467;0,405;4,117;2,807;7,796;0
04.11.2025;CET;13:45;14:00;MW;13,773;3,42;17,866;1,478;36,537;37,206;5,318;15,428;37,781;95,733;0
04.11.2025;CET;14:00;14:15;MW;2,333;0,172;4,398;0,062;6,965;49,093;5,049;17,871;47,956;119,969;0
04.11.2025;CET;14:15;14:30;MW;75,056;30,698;44,185;76,1;226,039;1,124;0,006;1,064;0,403;2,597;0
04.11.2025;CET;14:30;14:45;MW;70,032;38,597;39,461;76,898;224,988;1,152;0,178;7,644;1,362;10,336;0
04.11.2025;CET;14:45;15:00;MW;77,181;26,979;47,939;60,632;212,731;0,011;0,003;2,116;0,128;2,258;0
04.11.2025;CET;15:00;15:15;MW;32,56;11,46;19,977;21,84;85,837;0,545;0,72;7,259;0,095;8,619;0
04.11.2025;CET;15:15;15:30;MW;71,837;6,238;40,52;107,118;225,713;3,317;0;8,885;3,98;16,182;0
04.11.2025;CET;15:30;15:45;MW;74,561;78,009;55,011;116,668;324,249;0,362;0;7,934;0,135;8,431;0
04.11.2025;CET;15:45;16:00;MW;88,465;57,728;46,996;88,237;281,426;2,066;0,008;10,419;15,782;28,275;0
04.11.2025;CET;16:00;16:15;MW;4,067;1,068;5,463;2,807;13,405;13,098;2,275;5,223;10,755;31,351;0
04.11.2025;CET;16:15;16:30;MW;2,211;0,714;7,07;0,458;10,453;3,26;0,793;5,34;3,141;12,534;0
04.11.2025;CET;16:30;16:45;MW;0,599;0;0,39;0,699;1,688;20,901;3,065;26,963;6,07;56,999;0
04.11.2025;CET;16:45;17:00;MW;0;0;0,199;0,153;0,352;64,162;5,17;62,6;12,55;144,482;0
04.11.2025;CET;17:00;17:15;MW;0,018;0;0,617;0,18;0,815;119,127;11,853;58,46;112,031;301,471;0
04.11.2025;CET;17:15;17:30;MW;0;0;0,231;0,399;0,63;18,539;5,331;38,919;12,587;75,376;0
04.11.2025;CET;17:30;17:45;MW;0,024;0;0,634;0,047;0,705;34,333;8,275;51,093;31,397;125,098;0
04.11.2025;CET;17:45;18:00;MW;0,091;0;0,414;6,421;6,926;44,078;1,81;24,137;2,588;72,613;0
04.11.2025;CET;18:00;18:15;MW;1,044;0;0,333;0,154;1,531;19,404;2,06;21,417;7,715;50,596;0
04.11.2025;CET;18:15;18:30;MW;4,018;1,872;14,555;2,337;22,782;27,718;2,083;16,095;13,904;59,8;0
04.11.2025;CET;18:30;18:45;MW;1,466;0,004;0,439;4,167;6,076;15,256;1,51;10,391;2,9;30,057;0
04.11.2025;CET;18:45;19:00;MW;0,782;0,129;0,501;0,46;1,872;1,717;1,135;3,354;0,412;6,618;0
04.11.2025;CET;19:00;19:15;MW;33,216;15,312;31,876;36,793;117,197;10,336;0,432;6,844;0,585;18,197;0
04.11.2025;CET;19:15;19:30;MW;30,005;20,772;32,134;48,518;131,429;2,129;0,952;15,592;7,649;26,322;0
04.11.2025;CET;19:30;19:45;MW;0,089;0;0,711;0,543;1,343;34,149;2,178;21,858;1,248;59,433;0
04.11.2025;CET;19:45;20:00;MW;0;0;0,388;0,093;0,481;56,032;5,341;23,008;40,88;125,261;0
04.11.2025;CET;20:00;20:15;MW;0,613;0;2,48;0,8;3,893;9,417;2,669;5,185;4,876;22,147;0
04.11.2025;CET;20:15;20:30;MW;14,134;4,234;11,457;10,829;40,654;3,792;1,613;5,622;5,93;16,957;0
04.11.2025;CET;20:30;20:45;MW;0;0;0,487;4,127;4,614;6,336;2,061;3,868;1,915;14,18;0
04.11.2025;CET;20:45;21:00;MW;4,405;6,432;12,832;1,074;24,743;2,372;0,293;2,564;1,757;6,986;0
04.11.2025;CET;21:00;21:15;MW;34,127;21,754;35,829;15,228;106,938;0,462;0,204;2,336;3,158;6,16;0
04.11.2025;CET;21:15;21:30;MW;27,434;22,567;36,512;15,74;102,253;1,004;0,159;2,203;0,042;3,408;0
04.11.2025;CET;21:30;21:45;MW;39,283;17,209;29,963;22,356;108,811;1,34;0,523;2,119;0;3,982;0
04.11.2025;CET;21:45;22:00;MW;19,916;7,384;13,313;10,69;51,303;4,693;1,157;12,749;3,18;21,779;0
04.11.2025;CET;22:00;22:15;MW;0,148;0;0,702;1,136;1,986;6,283;1,653;2,954;2,261;13,151;0
04.11.2025;CET;22:15;22:30;MW;0,136;0,038;0,459;1,378;2,011;0,801;0,47;1,485;1,417;4,173;0
04.11.2025;CET;22:30;22:45;MW;0,939;0,762;13,166;9,006;23,873;1,637;1,032;1,681;5,805;10,155;0
04.11.2025;CET;22:45;23:00;MW;11,314;18,072;24,331;1,592;55,309;0,562;0,438;2,212;0,717;3,929;0
04.11.2025;CET;23:00;23:15;MW;3,323;1,768;3,085;5,051;13,227;1,887;0,265;1,959;3,851;7,962;0
04.11.2025;CET;23:15;23:30;MW;2,184;0,006;3,547;0,798;6,535;0,135;1,771;1,813;3,195;6,914;0
04.11.2025;CET;23:30;23:45;MW;75,37;27,973;37,549;32,618;173,51;0,008;0,204;1,055;0,633;1,9;0
04.11.2025;CET;23:45;00:00;MW;23,356;8,12;14,161;3,905;49,542;0,165;0,363;2,352;5,07;7,95;0
05.11.2025;CET;00:00;00:15;MW;1,451;0,047;1,256;0,274;3,028;7,868;16,292;45,807;73,041;143,008;0
05.11.2025;CET;00:15;00:30;MW;0;0;0,515;0;0,515;30,416;23,196;46,799;55,392;155,803;0
05.11.2025;CET;00:30;00:45;MW;0;0;0,187;0;0,187;41,332;23,967;46,143;58,047;169,489;0
05.11.2025;CET;00:45;01:00;MW;0,005;0;0,623;0,233;0,861;3,416;4,115;7,535;3,918;18,984;0
05.11.2025;CET;01:00;01:15;MW;22,197;24,766;17,258;4,814;69,035;2,655;0,256;4,576;3,284;10,771;0
05.11.2025;CET;01:15;01:30;MW;3,947;5,958;3,885;0,71;14,5;0,202;0,305;2,282;0,403;3,192;0
05.11.2025;CET;01:30;01:45;MW;17,223;24,992;18,598;1,976;62,789;0;0,269;2,075;0,743;3,087;0
05.11.2025;CET;01:45;02:00;MW;3,578;2,618;4,176;0,87;11,242;0,678;1,182;2,545;1,204;5,609;0
05.11.2025;CET;02:00;02:15;MW;0,036;0,011;0,706;2,307;3,06;2,051;2,285;9,065;4,103;17,504;0
05.11.2025;CET;02:15;02:30;MW;0;0;0,249;0,121;0,37;18,614;14,577;24,961;27,005;85,157;0
05.11.2025;CET;02:30;02:45;MW;1,249;2,009;2,808;1,396;7,462;0,732;1,172;1,622;0;3,526;0
05.11.2025;CET;02:45;03:00;MW;58,985;11,363;42,643;6,592;119,583;0;0,121;1,968;0;2,089;0
05.11.2025;CET;03:00;03:15;MW;18,08;5,846;25,172;3,404;52,502;0;0,031;1,521;0;1,552;0
05.11.2025;CET;03:15;03:30;MW;114,693;60,68;56,499;84,78;316,652;0;0;1,606;0;1,606;0
05.11.2025;CET;03:30;03:45;MW;52,817;16,959;38,876;15,796;124,448;0;0,235;4,452;0,028;4,715;0
05.11.2025;CET;03:45;04:00;MW;1,002;0,271;0,348;1,726;3,347;0,073;1,474;1,963;0,533;4,043;0
05.11.2025;CET;04:00;04:15;MW;0,158;0,122;0,748;1,186;2,214;0,294;0,986;1,544;1,126;3,95;0
05.11.2025;CET;04:15;04:30;MW;0,565;0,003;0,66;0,394;1,622;0,368;0,952;1,563;8,216;11,099;0
05.11.2025;CET;04:30;04:45;MW;0,058;0,076;0,211;4,23;4,575;1,026;1,009;2,526;0,87;5,431;0
05.11.2025;CET;04:45;05:00;MW;0,084;0,002;0,324;0,102;0,512;1,188;0,929;2,24;1,321;5,678;0
05.11.2025;CET;05:00;05:15;MW;0,324;0,039;0,303;0,125;0,791;0,885;0,593;2,641;2,456;6,575;0
05.11.2025;CET;05:15;05:30;MW;0,337;0;0,748;7,188;8,273;0,498;0,885;1,124;0,96;3,467;0
05.11.2025;CET;05:30;05:45;MW;5,782;1,466;7,097;0,87;15,215;0,576;1,596;1,193;0,957;4,322;0
05.11.2025;CET;05:45;06:00;MW;4,975;3,694;4,727;0,818;14,214;0,008;0,063;1,837;0,956;2,864;0
05.11.2025;CET;06:00;06:15;MW;59,503;53,454;35,974;125,102;274,033;9,112;1,469;6,568;9,879;27,028;0
05.11.2025;CET;06:15;06:30;MW;26,389;24,26;31,937;31,109;113,695;0,154;0,318;1,821;1,45;3,743;0
05.11.2025;CET;06:30;06:45;MW;24,367;22,209;19,752;33,04;99,368;0,061;0,087;2,911;0,562;3,621;0
05.11.2025;CET;06:45;07:00;MW;43,322;13,978;24,187;43,128;124,615;0;0,076;2,101;1,13;3,307;0
05.11.2025;CET;07:00;07:15;MW;48,663;35,387;18,288;66,555;168,893;0;0,995;3,468;0,666;5,129;0
05.11.2025;CET;07:15;07:30;MW;75,079;45,731;25,234;92,635;238,679;0;0,474;2,117;0,019;2,61;0
05.11.2025;CET;07:30;07:45;MW;12,785;7,809;6,337;9,091;36,022;0,038;0,462;3,662;1,751;5,913;0
05.11.2025;CET;07:45;08:00;MW;4,662;2,837;5,077;2,653;15,229;0,206;0,665;3,053;2,884;6,808;0
05.11.2025;CET;08:00;08:15;MW;84,896;16,15;57,429;46,843;205,318;0,076;0,94;3,186;0,536;4,738;0
05.11.2025;CET;08:15;08:30;MW;113,323;9,255;74,437;115,498;312,513;0,04;0,019;4,036;0,192;4,287;0
05.11.2025;CET;08:30;08:45;MW;147,476;30,94;80,772;158,796;417,984;0,592;0,247;3,4;0,079;4,318;0
05.11.2025;CET;08:45;09:00;MW;109,348;3,984;80,318;53,913;247,563;0;0,42;2,153;0,05;2,623;0
05.11.2025;CET;09:00;09:15;MW;45,686;0,166;18,826;2,068;66,746;15,673;5,101;21,968;38,823;81,565;0
05.11.2025;CET;09:15;09:30;MW;0,059;0,002;0,449;1,039;1,549;9,246;3,849;6,188;9,073;28,356;0
05.11.2025;CET;09:30;09:45;MW;132,91;24,945;87,32;79,489;324,664;0,173;0,213;3,348;0;3,734;0
05.11.2025;CET;09:45;10:00;MW;175,262;4,15;94,416;129,956;403,784;0;0,464;2,058;0,725;3,247;0
05.11.2025;CET;10:00;10:15;MW;83,822;9,801;88,022;35,197;216,842;0,1;0,142;2,373;1,92;4,535;0
05.11.2025;CET;10:15;10:30;MW;2,929;0,494;10,173;2,459;16,055;1,018;1,163;3,226;0,396;5,803;0
05.11.2025;CET;10:30;10:45;MW;0,003;0;0,477;0,707;1,187;0,388;1,043;2,277;0,469;4,177;0
05.11.2025;CET;10:45;11:00;MW;0,02;0,187;0,437;0,085;0,729;33,222;7,4;29,495;61,43;131,547;0
05.11.2025;CET;11:00;11:15;MW;0;0;0,335;0;0,335;72,707;20,708;72,258;150,328;316,001;0
05.11.2025;CET;11:15;11:30;MW;0;0;0,447;0;0,447;38,062;17,438;55,177;357,334;468,011;0
05.11.2025;CET;11:30;11:45;MW;0;0;0,434;0;0,434;24,7;13,069;33,244;331,252;402,265;0
05.11.2025;CET;11:45;12:00;MW;0,01;0,365;0,36;0;0,735;11,586;11,821;28,756;301,931;354,094;0
05.11.2025;CET;12:00;12:15;MW;0,007;0;0,598;0,002;0,607;41,908;27,609;21,076;220,701;311,294;0
05.11.2025;CET;12:15;12:30;MW;0;0;0,493;1,347;1,84;37,758;26,847;16,022;259,775;340,402;0
05.11.2025;CET;12:30;12:45;MW;0,074;2,867;1,524;9,629;14,094;5,37;2,427;5,961;25,75;39,508;0
05.11.2025;CET;12:45;13:00;MW;0,004;0,689;0,668;2,187;3,548;12,047;9,457;11,539;50,017;83,06;0
05.11.2025;CET;13:00;13:15;MW;0,136;1,164;0,335;10,844;12,479;0,32;1,928;2,214;0,59;5,052;0
05.11.2025;CET;13:15;13:30;MW;2,907;5,618;13,981;8,256;30,762;0,264;0,041;2,423;0,076;2,804;0
05.11.2025;CET;13:30;13:45;MW;4,551;11,5;20,193;2,558;38,802;0,212;0,604;2,565;3,525;6,906;0
05.11.2025;CET;13:45;14:00;MW;2,276;6,694;1,533;5,888;16,391;0,326;0,064;2,031;2,021;4,442;0
05.11.2025;CET;14:00;14:15;MW;0,097;0,812;0,697;2,823;4,429;2,121;3,25;4,726;22,096;32,193;0
05.11.2025;CET;14:15;14:30;MW;0,437;2,36;0,354;1,745;4,896;0,929;0,019;4,635;1,366;6,949;0
05.11.2025;CET;14:30;14:45;MW;4,864;4,869;1,394;4,274;15,401;0,67;0,045;8,076;1,58;10,371;0
05.11.2025;CET;14:45;15:00;MW;25,066;3,302;10,362;5,226;43,956;1,099;0,49;4,174;2,015;7,778;0
05.11.2025;CET;15:00;15:15;MW;1,892;1,49;9,175;6,028;18,585;4,923;0,694;6,059;0,831;12,507;0
05.11.2025;CET;15:15;15:30;MW;3,144;3,689;7,526;6,233;20,592;2,014;0,266;2,563;4,439;9,282;0
05.11.2025;CET;15:30;15:45;MW;45,95;3,772;22,955;27,171;99,848;0,701;0,111;2,235;2,424;5,471;0
