Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
28.11.2025;CET;02:15;02:30;MW;2,277;0;0,68;4,04;6,997;3,408;1,277;4,023;5,96;14,668;0
28.11.2025;CET;02:30;02:45;MW;8,233;0,026;9,858;1,498;19,615;0,992;1,806;3,119;1,956;7,873;0
28.11.2025;CET;02:45;03:00;MW;12,08;0,17;19,944;1,035;33,229;2,1;0,564;4,333;2,099;9,096;0
28.11.2025;CET;03:00;03:15;MW;1,206;0;1,998;0,392;3,596;1,592;0,683;3,03;3,073;8,378;0
28.11.2025;CET;03:15;03:30;MW;0,39;0;1,365;1,021;2,776;7,772;1,557;20,814;11,721;41,864;0
28.11.2025;CET;03:30;03:45;MW;4,31;0,005;2,887;0,491;7,693;1,333;3,301;7,424;5,462;17,52;0
28.11.2025;CET;03:45;04:00;MW;4,668;0;3,68;1,719;10,067;0,325;1,447;1,825;9,027;12,624;0
28.11.2025;CET;04:00;04:15;MW;1,424;0,124;42,24;6,115;49,903;2,53;1,082;2,183;2,405;8,2;0
28.11.2025;CET;04:15;04:30;MW;0,068;0,326;26,899;3,734;31,027;5,577;1,192;2,371;0,002;9,142;0
28.11.2025;CET;04:30;04:45;MW;8,041;0,85;79,804;8,393;97,088;1,099;0,818;1,894;1,89;5,701;0
28.11.2025;CET;04:45;05:00;MW;0,904;0;12,179;1,729;14,812;2,387;1,508;1,973;3,299;9,167;0
28.11.2025;CET;05:00;05:15;MW;25,169;3,289;43,675;49,326;121,459;0,429;0,254;1,879;3,334;5,896;0
28.11.2025;CET;05:15;05:30;MW;11,18;0,439;27,746;13,666;53,031;0,466;0,551;1,483;0,518;3,018;0
28.11.2025;CET;05:30;05:45;MW;0,418;0,123;8,563;1,692;10,796;1,261;1,401;2,053;1,172;5,887;0
28.11.2025;CET;05:45;06:00;MW;1,779;0,241;12,25;7,826;22,096;1,135;1,423;2,264;16,884;21,706;0
28.11.2025;CET;06:00;06:15;MW;20,938;7,945;55,746;90,622;175,251;0,35;1,433;3,792;0,355;5,93;0
28.11.2025;CET;06:15;06:30;MW;15,31;1,526;37,254;18,29;72,38;0,205;1,144;1,934;0,313;3,596;0
28.11.2025;CET;06:30;06:45;MW;32,321;2,512;57,366;27,669;119,868;0,395;2,859;1,988;0,5;5,742;0
28.11.2025;CET;06:45;07:00;MW;4,116;2,2;16,05;3,334;25,7;0,467;1,104;5,654;0,523;7,748;0
28.11.2025;CET;07:00;07:15;MW;75,907;21,532;78,53;448,007;623,976;0,02;0,791;2,968;1,109;4,888;0
28.11.2025;CET;07:15;07:30;MW;101,811;3,565;113,731;586,451;805,558;0;0,077;2,444;0;2,521;0
28.11.2025;CET;07:30;07:45;MW;40,052;0,262;73,288;55,298;168,9;0;0,967;3,013;0,044;4,024;0
28.11.2025;CET;07:45;08:00;MW;41,026;0,778;65,234;105,97;213,008;0;0,91;2,734;0,341;3,985;0
28.11.2025;CET;08:00;08:15;MW;31,081;4,181;36,67;29,639;101,571;0,066;6,125;2,177;0,146;8,514;0
28.11.2025;CET;08:15;08:30;MW;16,053;6,085;21,007;12,985;56,13;0,015;1,51;2,139;0,031;3,695;0
28.11.2025;CET;08:30;08:45;MW;72,69;18,288;73,978;39,99;204,946;0,157;0,221;2,307;0,014;2,699;0
28.11.2025;CET;08:45;09:00;MW;10,941;0,024;28,788;12,932;52,685;0;1,887;2,435;0,311;4,633;0
28.11.2025;CET;09:00;09:15;MW;77,307;3,653;50,434;109,002;240,396;0,2;1,069;2,732;0,218;4,219;0
28.11.2025;CET;09:15;09:30;MW;31,311;0,315;46,898;24,147;102,671;0,001;1,034;1,812;2,35;5,197;0
28.11.2025;CET;09:30;09:45;MW;6,682;0,004;16,811;4,47;27,967;0,276;1,7;2,693;1,784;6,453;0
28.11.2025;CET;09:45;10:00;MW;0,931;0,023;0,936;1,947;3,837;0,377;1,014;2,321;2,26;5,972;0
28.11.2025;CET;10:00;10:15;MW;53,706;0,504;74,105;77,616;205,931;0,368;0,362;2,71;0,217;3,657;0
28.11.2025;CET;10:15;10:30;MW;30,744;0,057;66,399;44,906;142,106;1,36;0,341;9,862;5,395;16,958;0
28.11.2025;CET;10:30;10:45;MW;0,335;0;0,358;0,362;1,055;2,377;0,936;10,844;2,752;16,909;0
28.11.2025;CET;10:45;11:00;MW;0,313;0,041;0,771;0,07;1,195;6,574;0,921;21,243;5,798;34,536;0
28.11.2025;CET;11:00;11:15;MW;0,108;0,008;0,18;0,66;0,956;0,68;0,789;3,555;2,41;7,434;0
28.11.2025;CET;11:15;11:30;MW;0,016;0,065;0,157;0,799;1,037;0,819;0,224;19,209;3,152;23,404;0
28.11.2025;CET;11:30;11:45;MW;0,963;0,051;1,984;0,471;3,469;1,035;0,777;15,74;1,638;19,19;0
28.11.2025;CET;11:45;12:00;MW;1,314;0,173;26,958;0,458;28,903;0,202;0,423;2,612;0,118;3,355;0
28.11.2025;CET;12:00;12:15;MW;50,711;1,851;87,57;45,166;185,298;0,017;0,303;1,703;0,052;2,075;0
28.11.2025;CET;12:15;12:30;MW;79,286;4,515;119,196;64,926;267,923;0,013;0,132;2,306;0,052;2,503;0
28.11.2025;CET;12:30;12:45;MW;52,658;2,31;129,469;32,623;217,06;0,29;0,25;1,477;0,009;2,026;0
28.11.2025;CET;12:45;13:00;MW;1,888;0,043;8,75;2,301;12,982;2,215;1,292;6,184;0,193;9,884;0
28.11.2025;CET;13:00;13:15;MW;0,039;0;0,205;0,792;1,036;16,422;2,054;41,637;29,584;89,697;0
28.11.2025;CET;13:15;13:30;MW;9,688;0,364;45,095;3,352;58,499;0,181;1,503;2,07;0,73;4,484;0
28.11.2025;CET;13:30;13:45;MW;68,052;4,894;142,718;41,142;256,806;0;0,027;2,158;0;2,185;0
28.11.2025;CET;13:45;14:00;MW;27,186;1,199;52,729;8,072;89,186;0,039;1,186;1,926;1,938;5,089;0
28.11.2025;CET;14:00;14:15;MW;44,187;2,085;103,3;19,673;169,245;0,098;0,985;1,996;0,151;3,23;0
28.11.2025;CET;14:15;14:30;MW;84,434;3,121;125,754;63,8;277,109;0,075;0,073;2,435;0,307;2,89;0
28.11.2025;CET;14:30;14:45;MW;16,23;0,615;49,217;18,47;84,532;0,423;1,294;2,366;3,526;7,609;0
28.11.2025;CET;14:45;15:00;MW;35,933;2,715;70,126;15,904;124,678;0,419;0,358;3,397;2,107;6,281;0
28.11.2025;CET;15:00;15:15;MW;4,244;0,171;23,204;3,82;31,439;0,512;0,625;2,539;0,631;4,307;0
28.11.2025;CET;15:15;15:30;MW;117,256;1,329;90,272;130,653;339,51;0;0,401;2,466;0,714;3,581;0
28.11.2025;CET;15:30;15:45;MW;202,137;7,369;145,831;225,01;580,347;0;0;3,763;0,025;3,788;0
28.11.2025;CET;15:45;16:00;MW;235,036;6,092;116,572;234,03;591,73;0;0,376;2,764;0;3,14;0
28.11.2025;CET;16:00;16:15;MW;218,851;40,689;107,497;204,2;571,237;0;0;4,171;0;4,171;0
28.11.2025;CET;16:15;16:30;MW;191,97;49,465;90,969;209,362;541,766;0;0;2,32;0;2,32;0
28.11.2025;CET;16:30;16:45;MW;131,985;46,361;81,393;122,013;381,752;0;0;4,083;0;4,083;0
28.11.2025;CET;16:45;17:00;MW;151,816;44,547;68,127;137,085;401,575;0;0;2,63;0;2,63;0
28.11.2025;CET;17:00;17:15;MW;6,274;8,928;6,481;3,467;25,15;9,083;1,026;23,143;0,112;33,364;0
28.11.2025;CET;17:15;17:30;MW;0,502;0;0,528;2,929;3,959;7,651;1,253;20,694;0,182;29,78;0
28.11.2025;CET;17:30;17:45;MW;0,208;0;0,361;2,362;2,931;14,795;1,332;51,813;0,11;68,05;0
28.11.2025;CET;17:45;18:00;MW;0,002;0;0,652;3,109;3,763;26,834;1,227;44,241;19,582;91,884;0
28.11.2025;CET;18:00;18:15;MW;1,208;0,073;0,717;6,525;8,523;3,207;1,594;19,009;4,637;28,447;0
28.11.2025;CET;18:15;18:30;MW;0,07;0;0,459;2,719;3,248;1,977;1,173;28,3;1,542;32,992;0
28.11.2025;CET;18:30;18:45;MW;0,026;0;0,294;1,174;1,494;4,495;2,281;58,576;10,032;75,384;0
28.11.2025;CET;18:45;19:00;MW;0,056;0;0,268;1,943;2,267;5,088;1,096;57,844;6,103;70,131;0
28.11.2025;CET;19:00;19:15;MW;0,068;0,002;0,559;1,712;2,341;1,067;1,367;18,024;2,002;22,46;0
28.11.2025;CET;19:15;19:30;MW;0,121;0,026;0,506;0,937;1,59;0,849;0,98;2,925;1,451;6,205;0
28.11.2025;CET;19:30;19:45;MW;5,765;3,001;12,593;1,611;22,97;0,275;1,231;2,675;1,7;5,881;0
28.11.2025;CET;19:45;20:00;MW;8,056;2,451;22,247;1,766;34,52;0,304;0,227;2,58;3,004;6,115;0
28.11.2025;CET;20:00;20:15;MW;0,043;0;0,462;0,325;0,83;0,892;1,725;2,659;3,129;8,405;0
28.11.2025;CET;20:15;20:30;MW;0,22;0;0,542;1,617;2,379;0,619;0,785;2,856;1,56;5,82;0
28.11.2025;CET;20:30;20:45;MW;0,339;0;0,98;0,85;2,169;0,433;3,05;4,08;2,945;10,508;0
28.11.2025;CET;20:45;21:00;MW;0,077;0;0,35;1,117;1,544;0,834;2,995;24,809;2,419;31,057;0
28.11.2025;CET;21:00;21:15;MW;0,321;0,001;0,66;1,623;2,605;0,074;1,486;5,519;1,84;8,919;0
28.11.2025;CET;21:15;21:30;MW;1,611;0,375;2,366;5,186;9,538;0,127;0,383;2,085;0,206;2,801;0
28.11.2025;CET;21:30;21:45;MW;0,112;0;1,514;1,033;2,659;4,321;6,414;22,559;3,704;36,998;0
28.11.2025;CET;21:45;22:00;MW;0,039;0;0,459;1,289;1,787;8,905;2,483;29,158;8,996;49,542;0
28.11.2025;CET;22:00;22:15;MW;0,678;0,509;1,264;1,25;3,701;3,718;2,415;4,564;4,363;15,06;0
28.11.2025;CET;22:15;22:30;MW;0,985;0;0,598;0,927;2,51;0,172;0,989;4,969;0,908;7,038;0
28.11.2025;CET;22:30;22:45;MW;2,323;4,242;26,776;3,386;36,727;0,119;0,223;5,032;0,925;6,299;0
28.11.2025;CET;22:45;23:00;MW;1,104;0,437;4,439;3,77;9,75;0,49;0,676;1,393;0,008;2,567;0
28.11.2025;CET;23:00;23:15;MW;16,822;0,015;21,819;14,949;53,605;0,455;1,834;4,707;1,32;8,316;0
28.11.2025;CET;23:15;23:30;MW;1,128;0,16;3,011;1,775;6,074;1,822;0,669;2,241;0,558;5,29;0
28.11.2025;CET;23:30;23:45;MW;0,583;0,002;0,628;0,807;2,02;0,63;1,778;2,153;0,808;5,369;0
28.11.2025;CET;23:45;00:00;MW;0,161;0;1,214;0,498;1,873;0,594;3,257;2,397;0,593;6,841;0
29.11.2025;CET;00:00;00:15;MW;1,965;0,935;1,623;1,652;6,175;0,363;1,008;1,728;1,1;4,199;0
29.11.2025;CET;00:15;00:30;MW;8,03;2,315;8,505;0,601;19,451;0,592;1,406;2,103;1,681;5,782;0
29.11.2025;CET;00:30;00:45;MW;0,658;0,782;9,391;3,95;14,781;0,656;0,823;0,731;2,252;4,462;0
29.11.2025;CET;00:45;01:00;MW;3,943;0,164;17,569;1,377;23,053;0,201;0,852;1,508;0,99;3,551;0
29.11.2025;CET;01:00;01:15;MW;36,269;1,316;36,94;10,257;84,782;0,007;1,354;0,946;3,195;5,502;0
29.11.2025;CET;01:15;01:30;MW;4,062;0,257;10,395;1,007;15,721;0,045;0,598;0,764;2,396;3,803;0
29.11.2025;CET;01:30;01:45;MW;5,785;0,418;10,244;0,781;17,228;0,11;1,176;1,085;1,201;3,572;0
29.11.2025;CET;01:45;02:00;MW;5,582;0,561;14,852;0,429;21,424;0,046;0,486;0,559;1,405;2,496;0
29.11.2025;CET;02:00;02:15;MW;53,873;1,264;44,16;30,597;129,894;0,001;0,457;0,86;0,448;1,766;0
29.11.2025;CET;02:15;02:30;MW;17,655;0,483;27,078;1,951;47,167;0;0,755;1,053;1,881;3,689;0
29.11.2025;CET;02:30;02:45;MW;24,719;3,242;34,239;12,7;74,9;0,001;0,269;0,776;0,563;1,609;0
29.11.2025;CET;02:45;03:00;MW;8,913;0,407;19,93;2,907;32,157;0;0,467;1,312;0,329;2,108;0
29.11.2025;CET;03:00;03:15;MW;87,045;2,33;55,048;64,438;208,861;0;0,239;0,729;0,109;1,077;0
29.11.2025;CET;03:15;03:30;MW;51,517;3,552;56,193;21,287;132,549;0,006;0,273;1,002;0,266;1,547;0
29.11.2025;CET;03:30;03:45;MW;42,043;3,393;50,142;20,918;116,496;0;0,203;0,738;1,128;2,069;0
29.11.2025;CET;03:45;04:00;MW;31,584;1,54;53,008;4,887;91,019;0;0,245;0,76;0,498;1,503;0
29.11.2025;CET;04:00;04:15;MW;24,47;0,443;46,563;0,309;71,785;0;0,421;1,056;1,097;2,574;0
29.11.2025;CET;04:15;04:30;MW;17,54;0,147;55,811;0,994;74,492;0;1,799;1,058;0,813;3,67;0
29.11.2025;CET;04:30;04:45;MW;26,897;0,422;35,795;1,78;64,894;0;1,918;0,632;0,962;3,512;0
29.11.2025;CET;04:45;05:00;MW;1,96;0,002;1,419;0,828;4,209;0,098;1,898;0,843;0,77;3,609;0
29.11.2025;CET;05:00;05:15;MW;0,694;0;1,225;0,442;2,361;0,616;1,845;1,55;1,14;5,151;0
29.11.2025;CET;05:15;05:30;MW;2,235;0,112;4,774;1,107;8,228;0,653;0,924;1,853;1,065;4,495;0
29.11.2025;CET;05:30;05:45;MW;0,521;0;0,539;0,462;1,522;1,196;1,212;2,688;0,709;5,805;0
29.11.2025;CET;05:45;06:00;MW;0,163;0;0,629;0,973;1,765;8,14;1,532;16,947;2,744;29,363;0
29.11.2025;CET;06:00;06:15;MW;80,994;4,751;46,866;56,821;189,432;0,537;0,674;3,307;0,818;5,336;0
29.11.2025;CET;06:15;06:30;MW;30,67;2,68;29,414;5,278;68,042;0,177;1,315;1,188;1,243;3,923;0
29.11.2025;CET;06:30;06:45;MW;1,656;0,79;3,629;1,29;7,365;0,419;0,304;4,563;0,934;6,22;0
29.11.2025;CET;06:45;07:00;MW;5,655;0,106;12,568;2,177;20,506;1,306;0,504;1,249;1,065;4,124;0
29.11.2025;CET;07:00;07:15;MW;6,322;0,101;29,644;1,49;37,557;0,503;0,817;1,452;1,273;4,045;0
29.11.2025;CET;07:15;07:30;MW;11,821;0,836;26,235;3,983;42,875;0,146;0,604;0,902;0,768;2,42;0
29.11.2025;CET;07:30;07:45;MW;7,364;0,598;18,644;0,971;27,577;0,339;0,504;1,27;0,777;2,89;0
29.11.2025;CET;07:45;08:00;MW;3,937;0,078;9,153;0,747;13,915;0,241;0,652;2,013;1,074;3,98;0
29.11.2025;CET;08:00;08:15;MW;76,582;1,538;67,44;29,545;175,105;0,431;0,662;1,523;0,799;3,415;0
29.11.2025;CET;08:15;08:30;MW;76,459;1,02;79,346;20,846;177,671;0;0,852;1,36;0,288;2,5;0
29.11.2025;CET;08:30;08:45;MW;12,829;0,051;30,887;1,338;45,105;0;1,983;1,994;1,29;5,267;0
29.11.2025;CET;08:45;09:00;MW;1,736;0,006;0,737;0,546;3,025;2,052;1,139;7,695;0,826;11,712;0
29.11.2025;CET;09:00;09:15;MW;3,869;0,039;5,621;0,291;9,82;0;0,649;3,015;1,125;4,789;0
29.11.2025;CET;09:15;09:30;MW;19,367;0,077;8,773;2,097;30,314;0;0,868;1,648;3,121;5,637;0
29.11.2025;CET;09:30;09:45;MW;17,803;0,124;12,314;4,449;34,69;9,005;0,626;16,755;2,043;28,429;0
29.11.2025;CET;09:45;10:00;MW;0,65;0;0,632;0,687;1,969;4,393;1,344;13,869;2,909;22,515;0
29.11.2025;CET;10:00;10:15;MW;6,76;0,003;10,383;0,994;18,14;0,079;0,936;1,632;0,919;3,566;0
29.11.2025;CET;10:15;10:30;MW;1,141;0,009;0,641;0,655;2,446;0,278;2,239;2,796;0,81;6,123;0
29.11.2025;CET;10:30;10:45;MW;1,046;0;0,813;0,778;2,637;0,634;3,029;9,001;2,876;15,54;0
29.11.2025;CET;10:45;11:00;MW;0,741;0,041;1,426;0,759;2,967;0,616;1,858;3,846;2,682;9,002;0
29.11.2025;CET;11:00;11:15;MW;1,547;0,432;4,187;1,045;7,211;0,007;0,492;1,359;1,457;3,315;0
29.11.2025;CET;11:15;11:30;MW;2,344;0,558;5,56;0,709;9,171;0,003;0,482;0,627;1,037;2,149;0
29.11.2025;CET;11:30;11:45;MW;25,279;3,908;43,953;1,13;74,27;0,003;0,07;0,843;1,533;2,449;0
29.11.2025;CET;11:45;12:00;MW;6,237;2,014;19,871;2,74;30,862;0,008;0,298;0,963;5,283;6,552;0
29.11.2025;CET;12:00;12:15;MW;351,541;20,24;102,429;185,508;659,718;0;0;1,036;0,148;1,184;0
29.11.2025;CET;12:15;12:30;MW;222,861;18,143;114,241;227,05;582,295;0;0;0,542;0;0,542;0
29.11.2025;CET;12:30;12:45;MW;68,719;5,954;58,499;44,717;177,889;0,024;0,154;0,8;0,189;1,167;0
29.11.2025;CET;12:45;13:00;MW;8,876;0,869;17,327;5,169;32,241;0,225;0,53;1,117;0,483;2,355;0
29.11.2025;CET;13:00;13:15;MW;5,28;0,203;7,021;2,617;15,121;0,031;0,566;1,21;0,609;2,416;0
29.11.2025;CET;13:15;13:30;MW;1,075;0,364;4,549;1,792;7,78;1,009;0,875;5,198;3,33;10,412;0
29.11.2025;CET;13:30;13:45;MW;26,612;0,634;29,53;12,251;69,027;0,431;0,844;3,371;0,455;5,101;0
29.11.2025;CET;13:45;14:00;MW;95,75;3,103;71,311;57,904;228,068;0,356;0,018;1,442;0;1,816;0
29.11.2025;CET;14:00;14:15;MW;1,61;0,184;1,317;0,013;3,124;1,428;0,798;3,798;0,71;6,734;0
29.11.2025;CET;14:15;14:30;MW;59,834;3,19;45,223;26,199;134,446;0,272;0,017;1,501;0,025;1,815;0
29.11.2025;CET;14:30;14:45;MW;78,519;10,611;65,192;75,196;229,518;0,082;0,022;1,815;0,092;2,011;0
29.11.2025;CET;14:45;15:00;MW;41,815;21,332;45,386;24,99;133,523;0,186;0;2,147;0;2,333;0
29.11.2025;CET;15:00;15:15;MW;104,046;13,007;72,606;40,142;229,801;0,119;0;1,751;0,021;1,891;0
29.11.2025;CET;15:15;15:30;MW;180,152;28,056;57,381;151,846;417,435;0;0;0,868;0;0,868;0
29.11.2025;CET;15:30;15:45;MW;33,501;2,419;29,981;20,784;86,685;0,803;0,604;2,516;1,049;4,972;0
29.11.2025;CET;15:45;16:00;MW;29,21;8,622;30,673;22,555;91,06;1,259;0,485;3,999;0,841;6,584;0
29.11.2025;CET;16:00;16:15;MW;36,893;2,426;36,358;12,549;88,226;0,763;0,479;1,833;0,437;3,512;0
29.11.2025;CET;16:15;16:30;MW;1,649;0,048;4,987;0,814;7,498;1,049;2,076;2,671;1,965;7,761;0
29.11.2025;CET;16:30;16:45;MW;0,893;0,027;1,812;0,313;3,045;33,287;5,691;61,731;10,192;110,901;0
29.11.2025;CET;16:45;17:00;MW;0;0;0,5;0,228;0,728;18,326;5,857;63,434;2,072;89,689;0
29.11.2025;CET;17:00;17:15;MW;1,039;0,087;2,255;3,906;7,287;2,185;1,367;5,988;1,361;10,901;0
29.11.2025;CET;17:15;17:30;MW;0,147;0;0,078;0;0,225;11,955;7,613;58,753;17,196;95,517;0
29.11.2025;CET;17:30;17:45;MW;0;0;0,246;0,306;0,552;10,408;6,314;56,537;13,899;87,158;0
29.11.2025;CET;17:45;18:00;MW;0;0;0,289;0,074;0,363;2,18;1,72;1,989;1,847;7,736;0
29.11.2025;CET;18:00;18:15;MW;0;0;0,389;0,147;0,536;2,431;1,358;1,751;3,261;8,801;0
29.11.2025;CET;18:15;18:30;MW;0;0;0,406;1,443;1,849;1,864;1,494;1,649;1,001;6,008;0
29.11.2025;CET;18:30;18:45;MW;0,824;0,156;1,09;7,888;9,958;2,466;1,408;2,023;1,269;7,166;0
29.11.2025;CET;18:45;19:00;MW;74,402;11,627;5,547;6,073;97,649;0,175;0,213;2,653;0,831;3,872;0
29.11.2025;CET;19:00;19:15;MW;7,034;8,604;17,604;23,442;56,684;1,347;0,988;2,095;1,22;5,65;0
29.11.2025;CET;19:15;19:30;MW;0,691;0;1,669;0,68;3,04;1,715;1,239;1,111;0,782;4,847;0
29.11.2025;CET;19:30;19:45;MW;0,445;0,054;1,208;5,446;7,153;0,768;1,93;2,176;3,474;8,348;0
29.11.2025;CET;19:45;20:00;MW;0,056;0;0,718;0,545;1,319;0,834;3,576;9,004;3,865;17,279;0
29.11.2025;CET;20:00;20:15;MW;0,072;0;0,886;0,473;1,431;2,705;6,495;24,827;13,555;47,582;0
29.11.2025;CET;20:15;20:30;MW;0,011;0;0,124;0,581;0,716;6,318;4,917;34,884;23,726;69,845;0
29.11.2025;CET;20:30;20:45;MW;0,088;0;0,577;0,64;1,305;1,972;4,542;11,364;4,824;22,702;0
29.11.2025;CET;20:45;21:00;MW;0,266;0;0,17;0,458;0,894;0,992;3,194;8,534;2,443;15,163;0
29.11.2025;CET;21:00;21:15;MW;2,66;0,049;0,717;0,628;4,054;0,002;2,44;1,554;0,947;4,943;0
29.11.2025;CET;21:15;21:30;MW;0,455;0;0,766;0,774;1,995;0,342;2,698;1,18;1,141;5,361;0
29.11.2025;CET;21:30;21:45;MW;2,981;0;0,918;0,422;4,321;0,001;4,69;0,845;0,78;6,316;0
29.11.2025;CET;21:45;22:00;MW;0,439;0;1,064;1,47;2,973;0,919;4,865;1,529;0,861;8,174;0
29.11.2025;CET;22:00;22:15;MW;0,653;0,252;3,143;1,544;5,592;0,789;2,719;1,045;4,421;8,974;0
29.11.2025;CET;22:15;22:30;MW;0,876;0;0,548;4,375;5,799;0,35;3,99;1,099;0,147;5,586;0
29.11.2025;CET;22:30;22:45;MW;0,747;0;0,566;0,514;1,827;0,232;1,765;1,684;2,539;6,22;0
29.11.2025;CET;22:45;23:00;MW;0,566;0;0,42;0,634;1,62;1,053;2,632;1,184;1,263;6,132;0
29.11.2025;CET;23:00;23:15;MW;0,148;0;0,292;0,239;0,679;1,2;5,694;0,97;1,141;9,005;0
29.11.2025;CET;23:15;23:30;MW;0,412;0;0,775;3,166;4,353;0,703;2,182;0,792;2,589;6,266;0
29.11.2025;CET;23:30;23:45;MW;0,668;0,002;0,391;0,208;1,269;1,029;3,4;2,668;1,996;9,093;0
29.11.2025;CET;23:45;00:00;MW;0,05;0;0,537;0,225;0,812;0,562;2,314;1,927;1,293;6,096;0
30.11.2025;CET;00:00;00:15;MW;0,5;0,343;0,431;0,265;1,539;1,203;0,463;3,833;1,988;7,487;0
30.11.2025;CET;00:15;00:30;MW;1,258;0,004;1,45;0,386;3,098;8,174;3,522;11,907;21,377;44,98;0
30.11.2025;CET;00:30;00:45;MW;0,002;0,023;0,269;5,108;5,402;5,248;5,091;8,121;13,933;32,393;0
30.11.2025;CET;00:45;01:00;MW;0,075;0;0,43;4,447;4,952;8,079;6,981;14,363;15,996;45,419;0
30.11.2025;CET;01:00;01:15;MW;1,028;0,04;0,327;1,397;2,792;6,017;3,649;8,42;9,892;27,978;0
30.11.2025;CET;01:15;01:30;MW;2,917;0,004;2,453;1,696;7,07;0,99;4,866;2,022;2,153;10,031;0
30.11.2025;CET;01:30;01:45;MW;0,042;0;0,642;0,116;0,8;6,012;8,034;13,159;7,568;34,773;0
30.11.2025;CET;01:45;02:00;MW;0;0;0,305;0,063;0,368;24,035;7,519;33,769;45,202;110,525;0
30.11.2025;CET;02:00;02:15;MW;0,443;0,089;0,745;7,913;9,19;0,806;0,843;1,766;4,582;7,997;0
30.11.2025;CET;02:15;02:30;MW;0,454;0,061;0,949;0,374;1,838;0,647;0,64;1,194;0,672;3,153;0
30.11.2025;CET;02:30;02:45;MW;2,68;2,103;9,224;4,132;18,139;0,506;0,081;2,544;0,692;3,823;0
30.11.2025;CET;02:45;03:00;MW;29,172;7,846;39,524;0,498;77,04;0,112;0,123;0,837;7,141;8,213;0
30.11.2025;CET;03:00;03:15;MW;16,853;3,367;14,69;11,385;46,295;0,085;0,073;0,746;2,572;3,476;0
30.11.2025;CET;03:15;03:30;MW;47,055;7,204;35,949;9,985;100,193;0,001;0,1;1,057;10,84;11,998;0
30.11.2025;CET;03:30;03:45;MW;24,522;5,41;34,931;0,912;65,775;0;0,09;2,027;0,709;2,826;0
30.11.2025;CET;03:45;04:00;MW;1,125;0,193;1,099;4,818;7,235;0,927;3,371;3,194;4,316;11,808;0
30.11.2025;CET;04:00;04:15;MW;2,358;0,008;1,578;8,749;12,693;0,54;3,285;1,979;3,281;9,085;0
30.11.2025;CET;04:15;04:30;MW;2,234;0,176;0,817;0,112;3,339;0,982;3,346;3,009;0,837;8,174;0
30.11.2025;CET;04:30;04:45;MW;1,975;0,205;1,563;0,073;3,816;0,743;0,63;2,557;0,768;4,698;0
30.11.2025;CET;04:45;05:00;MW;0;0,016;1,112;0,13;1,258;1,673;1,46;3,601;0,805;7,539;0
30.11.2025;CET;05:00;05:15;MW;0,064;0,026;0,815;10,452;11,357;3,155;2,834;10,492;0,2;16,681;0
30.11.2025;CET;05:15;05:30;MW;0;0;0,234;2,89;3,124;25,136;15,333;41,139;27,159;108,767;0
30.11.2025;CET;05:30;05:45;MW;0,242;0;0,864;0,802;1,908;14,344;14,021;19,638;27,103;75,106;0
