timestep,demand_el,price_el,Eta_el_max_woDH,P_max_woDH,Eta_el_min_woDH,P_min_woDH,Beta,Q_CW_min,H_L_FG_share
227,0.6477642582,-24.68,0.6024346742,217.6776695297,0.5049254941,94.8573277598,0.0007558388,25.454155887,0.1382946751
228,0.6809623955,-24.47,0.6024147866,200,0.5049052222,94.8535193985,0.0007945758,25.4558216861,0.1383090321
229,0.6827775274,-22.52,0.6024136993,182.3223304703,0.5049041139,94.8533111736,0.0007966938,25.4559127649,0.1383098171
230,0.6585924591,-21.37,0.6024281875,175,0.5049188821,94.8560855907,0.0007684736,25.4546992189,0.1382993579
231,0.6416554003,-21.06,0.6024383338,182.3223304703,0.5049292244,94.8580285442,0.0007487107,25.4538493599,0.1382920332
232,0.6369736117,-21.8,0.6024411384,200,0.5049320833,94.8585656208,0.0007432478,25.4536144395,0.1382900085
233,0.6503054429,-23.09,0.6024331519,217.6776695297,0.5049239424,94.8570362449,0.000758804,25.4542833973,0.1382957741
234,0.7087777277,-26.29,0.6023981236,225,0.5048882373,94.8503285317,0.0008270319,25.4572173896,0.1383210612
235,0.7401106605,-30.01,0.6023793534,217.6776695297,0.5048691043,94.8467341394,0.0008635925,25.4587895974,0.1383346116
236,0.7359796705,-32.85,0.6023818281,200,0.5048716268,94.8472080305,0.0008587723,25.4585823147,0.1383328251
237,0.7079390116,-32.06,0.6023986261,182.3223304703,0.5048887494,94.8504247459,0.0008260533,25.4571753049,0.1383206985
238,0.6905012268,-31.67,0.6024090723,175,0.5048993975,94.8524251408,0.0008057061,25.4563003207,0.1383131573
239,0.7023433979,-32.86,0.6024019782,182.3223304703,0.5048921663,94.851066653,0.0008195241,25.4568945311,0.1383182786
240,0.6736267588,-29.45,0.6024191811,200,0.5049097016,94.8543609142,0.0007860163,25.4554536023,0.1383058597
241,0.6450603375,-26.14,0.602436294,217.6776695297,0.5049271452,94.857637943,0.0007526838,25.4540202111,0.1382935057
242,0.6197736718,-24.2,0.6024514422,225,0.5049425861,94.8605387311,0.0007231782,25.4527513897,0.1382825702
243,0.6084071904,-23.01,0.6024582514,217.6776695297,0.5049495269,94.8618426496,0.0007099153,25.4521810483,0.1382776546
244,0.6021731511,-21.57,0.6024619859,200,0.5049533336,94.8625577944,0.0007026412,25.4518682398,0.1382749586
245,0.6085824445,-21.71,0.6024581464,182.3223304703,0.5049494199,94.8618225452,0.0007101198,25.4521898421,0.1382777304
246,0.636748285,-21.25,0.6024412734,175,0.5049322209,94.8585914694,0.0007429849,25.4536031332,0.1382899111
247,0.7146487407,-21.82,0.6023946066,182.3223304703,0.5048846522,94.8496550319,0.0008338825,25.4575119823,0.1383236002
248,0.7941890742,-22.85,0.6023469573,200,0.5048360822,94.840530474,0.0009266935,25.4615031163,0.1383579985
249,0.8273621752,-26.06,0.6023270847,217.6776695297,0.5048158256,94.8367249848,0.0009654013,25.4631676592,0.1383723447
250,0.8377647589,-29.47,0.602320853,225,0.5048094734,94.8355316408,0.0009775394,25.4636896347,0.1383768434
251,0.8486805869,-29.46,0.6023143138,217.6776695297,0.5048028078,94.8342794195,0.0009902765,25.4642373635,0.1383815641
252,0.8624755896,-30.03,0.6023060498,200,0.5047943841,94.8326969104,0.0010063731,25.464929562,0.13838753
253,0.8641405037,-28.49,0.6023050524,182.3223304703,0.5047933675,94.8325059179,0.0010083158,25.4650131033,0.13838825
254,0.857793801,-25.69,0.6023088544,175,0.504797243,94.833233987,0.0010009102,25.4646946417,0.1383855053
255,0.8451129137,-23.85,0.602316451,182.3223304703,0.5048049864,94.8346886891,0.0009861136,25.4640583466,0.1383800212
256,0.8373641781,-23.8,0.602321093,200,0.504809718,94.8355775939,0.000977072,25.4636695345,0.1383766702
257,0.8368258976,-24.06,0.6023214154,217.6776695297,0.5048100467,94.8356393433,0.0009764439,25.463642525,0.1383764374
258,0.8696735266,-27.92,0.6023017378,225,0.5047899888,94.831871191,0.0010147719,25.4652907364,0.1383906428
259,0.8827424766,-30.23,0.6022939087,217.6776695297,0.5047820085,94.8303719719,0.0010300214,25.4659465035,0.1383962947
260,0.872928246,-31.47,0.602299788,200,0.5047880014,94.8314978222,0.0010185697,25.4654540501,0.1383920504
261,0.8369385609,-31.85,0.6023213479,182.3223304703,0.5048099779,94.835626419,0.0009765754,25.4636481781,0.1383764861
262,0.8044789945,-29.47,0.6023407931,175,0.5048297988,94.8393500543,0.0009387002,25.4620194387,0.1383624485
263,0.7882304341,-30.94,0.6023505269,182.3223304703,0.5048397207,94.841214026,0.0009197407,25.4612041267,0.1383554216
264,0.7392343899,-27.73,0.6023798783,200,0.5048696394,94.8468346618,0.00086257,25.4587456284,0.1383342326
265,0.6994266687,-22.74,0.6024037255,217.6776695297,0.5048939473,94.8514012488,0.0008161207,25.4567481769,0.1383170172
266,0.6731510691,-18.6,0.6024194661,225,0.5049099921,94.8544154835,0.0007854612,25.4554297334,0.138305654
267,0.657678634,-18.58,0.6024287349,217.6776695297,0.5049194401,94.8561904211,0.0007674073,25.4546533655,0.1382989627
268,0.6503805518,-18.58,0.6024331069,200,0.5049238965,94.8570276287,0.0007588916,25.454287166,0.1382958065
269,0.6547243503,-18.54,0.6024305047,182.3223304703,0.5049212441,94.8565293251,0.0007639601,25.4545051269,0.1382976851
270,0.6793725903,-17.5,0.602415739,175,0.504906193,94.8537017748,0.0007927207,25.4557419137,0.1383083445
271,0.7615667718,-17.58,0.6023665,182.3223304703,0.5048560025,94.8442727777,0.0008886284,25.4598662112,0.1383438906
272,0.8462771018,-19.16,0.6023157536,200,0.5048042755,94.8345551379,0.000987472,25.4641167626,0.1383805247
273,0.8727029192,-21.57,0.602299923,217.6776695297,0.504788139,94.8315236709,0.0010183068,25.4654427437,0.1383919529
274,0.8727780281,-22.91,0.602299878,225,0.5047880931,94.8315150547,0.0010183944,25.4654465125,0.1383919854
275,0.8767087277,-21.19,0.6022975233,217.6776695297,0.5047856929,94.8310641401,0.0010229809,25.4656437452,0.1383936853
276,0.8790996946,-25.3,0.602296091,200,0.5047842329,94.8307898576,0.0010257708,25.4657637179,0.1383947193
277,0.8820539783,-22.94,0.6022943212,182.3223304703,0.5047824289,94.8304509537,0.001029218,25.4659119564,0.1383959969
278,0.8756572029,-19.16,0.6022981532,175,0.504786335,94.8311847669,0.001021754,25.4655909823,0.1383932305
279,0.8647664113,-18.53,0.6023046774,182.3223304703,0.5047929853,94.8324341162,0.0010090461,25.4650445097,0.1383885207
280,0.8595713785,-19.07,0.6023077896,200,0.5047961576,94.8330300702,0.0010029843,25.464783836,0.138386274
281,0.8628260978,-21.06,0.6023058398,217.6776695297,0.5047941701,94.8326567014,0.0010067821,25.4649471497,0.1383876816
282,0.9017325121,-23.93,0.6022825326,225,0.5047704125,94.8281935088,0.0010521797,25.4668993758,0.1384045072
283,0.915452406,-27.52,0.6022743136,217.6776695297,0.5047620347,94.8266196159,0.0010681887,25.4675878056,0.1384104405
284,0.9032972811,-29.78,0.6022815952,200,0.504769457,94.8280140046,0.0010540056,25.4669778919,0.1384051839
285,0.8628260978,-31.33,0.6023058398,182.3223304703,0.5047941701,94.8326567014,0.0010067821,25.4649471497,0.1383876816
286,0.8302789044,-29.4,0.6023253374,175,0.5048140445,94.8363903889,0.0009688046,25.4633140133,0.1383736061
287,0.8061313905,-29.81,0.6023398032,182.3223304703,0.5048287898,94.8391604979,0.0009406283,25.4621023517,0.1383631631
288,0.7585123429,-23.24,0.6023683297,200,0.5048578676,94.8446231699,0.0008850644,25.4597129476,0.1383425696
289,0.7224099945,-21.34,0.6023899571,217.6776695297,0.5048799129,94.848764691,0.0008429386,25.4579014225,0.1383269567
290,0.6986630614,-19.46,0.6024041829,225,0.5048944136,94.8514888469,0.0008152297,25.456709861,0.138316687
291,0.6803740424,-17.63,0.6024151391,217.6776695297,0.5049055815,94.8535868921,0.0007938893,25.455792164,0.1383087776
292,0.6694832507,-18.37,0.6024216633,200,0.5049122318,94.8548362414,0.0007811814,25.4552456915,0.1383040678
293,0.6767437785,-18.57,0.6024173138,182.3223304703,0.5049077983,94.8540033418,0.0007896533,25.4556100065,0.1383072077
294,0.701442091,-21.03,0.6024025181,175,0.5048927166,94.8511700474,0.0008184724,25.4568493058,0.1383178888
295,0.7783035401,-27.31,0.6023564737,182.3223304703,0.5048457824,94.8423528007,0.0009081576,25.4607060201,0.1383511286
296,0.8634520054,-33.49,0.6023054648,200,0.5047937879,94.8325848997,0.0010075124,25.4649785561,0.1383879522
297,0.8912047469,-37.13,0.6022888394,217.6776695297,0.5047768412,94.8294012131,0.0010398955,25.466371119,0.1383999543
298,0.8901156677,-39.91,0.6022894918,225,0.5047775062,94.829526148,0.0010386247,25.4663164717,0.1383994833
299,0.897088278,-38.17,0.6022853148,217.6776695297,0.5047732485,94.8287262773,0.0010467606,25.4666663398,0.1384024987
300,0.9023584197,-39.09,0.6022821577,200,0.5047700303,94.8281217071,0.0010529101,25.4669307822,0.1384047779
301,0.8978894397,-34.23,0.6022848348,182.3223304703,0.5047727593,94.8286343711,0.0010476955,25.4667065401,0.1384028452
302,0.8956612088,-32.32,0.6022861697,175,0.5047741199,94.8288899851,0.0010450955,25.466594733,0.1384018816
303,0.8859095689,-31.68,0.6022920115,182.3223304703,0.5047800746,94.8300086553,0.0010337168,25.4661054202,0.1383976643
304,0.8811025988,-30.89,0.6022948911,200,0.5047830099,94.8305600923,0.0010281079,25.4658642186,0.1383955855
305,0.8807020179,-29.38,0.6022951311,217.6776695297,0.5047832545,94.8306060453,0.0010276405,25.4658441184,0.1383954122
306,0.9154899604,-30.45,0.6022742911,225,0.5047620118,94.8266153078,0.0010682325,25.46758969,0.1384104568
307,0.9262430524,-31.75,0.6022678494,217.6776695297,0.5047554456,94.8253817549,0.0010807797,25.4681292531,0.1384151071
308,0.910570327,-32.97,0.6022772383,200,0.5047650159,94.827179669,0.0010624921,25.4673428351,0.1384083292
309,0.8628511341,-32.58,0.6023058248,182.3223304703,0.5047941548,94.8326538294,0.0010068113,25.4649484059,0.1383876924
310,0.8249962446,-29.98,0.6023285021,175,0.5048172703,94.8369963951,0.0009626406,25.4630489427,0.1383713215
311,0.8041410045,-29.31,0.6023409956,182.3223304703,0.5048300052,94.8393888272,0.0009383058,25.4620024792,0.1383623024
312,0.7579114716,-26.14,0.6023686897,200,0.5048582345,94.8446920996,0.0008843632,25.4596827974,0.1383423098
313,0.70334485,-24.82,0.6024013783,217.6776695297,0.5048915548,94.8509517703,0.0008206926,25.4569447814,0.1383187117
314,0.676706224,-22.76,0.6024173363,225,0.5049078212,94.8540076499,0.0007896095,25.4556081221,0.1383071914
315,0.6571403535,-21.88,0.6024290574,217.6776695297,0.5049197688,94.8562521706,0.0007667792,25.4546263559,0.1382987299
316,0.6501552251,-21.64,0.6024332419,200,0.5049240341,94.8570534773,0.0007586287,25.4542758597,0.1382957091
317,0.6522332382,-22.04,0.602431997,182.3223304703,0.5049227652,94.8568150958,0.0007610534,25.4543801292,0.1382966078
318,0.6782459566,-23,0.6024164139,175,0.504906881,94.8538310178,0.0007914061,25.455685382,0.1383078573
319,0.7501502178,-27.4,0.6023733391,182.3223304703,0.5048629738,94.8455824404,0.0008753071,25.4592933572,0.1383389533
320,0.8309298483,-35.29,0.6023249475,200,0.504813647,94.8363157152,0.0009695642,25.463346676,0.1383738876
321,0.8570051575,-38.39,0.6023093269,217.6776695297,0.5047977246,94.8333244571,0.00099999,25.4646550695,0.1383851642
322,0.8586575535,-38.44,0.602308337,225,0.5047967156,94.8331349006,0.001001918,25.4647379826,0.1383858788
323,0.8655300185,-37.25,0.60230422,217.6776695297,0.504792519,94.8323465182,0.0010099371,25.4650828256,0.1383888509
324,0.8742176155,-35.83,0.6022990156,200,0.5047872141,94.8313499108,0.0010200742,25.4655187474,0.138392608
325,0.8737419258,-32,0.6022993006,182.3223304703,0.5047875045,94.8314044801,0.0010195191,25.4654948785,0.1383924023
326,0.8671198237,-29.37,0.6023032676,175,0.5047915482,94.8321641419,0.0010117922,25.465162598,0.1383895384
327,0.8541134645,-27.55,0.6023110592,182.3223304703,0.5047994903,94.8336561809,0.0009966158,25.4645099716,0.1383839137
328,0.8452380952,-27.38,0.602316376,200,0.5048049099,94.8346743287,0.0009862596,25.4640646279,0.1383800754
329,0.8417204947,-28.64,0.6023184833,217.6776695297,0.5048070579,94.8350778542,0.0009821552,25.4638881235,0.1383785541
330,0.8774347804,-32.51,0.6022970884,225,0.5047852496,94.8309808501,0.0010238281,25.4656801767,0.1383939993
331,0.8889514796,-35.08,0.6022901892,217.6776695297,0.5047782171,94.8296596992,0.0010372663,25.4662580557,0.1383989798
332,0.8735040809,-37.5,0.6022994431,200,0.5047876498,94.8314317647,0.0010192416,25.465482944,0.1383922994
333,0.8302538681,-36,0.6023253524,182.3223304703,0.5048140598,94.836393261,0.0009687754,25.463312757,0.1383735952
334,0.7914976716,-32.01,0.6023485696,175,0.5048377257,94.8408392212,0.000923553,25.4613680685,0.1383568346
335,0.771180712,-30.1,0.6023607407,182.3223304703,0.5048501319,94.8431699039,0.0008998464,25.4603486145,0.1383480482
336,0.7232361925,-26.59,0.6023894622,200,0.5048794084,94.8486699128,0.0008439027,25.457942879,0.138327314
337,0.6843923689,-26.19,0.6024127319,217.6776695297,0.5049031278,94.8531259253,0.000798578,25.4559937936,0.1383105154
338,0.658504832,-25.34,0.60242824,225,0.5049189356,94.8560956429,0.0007683714,25.454694822,0.13829932
339,0.6440213309,-24.32,0.6024369165,217.6776695297,0.5049277797,94.8577571338,0.0007514714,25.4539680763,0.1382930564
340,0.6376120375,-23.73,0.602440756,200,0.5049316934,94.8584923831,0.0007439928,25.4536464741,0.1382902846
341,0.6438961494,-23.52,0.6024369914,182.3223304703,0.5049278561,94.8577714942,0.0007513253,25.453961795,0.1382930023
342,0.669671023,-25.31,0.6024215508,175,0.5049121171,94.8548147009,0.0007814005,25.4552551134,0.138304149
343,0.7382454559,-28.37,0.6023804708,182.3223304703,0.5048702433,94.8469481085,0.0008614161,25.4586960061,0.1383338049
344,0.8216038255,-35.91,0.6023305343,200,0.5048193418,94.8373855603,0.0009586822,25.4628787196,0.1383698544
345,0.8510339993,-38.79,0.6023129039,217.6776695297,0.5048013708,94.8340094451,0.0009930226,25.4643554518,0.1383825819
346,0.8547644084,-36.2,0.6023106692,225,0.5047990929,94.8335815071,0.0009973754,25.4645426344,0.1383841952
347,0.8654799459,-35.91,0.60230425,217.6776695297,0.5047925496,94.8323522623,0.0010098787,25.4650803131,0.1383888293
348,0.8737794802,-35.51,0.6022992781,200,0.5047874816,94.831400172,0.0010195629,25.4654967629,0.1383924185
349,0.8680211306,-30.21,0.6023027277,182.3223304703,0.5047909979,94.8320607475,0.0010128439,25.4652078234,0.1383899282
350,0.8555655701,-28.29,0.6023101893,175,0.5047986036,94.8334896009,0.0009983102,25.4645828346,0.1383845416
351,0.8363502078,-27.99,0.6023217004,182.3223304703,0.5048103372,94.8356939126,0.0009758889,25.463618656,0.1383762317
352,0.8268364128,-27.73,0.6023273997,200,0.5048161466,94.8367852982,0.0009647878,25.4631412777,0.1383721173
353,0.8244329277,-29.12,0.6023288395,217.6776695297,0.5048176143,94.8370610167,0.0009619833,25.4630206769,0.1383710779
354,0.8556156427,-31,0.6023101593,225,0.5047985731,94.8334838568,0.0009983686,25.4645853472,0.1383845633
355,0.8642406489,-34.53,0.6023049924,217.6776695297,0.5047933063,94.8324944296,0.0010084326,25.4650181283,0.1383882933
356,0.8446622603,-36.91,0.602316721,200,0.5048052616,94.8347403863,0.0009855877,25.464035734,0.1383798264
357,0.7994216614,-35.49,0.6023438227,182.3223304703,0.504832887,94.8399302119,0.0009327991,25.4617656744,0.1383602614
358,0.7640704021,-33.25,0.6023650001,175,0.5048544737,94.843985571,0.0008915497,25.459991837,0.1383449733
359,0.752816584,-33.02,0.6023717418,182.3223304703,0.5048613456,94.8452765653,0.0008784183,25.4594271487,0.1383401064
360,0.7128085724,-27.33,0.6023957089,200,0.5048857759,94.8498661289,0.0008317353,25.4574196472,0.1383228044
361,0.675128937,-26.46,0.6024182812,217.6776695297,0.5049087843,94.8541885902,0.0007877691,25.4555289778,0.1383065093
362,0.6463622252,-25.64,0.6024355141,225,0.5049263503,94.8574885956,0.0007542029,25.4540855365,0.1382940688
363,0.6279605428,-24.6,0.6024465378,217.6776695297,0.504937587,94.859599565,0.000732731,25.4531621863,0.1382861107
364,0.6161058535,-23.61,0.6024536394,200,0.5049448258,94.8609594889,0.0007188984,25.4525673478,0.138280984
365,0.6107480847,-23.99,0.602456849,182.3223304703,0.5049480975,94.8615741113,0.0007126468,25.4522985084,0.1382786669
366,0.6002829102,-24.95,0.6024631183,175,0.5049544879,94.8627746355,0.0007004356,25.4517733923,0.1382741411
367,0.5941114616,-29.84,0.6024668153,182.3223304703,0.5049582564,94.8634826001,0.0006932344,25.4514637245,0.1382714722
368,0.6317159882,-37.82,0.6024442881,200,0.5049352938,94.8591687549,0.000737113,25.4533506252,0.1382877348
369,0.6741525212,-39.74,0.6024188661,217.6776695297,0.5049093806,94.8543006008,0.0007866297,25.4554799837,0.1383060871
370,0.7124831005,-35.43,0.6023959039,225,0.5048859746,94.8499034657,0.0008313555,25.4574033159,0.1383226636
371,0.7345400831,-34.88,0.6023826905,217.6776695297,0.5048725059,94.8473731744,0.0008570925,25.4585100798,0.1383322025
372,0.7503755445,-33.76,0.6023732042,200,0.5048628362,94.8455565918,0.00087557,25.4593046635,0.1383390508
373,0.7463321817,-29.71,0.6023756264,182.3223304703,0.5048653052,94.8460204307,0.000870852,25.4591017777,0.1383373022
374,0.7267913475,-26.98,0.6023873324,175,0.5048772375,94.8482620792,0.000848051,25.4581212678,0.1383288514
375,0.7121200741,-27.44,0.6023961214,182.3223304703,0.5048861963,94.8499451107,0.0008309319,25.4573851001,0.1383225067
376,0.7107180412,-28.47,0.6023969613,200,0.5048870524,94.8501059465,0.0008292959,25.4573147496,0.1383219003
377,0.7192679385,-31.75,0.6023918394,217.6776695297,0.5048818316,94.8491251355,0.0008392723,25.457743762,0.1383255978
378,0.7641830654,-33.03,0.6023649327,225,0.5048544049,94.8439726467,0.0008916812,25.4599974902,0.138345022
379,0.786728256,-34.71,0.6023514268,217.6776695297,0.504840638,94.8413863501,0.0009179879,25.4611287512,0.138354772
380,0.7690401082,-35.2,0.602362023,200,0.504851439,94.8434154656,0.0008973486,25.4602412044,0.1383471225
381,0.7238996545,-35.28,0.6023890647,182.3223304703,0.5048790033,94.848593803,0.0008446768,25.4579761699,0.1383276009
382,0.7057984077,-33.02,0.6023999084,175,0.5048900565,94.8506703077,0.0008235555,25.4570678948,0.1383197728
383,0.7087151369,-31.05,0.6023981611,182.3223304703,0.5048882755,94.8503357119,0.0008269589,25.4572142489,0.1383210341
384,0.6803490061,-26.62,0.6024151541,200,0.5049055968,94.8535897641,0.0007938601,25.4557909078,0.1383087668
385,0.6501176706,-25.9,0.6024332644,217.6776695297,0.5049240571,94.8570577855,0.0007585849,25.4542739753,0.1382956929
386,0.6194231636,-23.73,0.6024516522,225,0.5049428002,94.86057894,0.0007227692,25.4527338021,0.1382824186
387,0.5950628411,-22.16,0.6024662454,217.6776695297,0.5049576754,94.8633734615,0.0006943446,25.4515114623,0.1382718836
388,0.5850733564,-21.37,0.6024722297,200,0.5049637753,94.8645194164,0.0006826884,25.4510102151,0.1382675635
389,0.5762480597,-21.72,0.6024775165,182.3223304703,0.5049691643,94.8655318201,0.0006723907,25.4505673839,0.1382637469
390,0.555505483,-22.45,0.6024899425,175,0.5049818305,94.8679113279,0.0006481874,25.4495265735,0.1382547765
391,0.5298182364,-27.85,0.6025053307,182.3223304703,0.504997516,94.870858069,0.0006182144,25.448237652,0.1382436677
392,0.5345375795,-35.3,0.6025025035,200,0.5049946342,94.8703166843,0.0006237211,25.4484744568,0.1382457086
393,0.5663211657,-39.7,0.6024834633,217.6776695297,0.504975226,94.8666705948,0.0006608075,25.4500692773,0.1382594539
394,0.6093710881,-37.5,0.6024576739,225,0.5049489383,94.861732075,0.00071104,25.4522294142,0.1382780714
395,0.640553803,-34.94,0.6024389937,217.6776695297,0.5049298971,94.8581549152,0.0007474253,25.4537940845,0.1382915568
396,0.6730384057,-33.25,0.6024195336,200,0.5049100609,94.8544284078,0.0007853297,25.4554240802,0.1383056052
397,0.672487607,-28.81,0.6024198635,182.3223304703,0.5049103972,94.8544915933,0.0007846871,25.4553964425,0.138305367
398,0.6492539182,-24.97,0.6024337818,175,0.5049245845,94.8571568718,0.000757577,25.4542306344,0.1382953193
399,0.6304516549,-23.92,0.6024450455,182.3223304703,0.5049360658,94.8593137943,0.0007356377,25.4532871841,0.138287188
400,0.6222147113,-23.01,0.6024499799,200,0.5049410956,94.8602587045,0.0007260265,25.452873875,0.1382836258
