deu_2006,deu_2007,deu_2008,deu_2009,deu_2010,deu_2011
56130,46853,66516,65398,65993,67279
57834,48821,67620,65808,66821,68664
58806,50974,68920,66453,67984,69669
57220,49569,67880,65106,67114,68040
55329,47056,67108,64438,65854,66809
53271,45321,65732,63192,64729,65172
52503,44544,64656,61987,64052,63864
52362,44881,63694,60557,62645,62931
53642,47422,64106,61075,63225,63142
55690,51265,65671,63057,64534,63692
58287,55915,67902,65847,66897,65885
55204,54074,64255,62084,63380,62407
52084,51938,60682,57848,59199,58059
50004,51001,57469,53711,55306,53908
46328,47342,52873,48458,50224,49273
43419,43772,49456,45086,47631,45688
41004,42174,47317,43131,46902,43028
40157,41889,46246,42509,46286,41972
40172,42548,46601,42121,46678,41447
40557,44690,48503,43061,47881,41598
40201,49389,52234,47331,50890,41933
40103,59195,59944,56832,58767,44100
41680,65660,64657,63775,64790,47741
44190,67718,66500,65377,66459,51812
46564,67916,66541,65294,66720,54896
48847,68129,67283,66185,67623,56987
51181,69090,68084,66477,68697,58223
49503,68116,66832,64649,67601,56961
47430,67398,66008,63345,65918,54668
45150,66306,64943,62288,63513,53167
44380,65094,64435,61793,61886,52204
44229,63774,63068,60567,60400,51132
46421,63941,63142,60976,60710,52315
50440,66427,65088,62497,62076,54351
54479,69814,68241,65368,65583,56223
52610,65944,64732,62283,62547,52925
50218,61306,61151,58472,58771,49312
49156,57470,57493,54070,55660,47613
45584,52324,52481,48954,50994,44454
42638,48824,49458,44937,47110,40472
41197,46748,47462,43139,45059,38393
40359,45839,46317,42455,43663,37251
40976,46259,46689,42739,44101,36957
43151,47924,48357,44301,44551,37210
47420,51750,52167,47951,45393,37321
57126,60590,59748,56307,46359,37525
63994,66579,64668,62400,48874,39052
66012,68157,66450,63460,51528,42169
65938,68500,66589,63380,53816,45546
66713,69157,67415,63737,55139,48287
67924,70303,68074,63928,55593,50931
66864,69110,66978,62410,54358,50216
65973,68211,66158,60721,52101,47995
64900,66857,65027,59123,50877,46516
63850,66190,64247,58179,50164,45513
62372,64972,63230,57867,49658,45249
62339,65686,63685,58547,50780,47402
65096,67306,65702,60364,53135,50897
69238,70154,68220,63389,56750,53373
65176,66307,64237,59545,54068,50919
60551,62771,60521,55897,50608,48423
56328,58709,56999,52510,48458,47244
51160,53380,51929,48477,44526,43675
47583,49148,48792,44825,41291,41297
45085,47000,46680,42786,39834,39516
44125,46177,45641,41603,39729,39007
44353,46668,46195,41110,40607,39330
46080,48437,47850,41324,40859,41396
50041,52428,51576,41685,41043,45451
58926,61341,59529,43432,40834,55440
65348,67586,64796,46536,41122,63587
67172,69241,66413,50185,42994,66425
67037,69051,66731,53014,44833,66913
67755,69421,67621,54708,46699,68661
69002,70116,68696,55891,48696,70231
67961,68562,67552,54879,47622,69877
66931,67805,66646,53102,45173,69489
65999,66428,65172,51347,43168,68767
64969,65302,64331,50801,42385,68013
63588,63811,63069,50556,42619,65596
63578,64319,63090,51855,45085,65304
65676,66546,64992,53970,48863,66941
69187,69967,68159,55955,53169,68358
65293,66251,64554,52064,51182,64382
60714,61827,60908,49094,49254,59914
56367,57815,57464,47235,48196,55278
51209,52700,52967,43385,44536,49206
47257,48564,49644,40216,42300,46037
45020,46222,47297,37881,41781,44101
44192,45562,46500,36937,42222,42783
44492,46188,47127,36462,42669,43087
46121,47991,48949,36845,44461,44678
50095,51422,52419,37140,47048,49145
59043,59753,59100,37764,55469,58506
65401,66428,64429,39988,61874,65367
66980,68039,66013,42732,64003,67780
66681,68136,66314,45797,64140,67771
67367,68821,66717,47883,64473,68930
68479,69753,67376,50365,65020,70232
67346,68427,66191,49441,64182,69704
66483,67471,64427,47498,63065,69182
65007,66152,62516,45898,61755,67727
63936,65329,61540,45125,61202,66505
62590,64339,60602,45487,60129,64831
63182,64464,60946,47346,60953,64361
66011,66946,63457,51482,63048,66079
69187,70307,66343,53407,66662,67587
65293,66852,62449,51168,63238,63921
60854,63099,59076,49167,59420,60176
56934,59911,56328,48071,55693,55514
51603,55175,51591,43838,51040,49808
47375,51082,48246,40892,47839,45865
45344,48751,46311,38825,46899,43999
44247,47700,44636,38364,46504,42969
44441,48093,45121,39652,47075,43412
45776,49832,45645,41487,48722,44831
49732,53523,46264,45137,51288,48963
58906,62169,47449,54186,57624,58260
65478,69163,50202,61900,63608,65122
66969,71093,53307,64980,65080,67245
66961,71511,55616,65635,65410,67562
67799,72722,56639,66680,66053,68774
68962,73659,57175,68507,66979,70174
67969,72403,55482,67059,65959,69490
67112,70806,53226,66000,64934,68602
65630,68734,51169,64132,63677,67491
64643,67009,50198,63801,62636,66342
63205,65614,50134,62303,61732,64714
63736,65573,51753,61855,62329,65071
66535,67461,54928,63505,64427,67066
69246,69246,58125,65702,67457,68375
65035,64864,55042,61743,63887,64509
60428,60965,51987,57998,60258,60161
56184,57847,50534,54149,56692,56229
51132,53344,47191,49281,51739,50921
47255,49413,43779,45622,49328,46576
45131,46543,41435,43729,48011,44530
44071,45038,40809,42670,47410,43603
44234,44656,40517,43216,48313,44021
45612,45444,40848,44668,49789,45560
49672,45804,40957,47934,52367,49552
58780,47581,41379,55958,59046,58725
66277,51020,42689,62770,63913,65490
68413,54130,44735,64621,65591,66818
68444,56885,46560,64788,65896,67073
69143,58312,48449,65422,66679,68162
70094,58611,50897,66079,67523,69030
68777,57119,49413,65579,66426,68008
67106,54470,46855,64807,65225,67464
65329,52019,44976,63724,63765,66396
63985,51126,44086,62811,62495,65106
62608,50573,44460,61657,61420,63608
63325,52075,46801,61804,62029,63384
65900,55171,51293,64075,64221,65100
67276,58732,54822,66629,67540,68357
62682,55183,52627,62777,63864,64991
58308,52269,50746,58767,60384,60739
54955,50565,50329,55157,57207,56669
50548,47177,46380,50378,52339,51189
46553,43630,43264,46986,49386,47071
44415,41124,41967,44937,48603,45089
42957,40178,41893,44251,47948,44139
42775,40229,42923,44800,48381,44772
43423,40533,44463,46297,49848,46253
44267,40528,48670,49340,51840,50146
46426,40126,57528,57395,58451,58769
49832,41309,64336,63725,64126,65059
53453,44723,66424,65457,66106,66345
55859,47627,66318,65361,66613,66611
57335,49334,66809,65959,67615,67847
58250,51507,67640,67054,68604,68678
56613,49806,66536,66771,67843,67644
53987,47141,65645,66188,66758,66046
52025,45109,64933,65044,65386,64247
51023,44295,64406,64123,64446,63101
50867,44354,63449,62862,63098,61444
52694,46727,63864,63583,63775,61337
55876,51937,66955,65806,65996,63524
57363,56379,69335,67828,67656,66010
53664,54201,64834,64347,63995,62297
50381,52408,61140,60705,60460,58306
48584,52093,57538,57321,57461,55261
44859,48597,52907,52715,52660,50793
41558,45268,49873,49556,49533,46342
39455,43323,47683,47993,48014,44264
38238,42669,46580,47198,47733,43385
37916,43359,46461,47465,48232,43377
38503,45302,48006,48696,49677,43511
38637,49645,51782,51705,52020,43669
38694,59060,59529,58860,58239,45448
40278,65718,65621,64956,64281,49182
43273,67585,67024,66357,66425,52171
46364,67464,67350,66425,67215,55147
48839,68276,68126,66809,68361,56948
51312,69028,69426,67527,69266,57773
49792,67943,68320,66586,68582,56397
47086,67212,67253,65613,67084,54300
45005,66278,66087,64206,65167,52054
43966,65201,64976,63094,64121,50965
44300,63741,63794,62029,62985,50265
46653,64171,63898,62702,63205,51437
51684,67035,66739,65086,65054,54614
55214,70643,69214,67024,65782,57132
52725,66917,65077,63378,60925,53598
50684,62658,61059,59632,57500,50808
49930,58771,57368,56411,55476,48608
46185,53477,52603,51805,51316,44925
43053,49733,49479,48407,47560,41173
41354,47382,47463,46370,45208,39152
40893,46165,46573,45741,44167,37514
41536,46696,46877,45935,44365,37039
43532,48030,48418,47211,45256,37479
47258,51872,51905,49967,45170,37575
55081,60624,59647,56654,45691,37628
62341,67330,65762,63124,48844,39307
66551,69517,67477,65722,52650,42556
67250,69024,67658,66861,56104,45573
67903,69176,68502,68044,58500,48324
68730,69914,69560,69069,59719,51023
67359,68565,68401,68249,58688,50182
66248,67463,67675,66839,56680,48010
65028,66692,66973,65308,55087,46153
64076,65598,66352,64195,54402,45047
62537,64242,65180,63314,53755,44770
62792,64862,65923,63590,54896,46576
66191,67835,68710,65269,57483,51177
69601,70620,69750,65137,57925,54654
65416,66584,65656,60588,54095,52051
61212,62273,62087,56461,51089,49950
57239,58634,59281,54349,50027,49287
51916,53755,54537,50411,47332,45644
48468,49661,50540,46559,44015,42269
46316,47589,48895,44431,42097,40984
45150,46760,48171,43321,41057,40429
45772,47141,48345,43355,41542,41023
47576,48775,49909,43937,42058,43016
51000,52543,53063,43965,41862,47556
59533,61029,60408,44491,41197,57329
66089,67785,66726,47620,41749,64630
67484,68736,68274,50971,43858,66811
67219,68982,68244,53663,47212,67590
67641,69492,69411,54746,50267,68987
68522,70407,71256,55905,53117,70542
67357,69986,70537,55273,52761,70691
66297,69653,70318,53609,50562,69520
65214,68638,69333,51711,49076,68154
64020,68017,68044,50876,47837,66417
62881,66930,66689,50454,47088,64144
63286,67831,66941,52140,48371,64033
67368,70701,69136,55770,52151,66471
70185,71582,69854,56906,54432,68762
66133,67387,65703,52759,52117,64638
61619,63167,62532,50311,50912,60600
57956,59148,59824,49687,50966,56929
52607,54276,55986,46422,47740,51797
48544,50488,52962,43307,45231,47545
46429,48351,51409,40805,43738,45272
45474,47522,51154,39530,44043,44470
46144,48122,51575,39211,44592,45248
47743,49509,53140,39624,46016,46688
51335,52409,55436,39384,48723,50499
59765,60810,61679,38307,56008,59480
66573,67297,67604,39726,62649,66405
67936,68439,68938,42400,65177,67747
67535,68474,68328,45548,66041,67789
68162,69874,69019,47733,67040,69358
68987,71219,69476,50103,68001,70649
67931,70584,68497,48816,67319,69931
66828,69764,67136,46620,66543,69334
65705,68917,65432,44947,65088,68701
64527,68244,64230,44272,64266,67506
63223,66876,62950,44364,62523,65801
63742,66630,62770,46771,62709,65640
67818,69515,65357,51115,65481,68153
69511,71691,67161,53526,67383,69397
65288,68027,62829,51228,63662,65231
61002,64168,59457,49861,60328,61485
57122,61032,56855,49699,57597,57706
52033,55765,52671,46314,53021,51929
48130,52282,49072,42924,50216,47767
45997,49994,47004,41207,49590,45631
44777,49212,45668,40842,48699,44404
45398,49530,45652,41481,49150,44815
46763,51262,46760,43245,50613,46295
50346,54335,46266,47249,52989,50124
58833,61987,47196,55566,58946,58722
66328,68437,50322,62572,65073,66379
67780,69965,52965,64499,67380,68129
67477,70176,54779,64486,67757,68317
68167,70728,55544,65020,68951,69252
69242,71570,55651,65809,69686,70506
68160,70441,54229,64525,69107,69882
67257,69075,52675,63335,68615,69143
66426,67259,51321,62051,67448,68041
65651,66369,50780,60886,66532,67248
64399,64842,50922,59884,64910,65436
65222,65408,52904,60521,64708,65778
68968,68450,57030,64137,66639,68428
70507,69965,58763,66063,67738,69232
65668,65434,55345,62311,63754,65335
60980,61579,52896,59239,60547,61401
57409,59356,52173,56390,57609,58186
52219,55374,48455,51562,53538,53019
47902,51425,45837,47974,50260,48385
45768,49064,44442,45946,49410,46266
44695,48205,43483,45229,49117,45157
44808,47840,43647,45664,48745,45669
46591,48528,43964,46963,49762,46841
50404,48336,44153,50240,52081,50231
58873,48864,43326,58025,58121,59346
66424,52320,43685,64175,64585,66302
68403,55321,46251,65867,66829,68221
68242,57625,48790,65017,67401,68337
69131,58918,49919,64768,68594,69271
69787,59767,51873,64643,69589,69950
68317,58331,50458,63412,69018,69103
66158,56244,48141,62799,68562,68325
64484,54414,46266,61975,67533,67357
63016,53713,45548,61348,65937,66411
62132,53678,45685,60556,64411,64888
63301,55263,47884,61700,64878,65654
67313,59313,53230,65322,67984,68203
68281,60388,55693,67603,69471,69629
63865,56373,53370,63939,66915,65292
59413,53739,51866,60630,64438,62196
56405,52974,51570,57397,62239,58850
51839,49548,48040,52785,58027,54020
47518,46113,45429,48863,55402,49128
45266,43772,44308,46728,54093,47098
43968,42597,43651,45708,53215,46059
43913,42261,44002,45971,53011,46726
44420,42613,46339,47398,52726,47924
45261,42179,50068,51051,53365,51464
47160,41152,58750,58741,59662,59809
50897,42650,66035,65051,65867,66971
54343,46183,67352,66914,67323,68672
56904,49839,67021,66888,67488,68637
58354,52685,66989,67315,68643,69316
59428,55801,67498,67414,69801,69952
57823,54846,66547,65862,69343,69087
55331,52556,65949,64392,68289,67657
52941,50796,64969,63093,66328,65666
51845,49998,64610,62140,65229,64356
51791,49779,63807,61102,63916,62826
53517,51853,64151,62093,64442,62817
57972,56008,68190,66215,67682,66137
58738,57265,70175,67915,70907,67325
54860,55474,66223,63673,67998,62989
51829,54143,62583,59857,65404,59687
50281,54415,58639,57114,62710,56807
47000,51133,53572,52242,58605,52333
43220,48104,50158,48888,55939,48272
40543,46220,48786,46352,55067,46125
39221,45792,47883,45365,54229,44952
38874,46453,48408,45959,54187,44606
39040,48272,49871,47516,54557,44778
39530,51623,53439,50477,56542,44992
39560,60739,61306,58318,61822,45958
41647,67945,67987,65257,67145,49858
44245,69279,69495,67017,68669,53872
47076,69306,69174,66975,68713,56904
49516,70221,69698,67771,69286,58477
52099,71022,70721,68658,69835,58599
50826,70032,69697,68107,69146,57123
48211,69331,69079,67590,67689,54937
46391,68398,68140,66362,66166,53101
45421,67513,67414,65033,64823,51747
45425,66267,66345,63446,63419,50853
48021,66611,67017,63778,63586,52206
54231,70499,70216,66404,65967,56469
56053,72126,69856,66965,66515,57891
53802,67902,65689,63038,62751,53956
51940,64852,62238,59802,59553,50893
51358,61689,58732,56816,57643,49114
47479,56500,53593,51975,53668,46238
44113,52941,50684,47889,50056,42777
42394,51058,48265,45675,48370,40452
41562,50184,47251,44702,47107,39295
41880,50421,47916,45169,46509,39050
43681,51720,49598,46812,46488,39421
48212,54588,53466,49619,46678,39287
58021,62533,60662,56465,46992,38397
66400,69385,66908,63033,49588,39879
69068,70451,68787,65166,53132,42937
69239,70874,68348,65478,55541,46430
69990,71308,69377,66318,57184,49235
71216,72148,70448,67214,58128,51792
70455,71375,69637,66103,57201,50898
70035,70738,68967,64600,55270,48365
69294,69740,68140,62738,53861,46365
67970,69007,67428,61780,53210,45145
66310,67680,66256,60671,53075,44941
66699,67685,66649,61757,54956,46779
70468,70571,69459,64340,58841,51865
70169,71822,69373,63847,58935,53971
65416,68136,65372,59989,55137,51849
61355,64686,62421,57072,53224,49973
57261,61804,59261,54819,51961,49634
52259,56963,54623,50837,48562,46360
48374,53475,51396,46523,45474,43162
46469,51400,49423,43885,43871,41722
45754,50171,48724,42723,44098,41086
46351,50344,49005,42494,43936,41521
48502,52057,50451,42893,44592,43578
52360,54859,53447,42885,44686,47811
60634,62062,60652,43727,44666,57073
68299,68959,66877,47295,46154,64711
69935,70770,68411,50603,48392,67467
69301,70908,67660,53215,51075,67749
70331,71446,67861,54646,54352,68884
71851,71895,68223,55445,57045,69405
70970,71451,66987,54188,57334,68643
70414,70702,66786,52265,55294,68200
69733,69843,65609,50723,53121,66833
68624,69393,65184,50160,51917,65595
67266,68095,64049,50330,51426,63770
67604,68647,64676,52490,52012,63862
71379,71474,68804,57026,55456,67434
71506,71164,70355,56929,56768,68765
66726,67820,66051,53016,54257,65106
63029,65202,62571,50325,52641,61215
59529,62561,59282,49600,52298,57391
54567,57455,55569,46484,48785,52381
50784,52912,52251,43183,46761,48313
48743,50531,49640,40672,45457,46023
47479,49266,48694,39217,45784,45187
47752,49404,49031,37559,46745,45281
48898,50702,50408,38952,47549,46706
52120,53582,53708,38651,49720,50436
60117,60717,60214,38069,57957,58847
67313,67524,66618,38245,64930,65920
68472,69704,68640,40547,66860,67795
68072,70043,68663,44041,67267,67438
68539,70629,69037,46602,67619,68965
69558,71651,69127,48446,68240,70520
68428,70940,67748,50759,67567,68876
67625,70338,66172,49083,67413,68196
66165,69106,64597,47072,66525,67497
64906,68333,63701,45684,65532,66646
63504,67364,63109,45331,63740,64727
64124,67469,64324,46293,63978,65158
69191,70098,67384,51837,67291,68386
70169,70439,67617,54891,68821,68924
65836,67673,63254,53697,65412,64886
62016,64686,59568,50813,62349,61249
58400,62229,57241,49085,59612,57193
53187,57387,52785,48558,55354,52158
49149,52720,49090,44943,52494,48025
47345,50023,46938,42013,51637,45945
46417,48558,45966,40521,50774,44984
46957,48732,46126,39984,51140,45417
48560,50240,46319,40670,51865,46936
52009,53161,46321,42873,53875,50311
60484,59484,46799,46774,60801,59475
68267,66216,50034,54999,67556,66561
69545,69317,53168,61675,68359,68386
68273,70400,55486,63998,67027,68347
68490,71159,56414,64576,66763,69324
69630,71812,56617,65353,67562,70747
68733,71083,54873,66730,66886,69772
68107,69798,52630,66509,66473,69058
66932,68345,51072,66289,65330,67520
65877,66929,50734,65444,64535,66399
64616,66193,50858,64932,63485,64723
65129,66703,53301,65005,63825,64700
70234,69597,58339,68396,67977,68032
71271,69834,58839,68845,68569,68814
66811,66081,55112,66435,65093,64856
62729,63023,52445,62446,61899,61818
59440,61142,52045,58532,59010,58509
54588,56936,49320,55311,54518,52728
50807,52380,45958,49765,51426,48730
48841,49189,44086,46235,50267,46432
47656,47260,42884,44252,49714,45563
47821,47012,43156,43489,50233,46005
49368,47554,43873,44113,51303,47407
52940,47430,44156,45787,53504,51053
61503,48404,43565,49106,60735,59175
68998,51794,44076,57340,66718,66365
71279,55673,46485,63097,68272,68362
70754,58857,49141,64768,67860,68521
71479,60445,50440,64888,68416,69321
72188,61134,51974,65376,68978,70047
70796,60300,53780,66276,68179,69053
68886,58153,52691,65225,67573,67866
67095,56667,50864,64886,66549,66885
65401,56153,49765,64173,65660,66101
64176,55917,49895,63755,64401,64577
64985,58034,51202,63572,65223,64959
68760,61495,56381,67814,68680,68232
68249,60238,57881,68846,68836,68072
63189,56402,55801,66192,64945,64358
59053,54120,53018,62216,61593,60483
56000,53229,51577,58552,58513,56801
51874,49773,51493,55119,54125,52153
48166,46424,48449,50203,51104,48736
45656,43834,45544,46566,49860,46472
44153,42543,43910,44459,48998,45195
43837,42274,43371,43998,49067,45728
44490,42254,44077,44903,50052,47397
45146,42382,46179,46641,52153,50994
47060,41559,50225,49920,59670,58953
51156,41677,58543,57541,66331,65991
54265,44057,64363,62650,68119,67786
56621,47931,67269,64001,67565,67691
58294,50429,67953,63613,68161,68623
59374,52369,69063,64204,68940,69279
57934,54470,70658,65167,68012,68320
55501,52803,69722,64324,67174,66948
53533,50735,69430,63938,65909,64968
52823,49067,68739,63597,65199,63628
52977,48652,68331,62914,64024,61816
55522,49723,67865,62826,64703,62572
59832,55802,71344,67591,68168,66488
58668,58265,71547,68580,68371,66362
54549,56944,69181,66118,65102,62392
51605,54533,64819,62200,61739,58721
50469,53891,61485,59324,58728,55193
47190,54345,58022,56199,53913,50706
44801,50105,53993,50815,51129,46646
42224,48207,51019,46426,49893,44377
41015,46905,49247,44473,49286,42969
40852,46853,48673,43723,49499,43025
41157,47577,49551,44317,50921,43478
41648,49034,50952,46017,53000,43733
41952,52792,54016,49354,59696,45082
43332,60615,60915,55354,66507,48658
45821,66386,66018,62799,67620,52423
49237,68534,68097,63996,66433,55015
51924,68957,68307,63783,66296,56902
54192,70096,68984,65124,66356,57961
56349,71052,70294,66224,65142,56702
54866,70341,69382,65364,63870,54582
52100,69976,69071,64690,62589,52480
50078,69291,68559,63854,61329,51586
49314,68774,67780,63629,60687,50784
49904,68672,67656,63555,61910,52473
55688,72135,71477,67590,66504,57005
57623,72647,71741,68382,66935,56666
55121,70058,69508,65994,62833,52808
52346,66009,65265,62227,59234,50041
50311,63127,61794,58741,57090,48534
49868,60965,59104,55410,52908,44961
46061,54869,54774,50168,49324,41229
43002,50616,51424,46115,48264,38633
41600,48298,49303,44130,47482,36356
41205,47715,48645,43197,47169,36711
41980,48330,49228,43917,47395,37037
44171,50136,50746,45636,47022,37359
47985,53175,53766,48743,47206,37240
56790,60629,60490,55711,50357,37968
63060,66541,65898,61082,53144,40651
65457,68804,68382,63163,55251,44321
65604,69258,68644,62916,56657,46846
66255,70158,69480,63346,57103,48812
67524,71459,70202,63990,56273,51101
66631,70437,69495,62430,54601,50192
65709,70273,69066,60754,53182,47989
64778,68892,68329,59324,52452,46496
64207,68530,67707,58790,52315,46414
64091,67956,67381,59536,54129,47659
69200,71927,71283,64375,58064,53158
70424,72690,71576,65497,57814,55097
68232,70602,69133,63079,54084,52971
63627,66216,65033,58833,51252,50339
59658,63062,61830,55689,50449,48362
56098,61224,59396,53467,46684,46930
51218,56141,55104,49267,43668,43384
47562,52174,51689,45785,41927,40485
45904,49869,49901,43669,41029,38804
45241,49312,49191,42680,40682,38448
46195,49637,49581,42491,41698,39079
47888,50791,51011,43063,41748,40831
50879,53211,54186,42636,41362,43760
58024,59292,60831,42358,41225,49714
63408,64178,65621,44721,43381,54801
65718,66278,68287,48440,46080,57985
66103,66377,69045,50666,48128,59242
67131,66930,69704,51756,49828,60434
68781,68363,70899,52859,51834,62087
68233,67123,70080,51918,50727,61291
67941,66237,69559,50423,48368,59501
67333,65131,68472,49264,47113,58085
66766,64443,67890,49361,47056,57549
66722,64723,68029,50480,47841,57344
70408,69681,71394,56456,52925,61676
71138,70933,71183,57139,54059,62712
68507,68388,68533,54932,52374,60487
64591,64376,64301,51278,49631,56407
60829,61424,60771,49130,48293,53310
58065,59760,58296,48794,47687,50610
53660,55061,54022,44983,43876,46159
50934,50813,51142,42356,41808,43258
49312,48687,49250,40119,41035,41735
48605,47646,48399,39171,41532,40670
49371,47641,48889,39071,42210,41253
50035,47868,49646,39134,43426,42358
50426,48147,51615,38634,43638,43573
52084,48430,57515,38306,46189,46258
54279,51360,61632,39923,49028,49181
56352,54065,63445,42827,50974,51577
57954,55729,64093,45541,52108,53411
59766,57661,65171,47621,52726,55243
62049,58869,66283,49159,54157,56880
61390,58554,65501,48026,53560,56395
59742,56972,64069,46417,52654,54771
58269,55366,62527,45393,51946,53176
57636,55138,61947,45456,52023,52477
57888,55862,62330,47858,53646,52780
63089,60518,66562,52813,58843,58083
65114,62924,66562,56798,60312,59808
63648,61376,63683,55656,59000,58042
59949,58478,59470,52997,55978,55069
57563,56404,56677,51310,53465,52546
56458,54913,55217,50678,51876,50972
52238,50936,50687,47004,47922,46628
49441,47261,47577,43911,45101,43291
47814,44922,45979,42095,44217,41558
46981,44219,44900,41432,43836,41229
47079,44743,44898,42157,44628,42105
48369,46198,45184,43973,46220,44136
51248,49205,44007,47429,49025,48635
59129,55284,43160,56498,57829,57643
64475,60603,44278,63211,64340,64404
66248,63677,47256,65357,66594,67035
66347,64555,49500,65842,67292,67488
67422,65390,51363,66827,68470,68770
68737,66309,53255,67981,69866,70071
68523,65817,52570,67379,69189,69274
67966,64453,50793,67415,68542,68726
66991,63025,49740,66510,67642,67543
66644,62612,49870,65874,67531,66784
66703,63653,51362,65696,67534,66260
71357,68267,56604,69051,70994,70379
72466,69023,57721,68515,71079,70441
69982,66437,55361,66414,69118,68548
65836,62154,52262,62258,65162,64679
62257,58834,50242,58979,61580,60599
59827,57212,50418,55746,58222,57111
54988,52782,47058,50222,53126,51353
51682,48835,43367,46618,48822,46969
49741,46260,41401,44728,48464,44797
49100,44832,40951,44226,48252,44233
49278,45010,41169,44724,49120,44816
50266,45609,41779,46385,50733,46691
52926,46325,41395,49997,52744,50670
59953,47367,40255,57947,60626,59176
65365,50407,41382,64137,66757,64923
67559,54587,43578,65852,68847,66875
67773,57921,46282,65679,68694,67531
68396,59547,48373,66209,69474,69229
69400,60301,50907,66747,70855,70655
68285,59322,49887,65671,69839,69859
67083,57733,47875,65392,68750,68959
65880,56456,46494,64813,66172,67732
65579,56316,46267,64661,66384,67107
65743,57530,47825,65017,66541,66347
70513,62175,54605,69324,69943,70830
70698,62091,56121,69567,69846,70803
68005,59344,54691,67693,67813,69020
63511,55481,52575,63678,64200,64993
60330,53937,51201,59892,60746,61362
58553,53114,50891,57137,57754,57848
54758,49423,46656,52495,51872,52301
51205,46062,44010,48822,48008,47464
49091,43682,42977,46990,47081,45753
47654,42644,42897,46313,46781,44336
47563,42426,43791,46651,47791,44843
47625,42890,45688,48393,49463,46645
47189,42329,49274,51599,51810,50759
47785,41675,57364,59295,59173,59161
50874,42736,63624,65166,65100,64880
54315,45824,66146,67201,67003,67100
57535,48851,66511,66808,68879,67508
58810,51361,67342,67426,69560,69007
59605,54235,68064,68495,70421,69684
58485,53381,67173,67075,70268,68459
56799,51282,66592,66323,70111,66791
55833,49694,65894,65112,69475,65205
55777,49483,65524,65054,68760,64259
56942,51431,65738,65687,69384,64768
62034,57330,70062,69798,72264,69199
62448,58947,70435,70075,72836,69485
59990,57260,68071,67575,71703,66759
55977,54926,63879,63801,68044,62212
54120,53635,60748,60347,64809,58783
53093,53865,57760,56827,61761,55679
50600,50023,52964,51704,56618,50529
47815,46726,49704,48021,54227,46138
45310,45140,47907,45872,52736,43922
44055,44948,47282,45184,51813,42834
44026,45972,48007,45677,51946,42909
44638,47770,49619,46976,53471,43527
44451,51415,52372,50151,56620,43540
43676,60253,59229,57759,64118,45111
45387,65759,63954,63588,68988,48505
48735,67514,66052,65013,69911,52609
52397,67288,66206,64713,69107,55687
55202,67961,66717,65187,69573,57029
58054,68955,67585,66899,70310,58066
57650,68356,67029,65908,69033,57133
55538,68102,66805,65963,67854,54911
53778,67390,65975,65083,66572,53017
53234,67381,65899,65004,66155,52415
54441,67818,66297,65412,66473,53251
58824,72623,70578,69608,69677,58932
59818,72844,70303,69660,69344,59541
58273,71215,67895,67635,66915,57214
55716,67502,63610,63979,62464,53267
54691,64605,60615,60504,58728,50914
54906,62491,57379,57383,56173,49293
51137,57503,52995,52263,52191,45137
48127,53647,49699,48192,48322,41003
46277,51831,47983,46088,46377,38815
45963,51083,47455,45657,45851,37703
46495,51791,48633,46095,46424,37835
48240,53498,50439,47436,46765,38428
52024,56638,53213,50372,47109,38208
61020,64502,59561,56955,47514,38146
67688,69693,64795,62928,49933,39805
69533,71314,66642,64665,52584,43410
70221,71455,66628,64451,55496,46731
71189,72973,67128,64883,57544,49091
72457,74327,67999,65453,58903,51754
71831,73899,67198,64539,57357,50687
71588,73476,67047,63366,55658,48436
70622,72958,66648,62004,54310,46726
69841,72285,66328,61730,54097,46364
70025,72030,67090,62698,55532,47670
73635,75654,70669,67100,59637,53611
73622,75772,70418,67207,60086,55462
71107,73498,68131,64855,58048,53977
66678,69610,64066,60891,53851,51286
63531,66215,60689,57750,51193,49387
60744,63564,58151,55496,50273,49438
55563,58903,53442,51297,47141,45371
51651,54566,49934,48006,43774,41935
49723,51934,47747,45981,42379,40468
49101,51140,47128,44907,41745,39960
49585,52032,47838,44771,41686,40708
51143,54083,49456,44835,42251,43043
54236,57756,52518,44427,41744,47959
61478,65964,59357,44851,41005,58074
67248,72150,64716,47291,41459,65006
68913,74811,66642,50657,43705,67441
68528,75661,66799,53734,46718,67841
69094,76812,67843,54955,49114,67945
69932,77694,68800,56131,51912,69217
69249,77232,68180,55624,51670,68727
68542,76954,67875,53969,50048,68234
67347,76443,67160,52489,49032,67770
66853,75866,66787,52584,48703,67480
67333,76174,67074,53964,50698,67408
72228,78377,70631,58970,55587,71018
71790,77611,70285,59483,56742,70392
69838,75479,68056,56932,55552,68637
65788,71504,64295,52834,53333,64505
62631,68169,61160,50771,51598,61342
59834,65450,58509,50520,51603,57779
55079,60216,53857,46979,48130,52354
51176,55361,50414,43391,45421,48884
49415,52766,48654,40916,45076,46993
48725,51306,47705,39708,44710,46310
49212,51464,48261,39636,45651,46784
50773,52765,50093,39840,46626,47904
53673,55746,52786,39262,49353,52005
61100,63321,59087,38145,57986,60666
66735,69046,64288,39297,64453,66552
67917,70423,66725,42370,66936,68355
67729,70212,67162,45719,66976,68464
68578,71153,67823,48211,67627,69573
69806,72682,68285,51024,68531,70810
69429,72226,66940,50208,68000,69929
68909,72203,65703,48129,68040,69298
68325,71959,64264,46751,67246,68147
