deu_2006,deu_2007,deu_2008,deu_2009,deu_2010,deu_2011
43784,63729,62028,60319,61009,49535
43511,62880,61117,58831,59948,48462
43484,61942,59792,57984,59438,47688
44355,61823,59339,57851,58997,48153
45597,61817,59044,57184,58163,48934
46091,60753,57997,55768,56835,48657
45641,58238,55868,53388,53969,45844
46541,56712,54806,51619,52237,45237
47690,53940,52897,48708,50156,44311
44378,49161,48701,44114,46142,40536
41733,45582,46067,40702,42995,37370
40004,43596,43880,38646,41684,35386
39291,43009,43512,37980,40843,34128
39458,43112,43624,37810,40848,33749
40658,44190,44695,38945,41461,33971
43687,46913,46918,41487,42156,33590
51007,53702,52629,47656,44078,33960
57907,59916,57966,53650,46733,36377
61490,63238,61019,56773,49933,39733
62832,65054,61870,57639,53297,42980
64357,66693,63157,58431,55620,45887
66035,68492,64423,59451,56557,48362
65110,67267,63590,58458,55086,47866
64491,65969,62657,56652,53216,45854
63418,64896,61584,54851,51188,44431
62360,64075,60737,53769,50108,43468
61071,62844,59456,52725,49641,42709
60727,62831,59175,53237,49579,43821
60225,62502,58837,52942,49728,45332
59218,61512,57841,52119,48813,45659
56769,59022,55631,49463,46782,44946
55689,57866,54776,48450,45738,44994
54316,55868,53253,46517,45395,44863
50014,51067,48733,42315,42436,41366
46283,47827,46157,39187,40740,38383
44144,45943,44507,37265,39136,36921
43214,45167,43440,36186,37888,36053
43091,45126,43470,35702,38237,36567
44033,45585,44703,35742,38395,38080
46476,47986,46860,35819,37763,41386
53043,54164,51985,36901,37930,49070
59383,60150,57239,39680,38646,55594
62458,63205,60431,43204,40630,59768
63260,63880,61372,46002,42243,61186
64304,65319,62231,47831,44218,63249
65126,66972,63724,49300,46021,64882
64589,65945,62772,48284,44666,64307
63810,64807,61876,46080,43402,63150
62981,63555,61132,44504,42787,61861
62238,62305,60456,43715,42412,60843
61200,61064,59285,43601,42330,59416
61040,60792,59559,44754,43143,58904
60453,59920,59557,45340,44504,58377
59484,58613,58353,45376,44951,57427
57218,55998,56000,43323,44501,55245
56342,55421,55089,42475,44695,54122
54866,54203,53717,41953,44944,51673
50074,49243,49582,39265,41688,46624
46634,45761,46969,36451,39673,42935
44508,43718,45072,34433,39225,41169
43485,42717,43815,33194,39219,39951
43358,42655,43577,32369,39611,39610
44342,43323,44461,32064,40754,40470
46527,45925,47051,31468,42893,43442
53250,52254,52903,31523,49046,50347
59479,58363,57938,33439,55723,56937
62317,61669,61060,35902,59355,60516
63432,62914,62238,37963,61161,62079
65119,64110,63197,39497,62823,63700
66168,65669,64207,41247,64497,65412
65200,64753,63146,40321,64272,64438
64405,64057,61303,38427,63169,63658
63461,63154,59732,37307,62030,62092
62474,62003,58824,36561,61136,60713
61181,60953,58414,36749,59688,59158
60832,60841,58634,38506,59334,58708
60379,60356,58539,40598,59195,58298
59443,59274,57546,41022,57701,57261
57445,56899,54413,40965,54800,55047
56709,56540,53435,42069,53297,53990
54863,54342,52101,41729,50902,51609
50592,49941,48129,37932,46460,46759
47211,46506,45708,35350,43571,42826
45017,44543,43857,34006,42369,40900
43701,43316,43440,33239,42225,40002
43476,43129,42902,33336,42118,40038
44120,44292,42652,34494,43052,40971
46595,46768,42372,38016,44900,43959
53007,52922,44282,45303,50576,51214
58940,58751,46617,51568,56472,57950
61678,62765,49556,54635,59597,61192
62754,64715,52304,55577,61302,62994
63979,66488,53675,56796,62833,64889
65312,67736,54683,58064,64127,66273
64286,66712,53495,57402,63202,65578
63631,65068,51241,56585,62321,64556
62740,63503,49801,55501,61028,63358
62041,61691,49384,55000,59789,61961
61171,60551,49362,54136,58262,60150
60811,60069,50251,54551,57989,59882
60131,59423,50672,54891,57870,59400
59143,57698,49950,54035,57547,58302
57396,54400,47449,51874,55524,56037
56838,53681,46847,51094,54502,54976
54539,52240,46605,48791,52215,52432
49959,48218,43424,44082,47426,47207
47097,44938,41494,40687,44254,43241
45304,42814,40116,38872,43267,41036
44220,41505,38815,37958,43243,39833
44051,41227,38167,37602,43331,39957
44880,41178,38185,38350,44490,41025
47397,41138,37513,41238,46037,44026
53532,43149,37792,47782,51794,50867
59188,46475,39859,53852,57565,57137
62144,50271,42362,56573,61414,60886
63059,52663,44202,57507,63101,62441
64438,54593,45610,58280,64733,64000
65242,55932,47668,59449,66410,65496
64257,54293,46616,58065,65700,64904
62599,51943,44731,56990,64614,64008
61154,50276,43531,55546,63014,62757
60016,49253,43060,54405,61179,61357
59475,49139,43197,53095,59576,60120
59394,49906,44629,53311,59066,59510
58640,50315,46454,53415,58905,58762
57304,49553,47005,52839,58002,57333
54735,47249,46612,50789,55525,54992
53688,47084,47487,50597,53551,54096
51948,46092,47822,48358,51153,51813
47935,42868,44218,43272,46698,46730
45129,40086,42187,40146,44385,42866
43089,38092,41599,37957,43037,40757
41686,36851,40818,37028,43068,39657
41268,36188,40710,36912,43043,39413
41525,35953,41929,38020,43908,40476
41698,35813,44608,40758,45569,43837
43238,35950,50649,47329,51079,50545
46508,38087,57160,53369,56612,56483
49845,41142,60814,55858,60645,60490
52497,44146,62218,56638,62474,62324
53916,46782,63387,57187,63491,64070
54938,49837,64672,58556,64262,64892
53489,49022,63926,57505,63095,63861
51312,46840,63170,56351,62047,61882
49464,45314,62411,55199,60825,60060
48580,44344,61655,54201,60114,57912
48088,43994,60749,53380,59034,57076
48489,45335,60722,53999,58888,57043
48589,46501,60528,54248,58311,56401
47861,47016,59369,53535,57685,54909
46083,46743,56919,51456,55572,52211
46284,47179,56275,51270,54533,50818
45748,47100,54177,49100,51898,48668
42584,43847,50147,44341,47534,44607
40195,41412,47736,41069,43937,40959
38255,39625,46204,39402,42949,38975
36977,38872,44790,38643,42682,37394
36414,39042,44378,38441,42661,36973
36204,40610,45170,38936,43227,37044
35629,43829,47800,41539,44683,37310
35596,50760,53370,47354,50043,38874
37500,57257,58744,53080,55638,42321
40368,61467,62011,55904,58990,46477
42732,63256,63232,57482,59946,49753
44950,65147,64583,59297,60998,51806
47049,66737,66051,61069,62238,52659
46163,66259,65052,60296,61262,51418
44488,65355,64076,59525,59328,49380
43214,64402,62985,58706,57583,47908
42811,63188,62068,56967,56378,47074
42784,61892,61025,55098,55556,46644
43813,61053,61430,55037,55277,47082
45200,60428,61219,54594,54822,47257
45938,59633,59809,53205,53938,46469
45678,57373,57727,51066,51750,44721
46705,56805,56675,51198,50998,43991
46798,54762,54012,48315,48995,42232
43771,49890,49821,43390,45219,39129
40969,46248,47391,40352,42090,36005
39171,44345,45660,38338,40364,34165
38366,43185,44453,37458,39579,33035
38570,42790,44538,37345,39169,32749
39709,43560,45437,38285,39570,33152
42668,46394,47929,40707,39845,33251
49625,52309,53429,46467,41254,33524
56383,58238,58663,51797,43509,35351
60105,61693,61785,54607,46229,38174
61293,62709,62748,55459,48864,41308
63032,64212,63879,56055,50345,43715
64429,65511,64999,57179,50795,45981
63787,64534,64146,55553,50072,45363
62906,63689,63269,53816,48494,43213
61715,62473,62185,52430,47389,41663
60672,61341,61383,51362,46217,40872
59431,59923,60474,50695,45954,40927
58877,59365,60426,51034,46928,41730
58182,58745,60298,51256,47813,43140
57056,57594,59245,50039,47595,43605
54688,55423,57130,47993,45501,43318
54000,54922,56366,47942,44997,43736
51742,52743,54233,46332,44104,43493
47231,47645,50108,41872,41754,40030
43631,43080,47599,39071,38053,37004
41828,41177,45717,37068,36829,35809
40862,40210,44551,35936,36069,34876
40786,40231,44562,35433,36255,35361
41719,41695,45481,35340,36357,36896
44436,44339,47785,35488,36341,40881
50987,50882,53362,36538,36701,48379
57322,57179,58629,39844,37413,54758
60671,60431,61518,43371,39283,58708
61912,61282,62525,45534,41305,60161
63268,62457,63667,46691,43494,61907
64983,64513,64864,47365,45394,63236
64034,63963,63748,46163,44192,62821
63146,62822,62943,44642,42617,61899
61846,61573,61938,43585,41912,60871
60670,60657,61082,42950,41138,59867
59379,59701,60258,42699,41299,58131
58704,59706,60520,43863,42548,57516
58440,59932,60331,44703,44233,57140
57228,59267,59381,44610,44780,56341
55088,56804,56947,42791,44479,54382
54112,56243,56637,43174,45336,53782
51494,53664,55010,42359,44742,51529
46699,48475,51269,39182,41250,46429
43514,44507,47490,36253,39349,42809
41748,42763,45755,34376,38886,40794
40858,41721,45049,33074,38877,40013
40809,41799,45071,32484,38795,40346
41898,42840,45670,32225,39894,41353
44599,45498,48351,31885,42387,43983
50973,52137,53346,32258,48356,50118
56793,58495,58410,34409,54831,56093
60100,62972,61996,37220,58560,59829
61459,65150,63216,40047,60389,61311
62759,66933,64418,42074,62391,62864
64615,68470,65818,44121,64181,64370
63519,67541,64475,43460,63570,63725
62165,66408,62922,41638,62410,63033
60743,65583,61127,41035,60615,61830
59628,64549,59771,40395,59732,60618
58364,62966,58886,40663,58235,59094
58116,62251,58809,42006,57732,58486
57628,61158,58446,43207,57594,57844
56360,59332,57359,43266,56848,56717
54041,56393,54721,42611,54359,54554
53699,55688,53678,43386,53020,54019
51104,53049,51438,42443,49933,51393
46517,48267,47538,38866,45598,46850
43258,44418,44834,36484,42878,43625
41214,42118,43076,34808,42427,41627
40349,40987,42180,34042,41696,40123
40461,40914,41581,34040,41588,40008
41221,41898,42098,35211,42800,40743
44246,44565,42486,38744,44357,43715
50351,51082,43704,45528,49623,50092
56360,57126,45854,51992,55110,55998
59858,60624,48613,55802,58590,59697
60884,61754,51011,57188,60398,61269
62659,62885,52496,58546,60993,63339
64221,64026,53378,59939,62630,64938
63119,62798,52044,58898,62235,64664
61852,60754,49940,57772,60719,63709
60684,59055,48363,56461,59279,62288
59649,57539,47896,55469,58410,61104
58263,56415,47487,54284,57270,59589
57969,56273,48325,54428,57071,58924
57528,55882,48704,54217,57010,58568
56327,54920,48252,52711,56086,57620
54118,52977,46804,50735,54170,55421
53564,52786,46992,50250,53607,54299
50739,50745,45777,47370,50952,50969
45943,46563,42833,43073,46267,46544
42731,43526,40981,39548,43061,43276
40993,41216,39996,37694,42409,41567
39854,40096,39023,36748,41709,40264
39944,39799,38355,36616,41627,40035
40976,39612,38353,37580,42682,40870
44004,39742,38280,40659,44536,43830
49598,41494,38576,46644,49764,50191
55807,45222,40599,52185,55481,56255
59615,49000,42900,55846,58506,59924
60895,51412,44545,56728,59147,61528
62376,52787,46584,57965,60308,63173
63809,53553,48782,59131,61796,64401
62458,52034,47793,58098,61441,63634
60392,49935,45801,56760,61237,62833
58846,48488,44284,55772,60042,61788
57616,47574,43439,54386,59301,60982
57026,47331,43241,53090,57988,59765
56961,48013,44567,53352,57236,59079
56353,48622,46140,53300,57215,58406
55057,48038,46476,52623,56718,57283
52775,46217,46214,50534,54822,55042
51659,46770,47573,50522,54281,54085
49100,45678,47150,47767,51033,51486
45118,42367,43961,42825,46367,46757
42128,39768,42132,39783,43213,43391
40278,37790,41640,38061,42621,41755
38987,36676,41321,36932,41985,40406
38605,36179,41765,36953,41909,40370
38671,36159,43248,38083,42682,41278
39156,36101,46499,40821,44520,44041
41035,36252,52480,46752,50092,50174
44408,38712,58608,52429,55620,56417
47846,42040,62062,55449,59014,59912
50725,44635,63306,56048,60550,61366
52234,46487,64669,57059,61981,62628
53528,48784,66587,58269,63139,63960
52317,47950,65979,57363,62199,63086
50128,46164,65204,56043,61159,61706
48443,45216,63774,54756,59570,59837
47845,44358,62799,53721,58645,58739
47219,44452,61510,52805,57883,57938
47948,45635,61028,53193,58089,57708
48410,47539,60588,53735,57925,56862
47530,47830,59406,53149,57142,55662
45843,47114,56931,51132,55344,53479
45650,48160,56301,51054,54333,52612
44470,48111,53320,48248,50961,49930
41148,44183,49301,43726,46056,46075
38430,41154,47077,40939,43361,42666
36669,39616,45238,38684,42660,40292
35478,39023,44172,37612,41991,39088
34663,39209,44148,37483,41955,38681
34340,40832,45510,38370,42866,38659
34349,44156,48643,41281,44810,39230
34682,51314,53797,47096,49950,41495
36636,58486,58835,52792,55268,44790
40036,62462,62220,55935,58599,48747
42811,63132,63325,56846,59771,52432
45173,64109,64483,57745,61498,54530
47732,65364,65709,58754,62942,55555
46600,64580,64879,57825,62295,54409
44570,64168,63842,56938,60312,52751
43304,63303,62677,55717,58843,51139
42500,62512,61465,55018,57575,50105
42600,61919,60261,54281,57060,49256
43646,61948,59663,54502,57339,50048
44961,62088,59184,54759,56895,50223
45252,60999,58070,53697,55850,49054
44944,58215,55791,51723,53735,47361
45888,57596,55903,51663,52312,46419
45547,54598,53015,49120,49716,44676
42119,49850,48573,44397,45702,40892
39281,46618,45973,40954,42992,37866
37354,44916,44441,39204,41363,36134
36916,43935,43444,38138,40069,35020
36722,44001,43319,37990,40236,34580
37834,45061,44090,38980,40460,34306
41208,48205,46900,41552,41183,34611
48592,54879,52545,46942,42103,35282
55069,60936,57814,52409,44317,36852
59192,64295,60892,55455,47152,39789
60616,66149,61831,56450,48955,42691
62189,67808,63049,57389,50133,45526
64101,69598,64192,58512,50903,48272
63063,68754,63364,57369,49880,47683
62105,67968,62499,55664,47648,45676
61081,66879,61545,54249,46317,43977
59990,66001,60725,53565,45481,43067
58593,64532,59947,52797,45115,42996
58210,63988,59741,53262,46251,43985
57689,62966,59516,53313,47306,45008
56286,61341,58738,52179,47177,44980
54087,58393,56518,50344,45849,44323
53981,56935,56634,50080,45986,45128
51162,53781,54022,47349,44247,44164
46056,49042,49970,43205,40901,40670
42856,45658,47211,40063,38234,37228
41205,44133,46214,38054,37160,35674
40153,43246,45037,37057,36799,35016
40250,43210,45010,36297,36973,35211
41205,44218,45478,36057,36983,36361
44243,47410,47689,36451,37044,40243
50343,54976,52632,37900,36677,47871
56260,60881,57767,41396,37783,54592
59834,64809,61214,44836,40392,58292
60741,66235,62270,47362,42839,59816
62517,67910,63520,48536,45322,61883
64610,69346,64756,49553,47292,63932
63604,68076,64089,48759,46174,63240
62260,66744,63405,46941,44960,61973
61160,65323,62961,45858,43900,60287
59906,63902,62330,45365,43198,59404
58318,62242,61380,45062,43040,58236
58193,61773,61149,46236,43773,57536
57770,60792,61013,46618,45009,56830
56543,59345,60557,45916,45187,56109
54444,57275,58819,44304,45127,54275
54426,56345,58186,44298,45886,53435
50783,52808,54642,42518,44804,50062
45899,47893,50636,39337,41460,45191
42529,44723,48213,36885,39336,41245
40848,42516,46248,35239,38826,39423
40110,41572,45191,34096,39028,38921
40278,41647,45072,33452,39268,38684
41375,42419,45813,33335,40392,39676
44312,45822,48737,33360,43120,42897
50704,52982,53550,33441,49757,48522
56585,59160,58505,35532,55676,54456
59788,63158,61735,38384,58964,57754
60571,64892,63035,40612,60213,59194
62046,66368,64277,42217,61373,61307
63972,67592,65457,44093,62901,62917
62937,66308,64383,43176,62632,62194
61956,65029,62585,41190,62204,60737
60699,64086,60774,39675,60449,59644
59547,63125,59427,39623,58539,58812
57910,61403,58318,39996,57274,56954
57787,60862,58498,41551,57303,57123
57783,60282,58274,43382,57426,56514
56622,58758,56977,43887,57118,55660
55176,56630,54535,43949,55564,53966
54396,55578,54147,45426,55336,52823
50885,51974,51425,44072,51937,49561
46186,47345,47956,40378,46938,44620
42998,44367,45424,37729,43340,41416
41037,42679,43707,36094,42416,39304
40001,41549,43290,35508,42431,38372
39992,41535,42992,35587,42618,38631
40996,42692,42937,36805,43594,39730
43847,45754,43282,40309,45641,42980
50549,52467,44395,47345,51152,48551
56827,58708,46695,53989,55887,54703
60376,62393,49427,58095,58154,57957
61480,64039,51987,60013,59196,59460
62940,65653,53724,61406,60726,61358
64867,67089,54607,62934,62024,62782
63898,65877,53166,61877,61962,61888
62796,63957,51004,60734,61705,61079
61365,62430,49354,59494,60157,60031
60268,60830,48370,58131,59094,58903
58469,59703,47837,56796,58180,57562
58706,59468,48430,56481,58460,57106
58651,59205,48950,56469,58499,56871
57465,57965,48453,55380,57713,56319
55546,55967,47005,53509,56048,55204
54507,55201,47514,53067,56184,54216
50840,52062,45759,49427,52731,50751
46041,47562,42640,44474,47834,45532
42760,44310,41037,41622,44673,41522
40890,41832,39401,39863,43678,39465
39952,40379,38450,38816,43236,38386
39867,40128,38139,38777,43444,38626
40838,40080,38296,39820,44343,39564
44107,40804,38161,42855,46659,42605
50654,41780,38109,49076,52415,48579
56714,45157,39898,54818,57853,54176
60360,48794,41957,58445,60683,57804
61535,51774,44053,59628,62135,59021
62940,53643,46316,61202,63559,61167
64113,54713,48706,62327,64797,62972
63153,53150,48066,61340,64132,62031
61098,50911,46044,60044,62821,60953
59337,49041,44581,58557,60892,59825
58322,47804,43587,57404,59442,58547
57292,47210,43706,56045,58499,57587
57232,47953,45390,56094,58810,57068
56827,48310,46762,56058,58772,56816
55352,47867,47142,55216,58246,55662
53316,46347,47176,53387,57062,54039
52945,46634,48509,52867,56227,53327
50095,44924,47461,49098,52646,49479
45841,41548,43906,44185,47534,45255
42643,38838,41857,41314,44405,41874
40456,36427,40989,39748,43568,40155
38987,35170,40926,38893,43034,38886
38637,34725,41157,38758,43209,39032
38663,34845,42159,39645,44419,39992
39584,35053,45098,43041,46535,43331
41146,35107,51488,49000,52600,50278
44548,36977,57921,54616,58092,56433
48345,40273,61532,57518,61637,60109
