datetime,BE_LU_powerline,DE_LU_powerline,FR_LU_powerline,LU_shortage,LU_BE_powerline,LU_DE_powerline,LU_excess,duals
2025-01-10 14:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 15:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 16:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,46.1065292096
2025-01-10 17:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,46.1065292096
2025-01-10 18:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,41.1673741662
2025-01-10 19:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 20:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 21:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-10 22:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.4206610692
2025-01-10 23:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,36.15
2025-01-11 00:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-11 01:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-11 02:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.013535
2025-01-11 03:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.013535
2025-01-11 04:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.013535
2025-01-11 05:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-11 06:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,36.15
2025-01-11 07:00:00,0.0,136.976641468,269.314785669,0.0,406.291427137,0.0,0.0,38.4206610692
2025-01-11 08:00:00,0.0,321.655773826,0.0,0.0,321.655773826,0.0,0.0,38.8935925317
2025-01-11 09:00:00,0.0,521.078176119,200.571308418,0.0,721.649484536,0.0,0.0,38.4206610692
2025-01-11 10:00:00,0.0,0.0,207.443515326,0.0,207.443515326,0.0,0.0,37.2680412371
2025-01-11 11:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,36.15
2025-01-11 12:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-11 13:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-11 14:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-11 15:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,36.15
2025-01-11 16:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.4206610692
2025-01-11 17:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.3249815174
2025-01-11 18:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-11 19:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-11 20:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,31.5038099507
2025-01-11 21:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,31.5038099507
2025-01-11 22:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,31.5038099507
2025-01-11 23:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,29.6419347826
2025-01-12 00:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,16.8169592125
2025-01-12 01:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,15.8230769231
2025-01-12 02:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,15.8230769231
