,hour_of_day,weekday,building_class,shlp_type,temp_intervall_01,temp_intervall_02,temp_intervall_03,temp_intervall_04,temp_intervall_05,temp_intervall_06,temp_intervall_07,temp_intervall_08,temp_intervall_09,temp_intervall_10
1348,5,7,0,GGB,0.0406,0.0427,0.0474,0.0469,0.0552,0.0644,0.0884,0.1193,0.1364,0.1510
1349,6,7,0,GGB,0.0389,0.0418,0.0478,0.0470,0.0585,0.0661,0.0917,0.1252,0.1424,0.1569
1350,7,7,0,GGB,0.0541,0.0572,0.0608,0.0621,0.0659,0.0699,0.0763,0.0915,0.0974,0.1015
1351,8,7,0,GGB,0.0585,0.0611,0.0618,0.0661,0.0610,0.0642,0.0484,0.0475,0.0420,0.0357
1352,9,7,0,GGB,0.0570,0.0590,0.0564,0.0629,0.0492,0.0503,0.0416,0.0271,0.0238,0.0200
1353,10,7,0,GGB,0.0514,0.0477,0.0429,0.0397,0.0316,0.0273,0.0214,0.0215,0.0169,0.0120
1354,11,7,0,GGB,0.0396,0.0348,0.0309,0.0249,0.0218,0.0179,0.0151,0.0157,0.0126,0.0093
1355,12,7,0,GGB,0.0225,0.0215,0.0201,0.0193,0.0164,0.0138,0.0128,0.0086,0.0070,0.0052
1356,13,7,0,GGB,0.0270,0.0240,0.0216,0.0178,0.0159,0.0130,0.0108,0.0101,0.0078,0.0053
1357,14,7,0,GGB,0.0322,0.0276,0.0238,0.0177,0.0154,0.0107,0.0093,0.0112,0.0084,0.0054
1358,15,7,0,GGB,0.0344,0.0306,0.0271,0.0225,0.0192,0.0154,0.0101,0.0103,0.0061,0.0017
1359,16,7,0,GGB,0.0380,0.0359,0.0325,0.0314,0.0244,0.0168,0.0118,0.0117,0.0058,0.0000
1360,17,7,0,GGB,0.0390,0.0367,0.0324,0.0374,0.0268,0.0207,0.0110,0.0162,0.0089,0.0014
1361,18,7,0,GGB,0.0382,0.0374,0.0368,0.0435,0.0341,0.0269,0.0143,0.0202,0.0109,0.0015
1362,19,7,0,GGB,0.0370,0.0397,0.0411,0.0449,0.0426,0.0321,0.0147,0.0119,0.0101,0.0080
1363,20,7,0,GGB,0.0449,0.0455,0.0464,0.0451,0.0465,0.0384,0.0190,0.0143,0.0108,0.0072
1364,21,7,0,GGB,0.0443,0.0453,0.0404,0.0426,0.0452,0.0437,0.0253,0.0173,0.0108,0.0042
1365,22,7,0,GGB,0.0436,0.0450,0.0474,0.0475,0.0508,0.0530,0.0423,0.0298,0.0198,0.0095
1366,23,7,0,GGB,0.0453,0.0465,0.0487,0.0486,0.0517,0.0602,0.0573,0.0513,0.0490,0.0459
1367,24,7,0,GGB,0.0431,0.0437,0.0468,0.0445,0.0516,0.0532,0.0643,0.0497,0.0520,0.0533
1368,1,1,0,GHA,0.0283,0.0300,0.0288,0.0278,0.0273,0.0280,0.0254,0.0250,0.0179,0.0167
1369,2,1,0,GHA,0.0299,0.0304,0.0292,0.0282,0.0283,0.0297,0.0278,0.0270,0.0234,0.0225
1370,3,1,0,GHA,0.0344,0.0307,0.0306,0.0284,0.0295,0.0327,0.0343,0.0278,0.0297,0.0309
1371,4,1,0,GHA,0.0331,0.0326,0.0315,0.0292,0.0299,0.0326,0.0360,0.0343,0.0312,0.0325
1372,5,1,0,GHA,0.0342,0.0332,0.0319,0.0298,0.0320,0.0344,0.0377,0.0440,0.0410,0.0419
1373,6,1,0,GHA,0.0352,0.0351,0.0357,0.0361,0.0363,0.0393,0.0570,0.0804,0.1487,0.1608
1374,7,1,0,GHA,0.0430,0.0458,0.0468,0.0504,0.0503,0.0529,0.0758,0.0961,0.1293,0.1361
1375,8,1,0,GHA,0.0505,0.0548,0.0551,0.0615,0.0624,0.0670,0.0831,0.1000,0.0948,0.0934
1376,9,1,0,GHA,0.0566,0.0573,0.0586,0.0623,0.0646,0.0698,0.0693,0.0652,0.0405,0.0398
1377,10,1,0,GHA,0.0605,0.0589,0.0586,0.0613,0.0612,0.0615,0.0609,0.0510,0.0403,0.0401
1378,11,1,0,GHA,0.0600,0.0589,0.0584,0.0585,0.0576,0.0549,0.0498,0.0479,0.0530,0.0490
1379,12,1,0,GHA,0.0594,0.0569,0.0571,0.0574,0.0543,0.0515,0.0453,0.0357,0.0464,0.0465
1380,13,1,0,GHA,0.0565,0.0528,0.0536,0.0533,0.0503,0.0475,0.0408,0.0370,0.0344,0.0334
1381,14,1,0,GHA,0.0538,0.0501,0.0476,0.0484,0.0467,0.0434,0.0381,0.0311,0.0210,0.0199
1382,15,1,0,GHA,0.0532,0.0474,0.0470,0.0492,0.0459,0.0420,0.0331,0.0249,0.0209,0.0191
1383,16,1,0,GHA,0.0515,0.0463,0.0460,0.0469,0.0457,0.0409,0.0322,0.0265,0.0234,0.0214
1384,17,1,0,GHA,0.0457,0.0415,0.0418,0.0437,0.0451,0.0414,0.0317,0.0200,0.0130,0.0114
1385,18,1,0,GHA,0.0462,0.0422,0.0418,0.0431,0.0443,0.0431,0.0307,0.0221,0.0142,0.0135
1386,19,1,0,GHA,0.0379,0.0398,0.0414,0.0400,0.0424,0.0401,0.0352,0.0321,0.0173,0.0157
1387,20,1,0,GHA,0.0259,0.0346,0.0370,0.0341,0.0357,0.0365,0.0392,0.0434,0.0420,0.0416
1388,21,1,0,GHA,0.0251,0.0306,0.0313,0.0280,0.0291,0.0300,0.0342,0.0442,0.0438,0.0426
1389,22,1,0,GHA,0.0235,0.0328,0.0323,0.0269,0.0269,0.0274,0.0327,0.0325,0.0254,0.0258
1390,23,1,0,GHA,0.0260,0.0288,0.0295,0.0272,0.0266,0.0258,0.0265,0.0251,0.0247,0.0240
1391,24,1,0,GHA,0.0296,0.0285,0.0284,0.0283,0.0276,0.0276,0.0232,0.0267,0.0237,0.0214
1392,1,2,0,GHA,0.0283,0.0300,0.0288,0.0278,0.0273,0.0280,0.0254,0.0250,0.0179,0.0167
1393,2,2,0,GHA,0.0299,0.0304,0.0292,0.0282,0.0283,0.0297,0.0278,0.0270,0.0234,0.0225
1394,3,2,0,GHA,0.0344,0.0307,0.0306,0.0284,0.0295,0.0327,0.0343,0.0278,0.0297,0.0309
1395,4,2,0,GHA,0.0331,0.0326,0.0315,0.0292,0.0299,0.0326,0.0360,0.0343,0.0312,0.0325
1396,5,2,0,GHA,0.0342,0.0332,0.0319,0.0298,0.0320,0.0344,0.0377,0.0440,0.0410,0.0419
1397,6,2,0,GHA,0.0352,0.0351,0.0357,0.0361,0.0363,0.0393,0.0570,0.0804,0.1487,0.1608
1398,7,2,0,GHA,0.0430,0.0458,0.0468,0.0504,0.0503,0.0529,0.0758,0.0961,0.1293,0.1361
1399,8,2,0,GHA,0.0505,0.0548,0.0551,0.0615,0.0624,0.0670,0.0831,0.1000,0.0948,0.0934
1400,9,2,0,GHA,0.0566,0.0573,0.0586,0.0623,0.0646,0.0698,0.0693,0.0652,0.0405,0.0398
1401,10,2,0,GHA,0.0605,0.0589,0.0586,0.0613,0.0612,0.0615,0.0609,0.0510,0.0403,0.0401
1402,11,2,0,GHA,0.0600,0.0589,0.0584,0.0585,0.0576,0.0549,0.0498,0.0479,0.0530,0.0490
1403,12,2,0,GHA,0.0594,0.0569,0.0571,0.0574,0.0543,0.0515,0.0453,0.0357,0.0464,0.0465
1404,13,2,0,GHA,0.0565,0.0528,0.0536,0.0533,0.0503,0.0475,0.0408,0.0370,0.0344,0.0334
1405,14,2,0,GHA,0.0538,0.0501,0.0476,0.0484,0.0467,0.0434,0.0381,0.0311,0.0210,0.0199
1406,15,2,0,GHA,0.0532,0.0474,0.0470,0.0492,0.0459,0.0420,0.0331,0.0249,0.0209,0.0191
1407,16,2,0,GHA,0.0515,0.0463,0.0460,0.0469,0.0457,0.0409,0.0322,0.0265,0.0234,0.0214
1408,17,2,0,GHA,0.0457,0.0415,0.0418,0.0437,0.0451,0.0414,0.0317,0.0200,0.0130,0.0114
1409,18,2,0,GHA,0.0462,0.0422,0.0418,0.0431,0.0443,0.0431,0.0307,0.0221,0.0142,0.0135
1410,19,2,0,GHA,0.0379,0.0398,0.0414,0.0400,0.0424,0.0401,0.0352,0.0321,0.0173,0.0157
1411,20,2,0,GHA,0.0259,0.0346,0.0370,0.0341,0.0357,0.0365,0.0392,0.0434,0.0420,0.0416
1412,21,2,0,GHA,0.0251,0.0306,0.0313,0.0280,0.0291,0.0300,0.0342,0.0442,0.0438,0.0426
1413,22,2,0,GHA,0.0235,0.0328,0.0323,0.0269,0.0269,0.0274,0.0327,0.0325,0.0254,0.0258
1414,23,2,0,GHA,0.0260,0.0288,0.0295,0.0272,0.0266,0.0258,0.0265,0.0251,0.0247,0.0240
1415,24,2,0,GHA,0.0296,0.0285,0.0284,0.0283,0.0276,0.0276,0.0232,0.0267,0.0237,0.0214
1416,1,3,0,GHA,0.0283,0.0300,0.0288,0.0278,0.0273,0.0280,0.0254,0.0250,0.0179,0.0167
1417,2,3,0,GHA,0.0299,0.0304,0.0292,0.0282,0.0283,0.0297,0.0278,0.0270,0.0234,0.0225
1418,3,3,0,GHA,0.0344,0.0307,0.0306,0.0284,0.0295,0.0327,0.0343,0.0278,0.0297,0.0309
1419,4,3,0,GHA,0.0331,0.0326,0.0315,0.0292,0.0299,0.0326,0.0360,0.0343,0.0312,0.0325
1420,5,3,0,GHA,0.0342,0.0332,0.0319,0.0298,0.0320,0.0344,0.0377,0.0440,0.0410,0.0419
1421,6,3,0,GHA,0.0352,0.0351,0.0357,0.0361,0.0363,0.0393,0.0570,0.0804,0.1487,0.1608
1422,7,3,0,GHA,0.0430,0.0458,0.0468,0.0504,0.0503,0.0529,0.0758,0.0961,0.1293,0.1361
1423,8,3,0,GHA,0.0505,0.0548,0.0551,0.0615,0.0624,0.0670,0.0831,0.1000,0.0948,0.0934
1424,9,3,0,GHA,0.0566,0.0573,0.0586,0.0623,0.0646,0.0698,0.0693,0.0652,0.0405,0.0398
1425,10,3,0,GHA,0.0605,0.0589,0.0586,0.0613,0.0612,0.0615,0.0609,0.0510,0.0403,0.0401
1426,11,3,0,GHA,0.0600,0.0589,0.0584,0.0585,0.0576,0.0549,0.0498,0.0479,0.0530,0.0490
1427,12,3,0,GHA,0.0594,0.0569,0.0571,0.0574,0.0543,0.0515,0.0453,0.0357,0.0464,0.0465
1428,13,3,0,GHA,0.0565,0.0528,0.0536,0.0533,0.0503,0.0475,0.0408,0.0370,0.0344,0.0334
1429,14,3,0,GHA,0.0538,0.0501,0.0476,0.0484,0.0467,0.0434,0.0381,0.0311,0.0210,0.0199
1430,15,3,0,GHA,0.0532,0.0474,0.0470,0.0492,0.0459,0.0420,0.0331,0.0249,0.0209,0.0191
1431,16,3,0,GHA,0.0515,0.0463,0.0460,0.0469,0.0457,0.0409,0.0322,0.0265,0.0234,0.0214
1432,17,3,0,GHA,0.0457,0.0415,0.0418,0.0437,0.0451,0.0414,0.0317,0.0200,0.0130,0.0114
1433,18,3,0,GHA,0.0462,0.0422,0.0418,0.0431,0.0443,0.0431,0.0307,0.0221,0.0142,0.0135
1434,19,3,0,GHA,0.0379,0.0398,0.0414,0.0400,0.0424,0.0401,0.0352,0.0321,0.0173,0.0157
1435,20,3,0,GHA,0.0259,0.0346,0.0370,0.0341,0.0357,0.0365,0.0392,0.0434,0.0420,0.0416
1436,21,3,0,GHA,0.0251,0.0306,0.0313,0.0280,0.0291,0.0300,0.0342,0.0442,0.0438,0.0426
1437,22,3,0,GHA,0.0235,0.0328,0.0323,0.0269,0.0269,0.0274,0.0327,0.0325,0.0254,0.0258
1438,23,3,0,GHA,0.0260,0.0288,0.0295,0.0272,0.0266,0.0258,0.0265,0.0251,0.0247,0.0240
1439,24,3,0,GHA,0.0296,0.0285,0.0284,0.0283,0.0276,0.0276,0.0232,0.0267,0.0237,0.0214
1440,1,4,0,GHA,0.0283,0.0300,0.0288,0.0278,0.0273,0.0280,0.0254,0.0250,0.0179,0.0167
1441,2,4,0,GHA,0.0299,0.0304,0.0292,0.0282,0.0283,0.0297,0.0278,0.0270,0.0234,0.0225
1442,3,4,0,GHA,0.0344,0.0307,0.0306,0.0284,0.0295,0.0327,0.0343,0.0278,0.0297,0.0309
1443,4,4,0,GHA,0.0331,0.0326,0.0315,0.0292,0.0299,0.0326,0.0360,0.0343,0.0312,0.0325
1444,5,4,0,GHA,0.0342,0.0332,0.0319,0.0298,0.0320,0.0344,0.0377,0.0440,0.0410,0.0419
1445,6,4,0,GHA,0.0352,0.0351,0.0357,0.0361,0.0363,0.0393,0.0570,0.0804,0.1487,0.1608
1446,7,4,0,GHA,0.0430,0.0458,0.0468,0.0504,0.0503,0.0529,0.0758,0.0961,0.1293,0.1361
1447,8,4,0,GHA,0.0505,0.0548,0.0551,0.0615,0.0624,0.0670,0.0831,0.1000,0.0948,0.0934
1448,9,4,0,GHA,0.0566,0.0573,0.0586,0.0623,0.0646,0.0698,0.0693,0.0652,0.0405,0.0398
1449,10,4,0,GHA,0.0605,0.0589,0.0586,0.0613,0.0612,0.0615,0.0609,0.0510,0.0403,0.0401
1450,11,4,0,GHA,0.0600,0.0589,0.0584,0.0585,0.0576,0.0549,0.0498,0.0479,0.0530,0.0490
1451,12,4,0,GHA,0.0594,0.0569,0.0571,0.0574,0.0543,0.0515,0.0453,0.0357,0.0464,0.0465
1452,13,4,0,GHA,0.0565,0.0528,0.0536,0.0533,0.0503,0.0475,0.0408,0.0370,0.0344,0.0334
1453,14,4,0,GHA,0.0538,0.0501,0.0476,0.0484,0.0467,0.0434,0.0381,0.0311,0.0210,0.0199
1454,15,4,0,GHA,0.0532,0.0474,0.0470,0.0492,0.0459,0.0420,0.0331,0.0249,0.0209,0.0191
1455,16,4,0,GHA,0.0515,0.0463,0.0460,0.0469,0.0457,0.0409,0.0322,0.0265,0.0234,0.0214
1456,17,4,0,GHA,0.0457,0.0415,0.0418,0.0437,0.0451,0.0414,0.0317,0.0200,0.0130,0.0114
1457,18,4,0,GHA,0.0462,0.0422,0.0418,0.0431,0.0443,0.0431,0.0307,0.0221,0.0142,0.0135
1458,19,4,0,GHA,0.0379,0.0398,0.0414,0.0400,0.0424,0.0401,0.0352,0.0321,0.0173,0.0157
1459,20,4,0,GHA,0.0259,0.0346,0.0370,0.0341,0.0357,0.0365,0.0392,0.0434,0.0420,0.0416
1460,21,4,0,GHA,0.0251,0.0306,0.0313,0.0280,0.0291,0.0300,0.0342,0.0442,0.0438,0.0426
1461,22,4,0,GHA,0.0235,0.0328,0.0323,0.0269,0.0269,0.0274,0.0327,0.0325,0.0254,0.0258
1462,23,4,0,GHA,0.0260,0.0288,0.0295,0.0272,0.0266,0.0258,0.0265,0.0251,0.0247,0.0240
1463,24,4,0,GHA,0.0296,0.0285,0.0284,0.0283,0.0276,0.0276,0.0232,0.0267,0.0237,0.0214
1464,1,5,0,GHA,0.0283,0.0300,0.0288,0.0278,0.0273,0.0280,0.0254,0.0250,0.0179,0.0167
1465,2,5,0,GHA,0.0299,0.0304,0.0292,0.0282,0.0283,0.0297,0.0278,0.0270,0.0234,0.0225
1466,3,5,0,GHA,0.0344,0.0307,0.0306,0.0284,0.0295,0.0327,0.0343,0.0278,0.0297,0.0309
1467,4,5,0,GHA,0.0331,0.0326,0.0315,0.0292,0.0299,0.0326,0.0360,0.0343,0.0312,0.0325
1468,5,5,0,GHA,0.0342,0.0332,0.0319,0.0298,0.0320,0.0344,0.0377,0.0440,0.0410,0.0419
1469,6,5,0,GHA,0.0352,0.0351,0.0357,0.0361,0.0363,0.0393,0.0570,0.0804,0.1487,0.1608
1470,7,5,0,GHA,0.0430,0.0458,0.0468,0.0504,0.0503,0.0529,0.0758,0.0961,0.1293,0.1361
1471,8,5,0,GHA,0.0505,0.0548,0.0551,0.0615,0.0624,0.0670,0.0831,0.1000,0.0948,0.0934
1472,9,5,0,GHA,0.0566,0.0573,0.0586,0.0623,0.0646,0.0698,0.0693,0.0652,0.0405,0.0398
1473,10,5,0,GHA,0.0605,0.0589,0.0586,0.0613,0.0612,0.0615,0.0609,0.0510,0.0403,0.0401
1474,11,5,0,GHA,0.0600,0.0589,0.0584,0.0585,0.0576,0.0549,0.0498,0.0479,0.0530,0.0490
1475,12,5,0,GHA,0.0594,0.0569,0.0571,0.0574,0.0543,0.0515,0.0453,0.0357,0.0464,0.0465
1476,13,5,0,GHA,0.0565,0.0528,0.0536,0.0533,0.0503,0.0475,0.0408,0.0370,0.0344,0.0334
1477,14,5,0,GHA,0.0538,0.0501,0.0476,0.0484,0.0467,0.0434,0.0381,0.0311,0.0210,0.0199
1478,15,5,0,GHA,0.0532,0.0474,0.0470,0.0492,0.0459,0.0420,0.0331,0.0249,0.0209,0.0191
1479,16,5,0,GHA,0.0515,0.0463,0.0460,0.0469,0.0457,0.0409,0.0322,0.0265,0.0234,0.0214
1480,17,5,0,GHA,0.0457,0.0415,0.0418,0.0437,0.0451,0.0414,0.0317,0.0200,0.0130,0.0114
1481,18,5,0,GHA,0.0462,0.0422,0.0418,0.0431,0.0443,0.0431,0.0307,0.0221,0.0142,0.0135
1482,19,5,0,GHA,0.0379,0.0398,0.0414,0.0400,0.0424,0.0401,0.0352,0.0321,0.0173,0.0157
1483,20,5,0,GHA,0.0259,0.0346,0.0370,0.0341,0.0357,0.0365,0.0392,0.0434,0.0420,0.0416
1484,21,5,0,GHA,0.0251,0.0306,0.0313,0.0280,0.0291,0.0300,0.0342,0.0442,0.0438,0.0426
1485,22,5,0,GHA,0.0235,0.0328,0.0323,0.0269,0.0269,0.0274,0.0327,0.0325,0.0254,0.0258
1486,23,5,0,GHA,0.0260,0.0288,0.0295,0.0272,0.0266,0.0258,0.0265,0.0251,0.0247,0.0240
1487,24,5,0,GHA,0.0296,0.0285,0.0284,0.0283,0.0276,0.0276,0.0232,0.0267,0.0237,0.0214
1488,1,6,0,GHA,0.0259,0.0275,0.0292,0.0337,0.0322,0.0335,0.0527,0.0466,0.0595,0.0865
1489,2,6,0,GHA,0.0287,0.0300,0.0312,0.0346,0.0328,0.0376,0.0386,0.0419,0.0488,0.0599
1490,3,6,0,GHA,0.0274,0.0295,0.0314,0.0354,0.0343,0.0344,0.0469,0.0323,0.0283,0.0161
1491,4,6,0,GHA,0.0284,0.0299,0.0314,0.0339,0.0334,0.0355,0.0393,0.0399,0.0471,0.0578
1492,5,6,0,GHA,0.0260,0.0284,0.0308,0.0362,0.0360,0.0378,0.0424,0.0443,0.0524,0.0652
1493,6,6,0,GHA,0.0283,0.0305,0.0324,0.0353,0.0362,0.0394,0.0475,0.0476,0.0606,0.0839
1494,7,6,0,GHA,0.0542,0.0538,0.0535,0.0530,0.0570,0.0518,0.0508,0.0644,0.0792,0.1015
1495,8,6,0,GHA,0.0566,0.0571,0.0579,0.0638,0.0623,0.0644,0.0589,0.0594,0.0611,0.0707
1496,9,6,0,GHA,0.0556,0.0573,0.0596,0.0611,0.0647,0.0691,0.0636,0.0615,0.0522,0.0183
1497,10,6,0,GHA,0.0574,0.0574,0.0576,0.0568,0.0598,0.0654,0.0610,0.0493,0.0276,0.0151
1498,11,6,0,GHA,0.0568,0.0564,0.0562,0.0583,0.0567,0.0562,0.0633,0.0654,0.0737,0.0814
1499,12,6,0,GHA,0.0583,0.0569,0.0554,0.0554,0.0519,0.0504,0.0416,0.0394,0.0194,0.0117
1500,13,6,0,GHA,0.0567,0.0547,0.0526,0.0517,0.0477,0.0493,0.0441,0.0400,0.0218,0.0122
1501,14,6,0,GHA,0.0569,0.0547,0.0524,0.0519,0.0463,0.0427,0.0395,0.0436,0.0399,0.0179
1502,15,6,0,GHA,0.0539,0.0517,0.0494,0.0486,0.0447,0.0403,0.0442,0.0528,0.0686,0.0953
1503,16,6,0,GHA,0.0484,0.0462,0.0441,0.0392,0.0408,0.0395,0.0367,0.0495,0.0630,0.0831
1504,17,6,0,GHA,0.0381,0.0379,0.0379,0.0406,0.0399,0.0386,0.0379,0.0451,0.0518,0.0541
1505,18,6,0,GHA,0.0361,0.0364,0.0369,0.0357,0.0389,0.0357,0.0282,0.0353,0.0303,0.0152
1506,19,6,0,GHA,0.0338,0.0334,0.0329,0.0293,0.0314,0.0331,0.0239,0.0189,0.0083,0.0084
1507,20,6,0,GHA,0.0328,0.0328,0.0326,0.0286,0.0308,0.0303,0.0293,0.0288,0.0256,0.0118
1508,21,6,0,GHA,0.0379,0.0368,0.0354,0.0307,0.0300,0.0300,0.0294,0.0258,0.0217,0.0085
1509,22,6,0,GHA,0.0375,0.0369,0.0360,0.0308,0.0319,0.0304,0.0285,0.0270,0.0262,0.0141
1510,23,6,0,GHA,0.0355,0.0344,0.0331,0.0266,0.0285,0.0273,0.0279,0.0235,0.0207,0.0077
1511,24,6,0,GHA,0.0288,0.0294,0.0301,0.0288,0.0318,0.0273,0.0238,0.0177,0.0122,0.0036
1512,1,7,0,GHA,0.0336,0.0345,0.0353,0.0359,0.0383,0.0348,0.0305,0.0318,0.0327,0.0337
1513,2,7,0,GHA,0.0381,0.0376,0.0368,0.0356,0.0384,0.0442,0.0334,0.0352,0.0353,0.0355
1514,3,7,0,GHA,0.0405,0.0399,0.0392,0.0356,0.0368,0.0425,0.0397,0.0577,0.0575,0.0573
1515,4,7,0,GHA,0.0432,0.0428,0.0423,0.0420,0.0439,0.0442,0.0479,0.0543,0.0579,0.0630
1516,5,7,0,GHA,0.0376,0.0376,0.0376,0.0437,0.0489,0.0542,0.0751,0.0739,0.0763,0.0797
1517,6,7,0,GHA,0.0410,0.0440,0.0469,0.0514,0.0574,0.0702,0.0919,0.0925,0.0966,0.0996
1518,7,7,0,GHA,0.0380,0.0385,0.0390,0.0492,0.0471,0.0477,0.0530,0.0809,0.0823,0.0842
1519,8,7,0,GHA,0.0511,0.0514,0.0522,0.0556,0.0507,0.0536,0.0759,0.0855,0.0901,0.0933
1520,9,7,0,GHA,0.0467,0.0466,0.0481,0.0514,0.0522,0.0463,0.0564,0.0473,0.0477,0.0483
1521,10,7,0,GHA,0.0459,0.0462,0.0465,0.0499,0.0459,0.0473,0.0408,0.0307,0.0302,0.0299
1522,11,7,0,GHA,0.0439,0.0441,0.0448,0.0483,0.0426,0.0390,0.0401,0.0316,0.0308,0.0301
1523,12,7,0,GHA,0.0434,0.0431,0.0425,0.0446,0.0432,0.0393,0.0338,0.0228,0.0219,0.0211
1524,13,7,0,GHA,0.0412,0.0400,0.0385,0.0406,0.0414,0.0398,0.0349,0.0231,0.0219,0.0185
1525,14,7,0,GHA,0.0408,0.0399,0.0388,0.0408,0.0359,0.0334,0.0284,0.0243,0.0229,0.0215
1526,15,7,0,GHA,0.0393,0.0383,0.0370,0.0368,0.0353,0.0322,0.0304,0.0183,0.0174,0.0165
1527,16,7,0,GHA,0.0425,0.0415,0.0403,0.0382,0.0363,0.0318,0.0261,0.0175,0.0169,0.0164
1528,17,7,0,GHA,0.0422,0.0411,0.0398,0.0377,0.0373,0.0325,0.0332,0.0184,0.0145,0.0108
1529,18,7,0,GHA,0.0429,0.0421,0.0411,0.0396,0.0371,0.0322,0.0320,0.0285,0.0228,0.0174
1530,19,7,0,GHA,0.0454,0.0444,0.0432,0.0389,0.0373,0.0354,0.0356,0.0348,0.0348,0.0350
1531,20,7,0,GHA,0.0393,0.0394,0.0394,0.0365,0.0394,0.0365,0.0335,0.0289,0.0287,0.0286
1532,21,7,0,GHA,0.0421,0.0420,0.0419,0.0341,0.0361,0.0412,0.0319,0.0445,0.0445,0.0447
1533,22,7,0,GHA,0.0460,0.0467,0.0473,0.0375,0.0423,0.0447,0.0355,0.0513,0.0521,0.0524
1534,23,7,0,GHA,0.0334,0.0348,0.0363,0.0375,0.0361,0.0386,0.0298,0.0347,0.0340,0.0334
1535,24,7,0,GHA,0.0419,0.0435,0.0452,0.0386,0.0401,0.0384,0.0302,0.0315,0.0302,0.0291
1536,1,1,0,GKO,0.0309,0.0339,0.0315,0.0346,0.0329,0.0292,0.0268,0.0283,0.0261,0.0237
1537,2,1,0,GKO,0.0330,0.0359,0.0317,0.0350,0.0332,0.0318,0.0310,0.0335,0.0325,0.0317
1538,3,1,0,GKO,0.0358,0.0366,0.0334,0.0343,0.0333,0.0318,0.0318,0.0312,0.0309,0.0309
1539,4,1,0,GKO,0.0455,0.0444,0.0402,0.0393,0.0387,0.0363,0.0357,0.0310,0.0303,0.0296
1540,5,1,0,GKO,0.0433,0.0430,0.0432,0.0432,0.0458,0.0461,0.0492,0.0428,0.0451,0.0477
1541,6,1,0,GKO,0.0459,0.0434,0.0468,0.0446,0.0460,0.0500,0.0576,0.0521,0.0597,0.0672
1542,7,1,0,GKO,0.0501,0.0499,0.0510,0.0518,0.0543,0.0619,0.0771,0.0839,0.0911,0.0986
1543,8,1,0,GKO,0.0574,0.0550,0.0553,0.0540,0.0559,0.0611,0.0681,0.0685,0.0759,0.0838
1544,9,1,0,GKO,0.0612,0.0557,0.0538,0.0533,0.0539,0.0589,0.0597,0.0549,0.0577,0.0610
1545,10,1,0,GKO,0.0475,0.0478,0.0494,0.0502,0.0515,0.0533,0.0524,0.0475,0.0470,0.0469
1546,11,1,0,GKO,0.0443,0.0453,0.0477,0.0475,0.0482,0.0494,0.0491,0.0492,0.0488,0.0487
1547,12,1,0,GKO,0.0438,0.0447,0.0470,0.0456,0.0466,0.0467,0.0457,0.0484,0.0476,0.0472
1548,13,1,0,GKO,0.0418,0.0426,0.0446,0.0444,0.0444,0.0443,0.0422,0.0504,0.0516,0.0519
1549,14,1,0,GKO,0.0425,0.0429,0.0445,0.0431,0.0444,0.0428,0.0403,0.0434,0.0427,0.0408
1550,15,1,0,GKO,0.0431,0.0427,0.0438,0.0417,0.0429,0.0422,0.0370,0.0410,0.0360,0.0312
1551,16,1,0,GKO,0.0442,0.0438,0.0446,0.0419,0.0422,0.0403,0.0372,0.0337,0.0306,0.0278
1552,17,1,0,GKO,0.0453,0.0426,0.0425,0.0400,0.0397,0.0385,0.0345,0.0330,0.0288,0.0249
1553,18,1,0,GKO,0.0425,0.0405,0.0424,0.0404,0.0400,0.0387,0.0365,0.0375,0.0343,0.0313
1554,19,1,0,GKO,0.0331,0.0357,0.0365,0.0396,0.0379,0.0370,0.0355,0.0326,0.0321,0.0317
1555,20,1,0,GKO,0.0331,0.0339,0.0356,0.0386,0.0372,0.0360,0.0345,0.0322,0.0319,0.0302
1556,21,1,0,GKO,0.0318,0.0345,0.0351,0.0377,0.0366,0.0351,0.0329,0.0344,0.0326,0.0307
1557,22,1,0,GKO,0.0337,0.0363,0.0323,0.0344,0.0328,0.0320,0.0314,0.0313,0.0307,0.0297
1558,23,1,0,GKO,0.0339,0.0325,0.0338,0.0320,0.0302,0.0278,0.0281,0.0299,0.0292,0.0290
1559,24,1,0,GKO,0.0363,0.0364,0.0333,0.0328,0.0314,0.0288,0.0257,0.0293,0.0268,0.0238
1560,1,2,0,GKO,0.0309,0.0339,0.0315,0.0346,0.0329,0.0292,0.0268,0.0283,0.0261,0.0237
1561,2,2,0,GKO,0.0330,0.0359,0.0317,0.0350,0.0332,0.0318,0.0310,0.0335,0.0325,0.0317
1562,3,2,0,GKO,0.0358,0.0366,0.0334,0.0343,0.0333,0.0318,0.0318,0.0312,0.0309,0.0309
1563,4,2,0,GKO,0.0455,0.0444,0.0402,0.0393,0.0387,0.0363,0.0357,0.0310,0.0303,0.0296
1564,5,2,0,GKO,0.0433,0.0430,0.0432,0.0432,0.0458,0.0461,0.0492,0.0428,0.0451,0.0477
1565,6,2,0,GKO,0.0459,0.0434,0.0468,0.0446,0.0460,0.0500,0.0576,0.0521,0.0597,0.0672
1566,7,2,0,GKO,0.0501,0.0499,0.0510,0.0518,0.0543,0.0619,0.0771,0.0839,0.0911,0.0986
1567,8,2,0,GKO,0.0574,0.0550,0.0553,0.0540,0.0559,0.0611,0.0681,0.0685,0.0759,0.0838
