,hour_of_day,weekday,building_class,shlp_type,temp_intervall_01,temp_intervall_02,temp_intervall_03,temp_intervall_04,temp_intervall_05,temp_intervall_06,temp_intervall_07,temp_intervall_08,temp_intervall_09,temp_intervall_10
224,9,0,10,EFH,0.0483,0.0488,0.0494,0.0482,0.0497,0.0530,0.0589,0.0623,0.0620,0.0620
225,10,0,10,EFH,0.0466,0.0471,0.0475,0.0471,0.0484,0.0489,0.0541,0.0604,0.0612,0.0612
226,11,0,10,EFH,0.0461,0.0465,0.0469,0.0466,0.0467,0.0458,0.0502,0.0560,0.0615,0.0615
227,12,0,10,EFH,0.0432,0.0435,0.0436,0.0440,0.0446,0.0424,0.0445,0.0493,0.0487,0.0487
228,13,0,10,EFH,0.0417,0.0419,0.0419,0.0433,0.0438,0.0423,0.0410,0.0444,0.0499,0.0499
229,14,0,10,EFH,0.0416,0.0418,0.0418,0.0425,0.0429,0.0413,0.0409,0.0414,0.0437,0.0437
230,15,0,10,EFH,0.0406,0.0408,0.0407,0.0437,0.0436,0.0419,0.0401,0.0398,0.0421,0.0421
231,16,0,10,EFH,0.0421,0.0423,0.0422,0.0440,0.0442,0.0432,0.0406,0.0372,0.0373,0.0373
232,17,0,10,EFH,0.0473,0.0478,0.0482,0.0475,0.0478,0.0468,0.0433,0.0415,0.0449,0.0449
233,18,0,10,EFH,0.0481,0.0486,0.0492,0.0487,0.0499,0.0503,0.0457,0.0443,0.0473,0.0473
234,19,0,10,EFH,0.0471,0.0476,0.0480,0.0491,0.0504,0.0516,0.0488,0.0430,0.0454,0.0454
235,20,0,10,EFH,0.0466,0.0470,0.0474,0.0486,0.0504,0.0528,0.0536,0.0495,0.0484,0.0484
236,21,0,10,EFH,0.0459,0.0463,0.0466,0.0474,0.0493,0.0517,0.0527,0.0505,0.0520,0.0520
237,22,0,10,EFH,0.0425,0.0427,0.0428,0.0426,0.0444,0.0465,0.0486,0.0439,0.0426,0.0426
238,23,0,10,EFH,0.0352,0.0352,0.0346,0.0341,0.0331,0.0335,0.0357,0.0330,0.0287,0.0287
239,24,0,10,EFH,0.0310,0.0307,0.0299,0.0293,0.0263,0.0226,0.0169,0.0129,0.0106,0.0106
240,1,0,11,EFH,0.0296,0.0292,0.0281,0.0262,0.0230,0.0196,0.0142,0.0096,0.0045,0.0045
241,2,0,11,EFH,0.0294,0.0289,0.0279,0.0266,0.0237,0.0208,0.0155,0.0105,0.0054,0.0054
242,3,0,11,EFH,0.0300,0.0296,0.0286,0.0274,0.0243,0.0217,0.0167,0.0112,0.0044,0.0044
243,4,0,11,EFH,0.0307,0.0303,0.0294,0.0289,0.0262,0.0249,0.0200,0.0162,0.0081,0.0081
244,5,0,11,EFH,0.0321,0.0318,0.0310,0.0333,0.0312,0.0326,0.0298,0.0289,0.0191,0.0191
245,6,0,11,EFH,0.0381,0.0380,0.0377,0.0430,0.0448,0.0483,0.0541,0.0662,0.0601,0.0601
246,7,0,11,EFH,0.0577,0.0573,0.0602,0.0551,0.0577,0.0619,0.0685,0.0821,0.0939,0.0939
247,8,0,11,EFH,0.0525,0.0530,0.0537,0.0510,0.0537,0.0578,0.0679,0.0757,0.0809,0.0809
248,9,0,11,EFH,0.0498,0.0501,0.0507,0.0497,0.0510,0.0527,0.0578,0.0609,0.0614,0.0614
249,10,0,11,EFH,0.0476,0.0479,0.0483,0.0482,0.0488,0.0486,0.0527,0.0601,0.0587,0.0587
250,11,0,11,EFH,0.0466,0.0469,0.0472,0.0467,0.0465,0.0452,0.0478,0.0513,0.0533,0.0533
251,12,0,11,EFH,0.0437,0.0438,0.0438,0.0446,0.0448,0.0430,0.0435,0.0483,0.0541,0.0541
252,13,0,11,EFH,0.0423,0.0424,0.0424,0.0439,0.0438,0.0424,0.0415,0.0442,0.0521,0.0521
253,14,0,11,EFH,0.0422,0.0422,0.0422,0.0435,0.0437,0.0422,0.0402,0.0397,0.0420,0.0420
254,15,0,11,EFH,0.0418,0.0418,0.0418,0.0448,0.0446,0.0433,0.0399,0.0378,0.0403,0.0403
255,16,0,11,EFH,0.0438,0.0439,0.0439,0.0456,0.0458,0.0452,0.0414,0.0359,0.0360,0.0360
256,17,0,11,EFH,0.0472,0.0475,0.0478,0.0481,0.0481,0.0478,0.0441,0.0400,0.0423,0.0423
257,18,0,11,EFH,0.0482,0.0485,0.0489,0.0489,0.0501,0.0509,0.0477,0.0428,0.0498,0.0498
258,19,0,11,EFH,0.0472,0.0475,0.0478,0.0491,0.0506,0.0523,0.0515,0.0456,0.0482,0.0482
259,20,0,11,EFH,0.0469,0.0471,0.0475,0.0484,0.0505,0.0527,0.0552,0.0513,0.0508,0.0508
260,21,0,11,EFH,0.0461,0.0463,0.0465,0.0466,0.0485,0.0504,0.0535,0.0519,0.0526,0.0526
261,22,0,11,EFH,0.0423,0.0424,0.0424,0.0414,0.0430,0.0440,0.0474,0.0442,0.0450,0.0450
262,23,0,11,EFH,0.0345,0.0343,0.0337,0.0318,0.0309,0.0301,0.0315,0.0309,0.0262,0.0262
263,24,0,11,EFH,0.0298,0.0294,0.0284,0.0272,0.0246,0.0218,0.0177,0.0147,0.0108,0.0108
264,1,0,1,MFH,0.0296,0.0294,0.0287,0.0261,0.0239,0.0231,0.0232,0.0232,0.0257,0.0257
265,2,0,1,MFH,0.0296,0.0293,0.0286,0.0268,0.0253,0.0254,0.0222,0.0225,0.0262,0.0262
266,3,0,1,MFH,0.0293,0.0291,0.0284,0.0271,0.0256,0.0237,0.0210,0.0212,0.0258,0.0258
267,4,0,1,MFH,0.0303,0.0300,0.0295,0.0292,0.0274,0.0255,0.0227,0.0223,0.0244,0.0244
268,5,0,1,MFH,0.0362,0.0362,0.0359,0.0359,0.0343,0.0347,0.0346,0.0381,0.0396,0.0396
269,6,0,1,MFH,0.0553,0.0552,0.0559,0.0510,0.0503,0.0518,0.0539,0.0570,0.0553,0.0553
270,7,0,1,MFH,0.0525,0.0514,0.0517,0.0498,0.0495,0.0526,0.0610,0.0610,0.0433,0.0433
271,8,0,1,MFH,0.0452,0.0454,0.0456,0.0468,0.0482,0.0504,0.0537,0.0545,0.0519,0.0519
272,9,0,1,MFH,0.0458,0.0460,0.0462,0.0480,0.0482,0.0491,0.0513,0.0505,0.0481,0.0481
273,10,0,1,MFH,0.0450,0.0452,0.0453,0.0475,0.0472,0.0462,0.0477,0.0493,0.0488,0.0488
274,11,0,1,MFH,0.0428,0.0429,0.0430,0.0463,0.0459,0.0445,0.0455,0.0463,0.0470,0.0470
275,12,0,1,MFH,0.0441,0.0442,0.0444,0.0451,0.0446,0.0432,0.0435,0.0447,0.0462,0.0462
276,13,0,1,MFH,0.0433,0.0434,0.0435,0.0449,0.0442,0.0424,0.0425,0.0445,0.0460,0.0460
277,14,0,1,MFH,0.0428,0.0429,0.0429,0.0439,0.0442,0.0418,0.0413,0.0406,0.0427,0.0427
278,15,0,1,MFH,0.0422,0.0423,0.0424,0.0438,0.0444,0.0418,0.0398,0.0400,0.0443,0.0443
279,16,0,1,MFH,0.0431,0.0432,0.0432,0.0443,0.0449,0.0430,0.0402,0.0383,0.0394,0.0394
280,17,0,1,MFH,0.0436,0.0437,0.0439,0.0461,0.0467,0.0455,0.0415,0.0391,0.0391,0.0391
281,18,0,1,MFH,0.0460,0.0461,0.0463,0.0475,0.0483,0.0479,0.0438,0.0412,0.0420,0.0420
282,19,0,1,MFH,0.0454,0.0457,0.0459,0.0481,0.0493,0.0499,0.0474,0.0447,0.0442,0.0442
283,20,0,1,MFH,0.0463,0.0465,0.0468,0.0477,0.0491,0.0513,0.0506,0.0477,0.0454,0.0454
284,21,0,1,MFH,0.0456,0.0457,0.0460,0.0462,0.0480,0.0507,0.0518,0.0504,0.0495,0.0495
285,22,0,1,MFH,0.0431,0.0432,0.0434,0.0423,0.0437,0.0461,0.0494,0.0492,0.0478,0.0478
286,23,0,1,MFH,0.0415,0.0415,0.0415,0.0381,0.0384,0.0397,0.0407,0.0415,0.0432,0.0432
287,24,0,1,MFH,0.0315,0.0313,0.0308,0.0279,0.0282,0.0296,0.0303,0.0320,0.0340,0.0340
288,1,0,2,MFH,0.0297,0.0295,0.0289,0.0260,0.0237,0.0229,0.0227,0.0228,0.0253,0.0253
289,2,0,2,MFH,0.0296,0.0294,0.0287,0.0267,0.0252,0.0251,0.0219,0.0223,0.0259,0.0259
290,3,0,2,MFH,0.0294,0.0291,0.0285,0.0271,0.0255,0.0236,0.0209,0.0210,0.0254,0.0254
291,4,0,2,MFH,0.0303,0.0301,0.0295,0.0292,0.0274,0.0256,0.0229,0.0223,0.0241,0.0241
292,5,0,2,MFH,0.0360,0.0359,0.0357,0.0356,0.0341,0.0346,0.0345,0.0377,0.0390,0.0390
293,6,0,2,MFH,0.0549,0.0548,0.0556,0.0510,0.0504,0.0516,0.0534,0.0561,0.0539,0.0539
294,7,0,2,MFH,0.0534,0.0519,0.0521,0.0501,0.0499,0.0525,0.0608,0.0607,0.0436,0.0436
295,8,0,2,MFH,0.0455,0.0457,0.0460,0.0472,0.0485,0.0505,0.0543,0.0555,0.0533,0.0533
296,9,0,2,MFH,0.0459,0.0460,0.0463,0.0483,0.0483,0.0492,0.0517,0.0510,0.0487,0.0487
297,10,0,2,MFH,0.0449,0.0451,0.0452,0.0476,0.0473,0.0464,0.0481,0.0499,0.0494,0.0494
298,11,0,2,MFH,0.0426,0.0427,0.0428,0.0463,0.0460,0.0447,0.0458,0.0468,0.0473,0.0473
299,12,0,2,MFH,0.0439,0.0441,0.0442,0.0452,0.0446,0.0433,0.0437,0.0449,0.0463,0.0463
300,13,0,2,MFH,0.0431,0.0432,0.0433,0.0448,0.0442,0.0425,0.0427,0.0447,0.0462,0.0462
301,14,0,2,MFH,0.0426,0.0427,0.0427,0.0439,0.0441,0.0419,0.0414,0.0407,0.0428,0.0428
302,15,0,2,MFH,0.0421,0.0422,0.0423,0.0438,0.0444,0.0419,0.0399,0.0401,0.0441,0.0441
303,16,0,2,MFH,0.0430,0.0432,0.0432,0.0442,0.0448,0.0431,0.0403,0.0384,0.0396,0.0396
304,17,0,2,MFH,0.0436,0.0437,0.0439,0.0460,0.0467,0.0455,0.0415,0.0391,0.0392,0.0392
305,18,0,2,MFH,0.0459,0.0461,0.0463,0.0474,0.0483,0.0479,0.0437,0.0411,0.0420,0.0420
306,19,0,2,MFH,0.0454,0.0457,0.0459,0.0480,0.0493,0.0499,0.0472,0.0446,0.0442,0.0442
307,20,0,2,MFH,0.0463,0.0465,0.0468,0.0476,0.0491,0.0513,0.0505,0.0476,0.0455,0.0455
308,21,0,2,MFH,0.0456,0.0458,0.0461,0.0462,0.0480,0.0508,0.0518,0.0503,0.0495,0.0495
309,22,0,2,MFH,0.0431,0.0433,0.0434,0.0423,0.0438,0.0463,0.0495,0.0493,0.0479,0.0479
310,23,0,2,MFH,0.0416,0.0416,0.0417,0.0379,0.0382,0.0395,0.0408,0.0417,0.0434,0.0434
311,24,0,2,MFH,0.0317,0.0315,0.0311,0.0278,0.0281,0.0293,0.0299,0.0315,0.0334,0.0334
312,1,0,3,MFH,0.0299,0.0297,0.0290,0.0259,0.0236,0.0226,0.0223,0.0224,0.0248,0.0248
313,2,0,3,MFH,0.0296,0.0294,0.0288,0.0266,0.0251,0.0248,0.0217,0.0221,0.0257,0.0257
314,3,0,3,MFH,0.0294,0.0292,0.0285,0.0270,0.0254,0.0235,0.0208,0.0208,0.0250,0.0250
315,4,0,3,MFH,0.0304,0.0302,0.0296,0.0291,0.0274,0.0257,0.0230,0.0223,0.0238,0.0238
316,5,0,3,MFH,0.0357,0.0356,0.0354,0.0352,0.0340,0.0346,0.0343,0.0372,0.0383,0.0383
317,6,0,3,MFH,0.0545,0.0545,0.0552,0.0510,0.0505,0.0514,0.0529,0.0552,0.0526,0.0526
318,7,0,3,MFH,0.0544,0.0523,0.0525,0.0504,0.0502,0.0525,0.0606,0.0603,0.0439,0.0439
319,8,0,3,MFH,0.0458,0.0461,0.0463,0.0476,0.0489,0.0507,0.0548,0.0565,0.0548,0.0548
320,9,0,3,MFH,0.0459,0.0461,0.0463,0.0486,0.0484,0.0494,0.0520,0.0515,0.0493,0.0493
321,10,0,3,MFH,0.0448,0.0450,0.0451,0.0478,0.0474,0.0466,0.0485,0.0505,0.0501,0.0501
322,11,0,3,MFH,0.0424,0.0426,0.0427,0.0464,0.0461,0.0449,0.0461,0.0472,0.0477,0.0477
323,12,0,3,MFH,0.0437,0.0439,0.0440,0.0452,0.0446,0.0434,0.0438,0.0451,0.0464,0.0464
324,13,0,3,MFH,0.0428,0.0430,0.0431,0.0448,0.0442,0.0426,0.0428,0.0448,0.0464,0.0464
325,14,0,3,MFH,0.0424,0.0425,0.0425,0.0439,0.0441,0.0420,0.0416,0.0409,0.0428,0.0428
326,15,0,3,MFH,0.0420,0.0421,0.0422,0.0437,0.0443,0.0420,0.0401,0.0403,0.0440,0.0440
327,16,0,3,MFH,0.0430,0.0432,0.0432,0.0441,0.0447,0.0431,0.0403,0.0385,0.0397,0.0397
328,17,0,3,MFH,0.0436,0.0437,0.0439,0.0459,0.0466,0.0455,0.0415,0.0391,0.0392,0.0392
329,18,0,3,MFH,0.0458,0.0460,0.0462,0.0473,0.0482,0.0478,0.0436,0.0410,0.0420,0.0420
330,19,0,3,MFH,0.0454,0.0457,0.0459,0.0479,0.0492,0.0499,0.0471,0.0445,0.0442,0.0442
331,20,0,3,MFH,0.0463,0.0466,0.0469,0.0476,0.0491,0.0513,0.0505,0.0475,0.0455,0.0455
332,21,0,3,MFH,0.0456,0.0458,0.0461,0.0462,0.0480,0.0509,0.0518,0.0501,0.0496,0.0496
333,22,0,3,MFH,0.0432,0.0434,0.0435,0.0423,0.0439,0.0464,0.0496,0.0493,0.0481,0.0481
334,23,0,3,MFH,0.0417,0.0418,0.0418,0.0378,0.0380,0.0394,0.0409,0.0418,0.0436,0.0436
335,24,0,3,MFH,0.0319,0.0318,0.0313,0.0278,0.0279,0.0290,0.0294,0.0309,0.0329,0.0329
336,1,0,4,MFH,0.0300,0.0298,0.0292,0.0258,0.0234,0.0224,0.0219,0.0220,0.0244,0.0244
337,2,0,4,MFH,0.0297,0.0295,0.0288,0.0265,0.0250,0.0246,0.0214,0.0219,0.0254,0.0254
338,3,0,4,MFH,0.0294,0.0292,0.0285,0.0270,0.0254,0.0235,0.0207,0.0206,0.0245,0.0245
339,4,0,4,MFH,0.0304,0.0302,0.0297,0.0291,0.0275,0.0258,0.0232,0.0224,0.0236,0.0236
340,5,0,4,MFH,0.0354,0.0354,0.0351,0.0349,0.0339,0.0346,0.0342,0.0368,0.0376,0.0376
341,6,0,4,MFH,0.0541,0.0542,0.0549,0.0510,0.0506,0.0512,0.0524,0.0543,0.0513,0.0513
342,7,0,4,MFH,0.0554,0.0527,0.0529,0.0507,0.0506,0.0524,0.0604,0.0600,0.0442,0.0442
343,8,0,4,MFH,0.0461,0.0464,0.0466,0.0480,0.0492,0.0508,0.0553,0.0576,0.0562,0.0562
344,9,0,4,MFH,0.0459,0.0461,0.0463,0.0488,0.0485,0.0495,0.0523,0.0520,0.0499,0.0499
345,10,0,4,MFH,0.0446,0.0449,0.0450,0.0480,0.0475,0.0468,0.0489,0.0510,0.0507,0.0507
346,11,0,4,MFH,0.0422,0.0424,0.0425,0.0465,0.0462,0.0451,0.0464,0.0476,0.0480,0.0480
347,12,0,4,MFH,0.0435,0.0437,0.0438,0.0452,0.0446,0.0435,0.0440,0.0453,0.0465,0.0465
348,13,0,4,MFH,0.0426,0.0428,0.0429,0.0448,0.0442,0.0427,0.0430,0.0450,0.0467,0.0467
349,14,0,4,MFH,0.0422,0.0423,0.0423,0.0438,0.0441,0.0420,0.0417,0.0410,0.0428,0.0428
350,15,0,4,MFH,0.0419,0.0420,0.0421,0.0437,0.0442,0.0421,0.0402,0.0405,0.0438,0.0438
351,16,0,4,MFH,0.0429,0.0431,0.0432,0.0441,0.0447,0.0432,0.0404,0.0386,0.0398,0.0398
352,17,0,4,MFH,0.0436,0.0438,0.0440,0.0458,0.0465,0.0455,0.0414,0.0391,0.0393,0.0393
353,18,0,4,MFH,0.0458,0.0460,0.0462,0.0473,0.0481,0.0478,0.0436,0.0410,0.0419,0.0419
354,19,0,4,MFH,0.0453,0.0456,0.0458,0.0479,0.0492,0.0499,0.0469,0.0444,0.0441,0.0441
355,20,0,4,MFH,0.0464,0.0466,0.0469,0.0476,0.0491,0.0513,0.0505,0.0473,0.0455,0.0455
356,21,0,4,MFH,0.0455,0.0458,0.0461,0.0461,0.0480,0.0509,0.0518,0.0500,0.0496,0.0496
357,22,0,4,MFH,0.0432,0.0434,0.0436,0.0423,0.0439,0.0465,0.0496,0.0494,0.0482,0.0482
358,23,0,4,MFH,0.0418,0.0419,0.0420,0.0376,0.0378,0.0392,0.0410,0.0420,0.0438,0.0438
359,24,0,4,MFH,0.0322,0.0320,0.0316,0.0277,0.0278,0.0287,0.0289,0.0304,0.0323,0.0323
360,1,0,5,MFH,0.0301,0.0300,0.0294,0.0257,0.0232,0.0222,0.0214,0.0216,0.0239,0.0239
361,2,0,5,MFH,0.0297,0.0295,0.0289,0.0265,0.0248,0.0243,0.0211,0.0218,0.0251,0.0251
362,3,0,5,MFH,0.0294,0.0292,0.0286,0.0270,0.0253,0.0234,0.0206,0.0203,0.0241,0.0241
363,4,0,5,MFH,0.0304,0.0303,0.0297,0.0290,0.0275,0.0259,0.0233,0.0224,0.0233,0.0233
364,5,0,5,MFH,0.0351,0.0351,0.0348,0.0346,0.0337,0.0346,0.0341,0.0364,0.0370,0.0370
365,6,0,5,MFH,0.0537,0.0538,0.0545,0.0510,0.0508,0.0509,0.0518,0.0535,0.0499,0.0499
366,7,0,5,MFH,0.0564,0.0532,0.0533,0.0510,0.0509,0.0523,0.0601,0.0596,0.0445,0.0445
367,8,0,5,MFH,0.0464,0.0467,0.0470,0.0484,0.0495,0.0509,0.0558,0.0586,0.0576,0.0576
368,9,0,5,MFH,0.0459,0.0462,0.0464,0.0491,0.0487,0.0497,0.0526,0.0525,0.0505,0.0505
369,10,0,5,MFH,0.0445,0.0448,0.0449,0.0481,0.0476,0.0470,0.0493,0.0516,0.0513,0.0513
370,11,0,5,MFH,0.0420,0.0422,0.0423,0.0465,0.0463,0.0453,0.0468,0.0481,0.0483,0.0483
371,12,0,5,MFH,0.0433,0.0435,0.0437,0.0453,0.0446,0.0436,0.0442,0.0455,0.0466,0.0466
372,13,0,5,MFH,0.0424,0.0426,0.0427,0.0447,0.0442,0.0427,0.0431,0.0452,0.0469,0.0469
373,14,0,5,MFH,0.0420,0.0421,0.0422,0.0438,0.0440,0.0421,0.0418,0.0411,0.0429,0.0429
374,15,0,5,MFH,0.0418,0.0419,0.0420,0.0436,0.0442,0.0422,0.0403,0.0407,0.0437,0.0437
375,16,0,5,MFH,0.0429,0.0431,0.0431,0.0440,0.0446,0.0433,0.0405,0.0386,0.0400,0.0400
376,17,0,5,MFH,0.0436,0.0438,0.0440,0.0458,0.0465,0.0455,0.0414,0.0391,0.0393,0.0393
377,18,0,5,MFH,0.0457,0.0460,0.0462,0.0472,0.0481,0.0478,0.0435,0.0409,0.0419,0.0419
378,19,0,5,MFH,0.0453,0.0456,0.0458,0.0478,0.0491,0.0499,0.0468,0.0443,0.0441,0.0441
379,20,0,5,MFH,0.0464,0.0466,0.0469,0.0476,0.0491,0.0513,0.0505,0.0472,0.0455,0.0455
380,21,0,5,MFH,0.0455,0.0458,0.0461,0.0461,0.0480,0.0510,0.0518,0.0498,0.0497,0.0497
381,22,0,5,MFH,0.0432,0.0435,0.0436,0.0423,0.0440,0.0467,0.0497,0.0495,0.0483,0.0483
382,23,0,5,MFH,0.0419,0.0420,0.0421,0.0374,0.0377,0.0391,0.0410,0.0422,0.0440,0.0440
383,24,0,5,MFH,0.0324,0.0323,0.0319,0.0276,0.0276,0.0284,0.0284,0.0298,0.0317,0.0317
384,1,0,6,MFH,0.0303,0.0301,0.0296,0.0256,0.0231,0.0219,0.0210,0.0212,0.0235,0.0235
385,2,0,6,MFH,0.0297,0.0296,0.0289,0.0264,0.0247,0.0240,0.0209,0.0216,0.0248,0.0248
386,3,0,6,MFH,0.0294,0.0293,0.0286,0.0269,0.0252,0.0233,0.0205,0.0201,0.0236,0.0236
387,4,0,6,MFH,0.0305,0.0303,0.0298,0.0290,0.0275,0.0260,0.0234,0.0224,0.0230,0.0230
388,5,0,6,MFH,0.0349,0.0348,0.0346,0.0343,0.0336,0.0346,0.0339,0.0360,0.0363,0.0363
389,6,0,6,MFH,0.0534,0.0535,0.0541,0.0510,0.0509,0.0507,0.0513,0.0526,0.0486,0.0486
390,7,0,6,MFH,0.0574,0.0536,0.0537,0.0513,0.0513,0.0522,0.0599,0.0593,0.0448,0.0448
391,8,0,6,MFH,0.0467,0.0470,0.0473,0.0488,0.0499,0.0510,0.0563,0.0596,0.0591,0.0591
392,9,0,6,MFH,0.0459,0.0462,0.0464,0.0494,0.0488,0.0498,0.0529,0.0530,0.0511,0.0511
393,10,0,6,MFH,0.0444,0.0447,0.0448,0.0483,0.0477,0.0473,0.0497,0.0521,0.0519,0.0519
394,11,0,6,MFH,0.0419,0.0421,0.0421,0.0466,0.0464,0.0455,0.0471,0.0485,0.0487,0.0487
395,12,0,6,MFH,0.0431,0.0433,0.0435,0.0453,0.0446,0.0437,0.0443,0.0457,0.0467,0.0467
396,13,0,6,MFH,0.0422,0.0424,0.0424,0.0447,0.0442,0.0428,0.0433,0.0453,0.0471,0.0471
397,14,0,6,MFH,0.0418,0.0419,0.0420,0.0438,0.0440,0.0421,0.0419,0.0413,0.0429,0.0429
398,15,0,6,MFH,0.0416,0.0418,0.0419,0.0436,0.0441,0.0423,0.0404,0.0409,0.0436,0.0436
399,16,0,6,MFH,0.0428,0.0431,0.0431,0.0440,0.0446,0.0433,0.0405,0.0387,0.0401,0.0401
400,17,0,6,MFH,0.0436,0.0438,0.0440,0.0457,0.0464,0.0455,0.0414,0.0391,0.0394,0.0394
401,18,0,6,MFH,0.0457,0.0459,0.0461,0.0471,0.0480,0.0477,0.0434,0.0408,0.0419,0.0419
402,19,0,6,MFH,0.0453,0.0456,0.0458,0.0477,0.0491,0.0499,0.0466,0.0442,0.0441,0.0441
403,20,0,6,MFH,0.0464,0.0467,0.0470,0.0476,0.0491,0.0513,0.0505,0.0471,0.0455,0.0455
404,21,0,6,MFH,0.0455,0.0458,0.0461,0.0461,0.0480,0.0510,0.0518,0.0497,0.0497,0.0497
405,22,0,6,MFH,0.0433,0.0435,0.0437,0.0423,0.0440,0.0468,0.0497,0.0495,0.0484,0.0484
406,23,0,6,MFH,0.0420,0.0422,0.0422,0.0372,0.0375,0.0389,0.0411,0.0424,0.0441,0.0441
407,24,0,6,MFH,0.0326,0.0325,0.0321,0.0276,0.0275,0.0282,0.0279,0.0293,0.0312,0.0312
408,1,0,7,MFH,0.0304,0.0303,0.0297,0.0255,0.0229,0.0217,0.0205,0.0208,0.0230,0.0230
409,2,0,7,MFH,0.0298,0.0296,0.0290,0.0263,0.0246,0.0238,0.0206,0.0214,0.0245,0.0245
410,3,0,7,MFH,0.0294,0.0293,0.0287,0.0269,0.0251,0.0232,0.0204,0.0199,0.0232,0.0232
411,4,0,7,MFH,0.0305,0.0304,0.0299,0.0290,0.0276,0.0261,0.0236,0.0224,0.0227,0.0227
412,5,0,7,MFH,0.0346,0.0346,0.0343,0.0339,0.0335,0.0345,0.0338,0.0355,0.0357,0.0357
413,6,0,7,MFH,0.0530,0.0531,0.0538,0.0510,0.0510,0.0505,0.0508,0.0517,0.0472,0.0472
414,7,0,7,MFH,0.0584,0.0541,0.0541,0.0516,0.0516,0.0522,0.0597,0.0589,0.0451,0.0451
415,8,0,7,MFH,0.0470,0.0474,0.0477,0.0492,0.0502,0.0512,0.0568,0.0606,0.0605,0.0605
416,9,0,7,MFH,0.0459,0.0462,0.0465,0.0497,0.0489,0.0500,0.0532,0.0535,0.0517,0.0517
417,10,0,7,MFH,0.0443,0.0446,0.0447,0.0484,0.0478,0.0475,0.0501,0.0527,0.0526,0.0526
418,11,0,7,MFH,0.0417,0.0419,0.0420,0.0467,0.0465,0.0457,0.0474,0.0490,0.0490,0.0490
419,12,0,7,MFH,0.0429,0.0431,0.0433,0.0454,0.0446,0.0438,0.0445,0.0459,0.0468,0.0468
420,13,0,7,MFH,0.0420,0.0422,0.0422,0.0446,0.0442,0.0429,0.0434,0.0455,0.0473,0.0473
421,14,0,7,MFH,0.0416,0.0417,0.0418,0.0437,0.0439,0.0422,0.0421,0.0414,0.0430,0.0430
422,15,0,7,MFH,0.0415,0.0417,0.0418,0.0436,0.0441,0.0424,0.0406,0.0411,0.0434,0.0434
423,16,0,7,MFH,0.0428,0.0430,0.0431,0.0439,0.0445,0.0434,0.0406,0.0388,0.0402,0.0402
424,17,0,7,MFH,0.0436,0.0439,0.0441,0.0456,0.0464,0.0455,0.0414,0.0391,0.0394,0.0394
425,18,0,7,MFH,0.0456,0.0459,0.0461,0.0470,0.0479,0.0477,0.0433,0.0407,0.0418,0.0418
426,19,0,7,MFH,0.0452,0.0456,0.0458,0.0476,0.0491,0.0499,0.0465,0.0441,0.0440,0.0440
427,20,0,7,MFH,0.0464,0.0467,0.0470,0.0475,0.0491,0.0513,0.0505,0.0470,0.0456,0.0456
428,21,0,7,MFH,0.0455,0.0459,0.0461,0.0461,0.0480,0.0511,0.0518,0.0495,0.0497,0.0497
429,22,0,7,MFH,0.0433,0.0436,0.0437,0.0423,0.0441,0.0469,0.0498,0.0496,0.0486,0.0486
430,23,0,7,MFH,0.0421,0.0423,0.0424,0.0371,0.0373,0.0388,0.0412,0.0425,0.0443,0.0443
431,24,0,7,MFH,0.0328,0.0328,0.0324,0.0275,0.0273,0.0279,0.0275,0.0288,0.0306,0.0306
432,1,0,8,MFH,0.0305,0.0305,0.0299,0.0254,0.0227,0.0214,0.0201,0.0204,0.0226,0.0226
433,2,0,8,MFH,0.0298,0.0297,0.0291,0.0262,0.0245,0.0235,0.0204,0.0212,0.0243,0.0243
434,3,0,8,MFH,0.0294,0.0293,0.0287,0.0269,0.0250,0.0231,0.0203,0.0196,0.0228,0.0228
435,4,0,8,MFH,0.0305,0.0305,0.0300,0.0289,0.0276,0.0262,0.0237,0.0224,0.0224,0.0224
436,5,0,8,MFH,0.0343,0.0343,0.0340,0.0336,0.0333,0.0345,0.0337,0.0351,0.0350,0.0350
437,6,0,8,MFH,0.0526,0.0528,0.0534,0.0510,0.0511,0.0502,0.0503,0.0508,0.0459,0.0459
438,7,0,8,MFH,0.0594,0.0545,0.0545,0.0519,0.0519,0.0521,0.0594,0.0586,0.0454,0.0454
439,8,0,8,MFH,0.0473,0.0477,0.0480,0.0496,0.0505,0.0513,0.0573,0.0616,0.0620,0.0620
440,9,0,8,MFH,0.0459,0.0463,0.0465,0.0500,0.0490,0.0501,0.0535,0.0540,0.0523,0.0523
441,10,0,8,MFH,0.0441,0.0445,0.0446,0.0486,0.0479,0.0477,0.0505,0.0533,0.0532,0.0532
442,11,0,8,MFH,0.0415,0.0417,0.0418,0.0468,0.0466,0.0459,0.0477,0.0494,0.0493,0.0493
443,12,0,8,MFH,0.0427,0.0429,0.0431,0.0454,0.0446,0.0439,0.0447,0.0461,0.0469,0.0469
444,13,0,8,MFH,0.0417,0.0420,0.0420,0.0446,0.0442,0.0430,0.0436,0.0457,0.0475,0.0475
445,14,0,8,MFH,0.0414,0.0416,0.0416,0.0437,0.0439,0.0423,0.0422,0.0415,0.0430,0.0430
446,15,0,8,MFH,0.0414,0.0417,0.0417,0.0435,0.0440,0.0424,0.0407,0.0413,0.0433,0.0433
447,16,0,8,MFH,0.0427,0.0430,0.0431,0.0438,0.0444,0.0434,0.0406,0.0389,0.0404,0.0404
